Year,Area,Item,Value
2011,Afghanistan,"Ammonia, anhydrous",4.49
2014,Afghanistan,"Ammonia, anhydrous",2.0
2017,Afghanistan,"Ammonia, anhydrous",2.07
2002,Afghanistan,Ammonium nitrate (AN),1786.13
2007,Afghanistan,Ammonium nitrate (AN),0.64
2012,Afghanistan,Ammonium nitrate (AN),1456.8
2013,Afghanistan,Ammonium nitrate (AN),1.0
2003,Afghanistan,Ammonium sulphate,0.14
2006,Afghanistan,Ammonium sulphate,5.2
2016,Afghanistan,Ammonium sulphate,23.0
2007,Afghanistan,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,20.0
2004,Afghanistan,Diammonium phosphate (DAP),4324.0
2005,Afghanistan,Diammonium phosphate (DAP),8035.0
2006,Afghanistan,Diammonium phosphate (DAP),1500.0
2011,Afghanistan,Diammonium phosphate (DAP),215.0
2014,Afghanistan,Diammonium phosphate (DAP),1000.92
2015,Afghanistan,Diammonium phosphate (DAP),6900.0
2016,Afghanistan,Diammonium phosphate (DAP),9460.4
2017,Afghanistan,Diammonium phosphate (DAP),22574.0
2003,Afghanistan,Fertilizers n.e.c.,4132.01
2004,Afghanistan,Fertilizers n.e.c.,15113.0
2005,Afghanistan,Fertilizers n.e.c.,8338.0
2006,Afghanistan,Fertilizers n.e.c.,1325.01
2007,Afghanistan,Fertilizers n.e.c.,20.0
2009,Afghanistan,Fertilizers n.e.c.,0.16
2010,Afghanistan,Fertilizers n.e.c.,5389.87
2011,Afghanistan,Fertilizers n.e.c.,5395.25
2012,Afghanistan,Fertilizers n.e.c.,2.31
2013,Afghanistan,Fertilizers n.e.c.,1251.81
2014,Afghanistan,Fertilizers n.e.c.,542.32
2015,Afghanistan,Fertilizers n.e.c.,3.36
2016,Afghanistan,Fertilizers n.e.c.,193.66
2017,Afghanistan,Fertilizers n.e.c.,694.08
2003,Afghanistan,Monoammonium phosphate (MAP),296.0
2004,Afghanistan,Monoammonium phosphate (MAP),296.0
2006,Afghanistan,Monoammonium phosphate (MAP),90.0
2014,Afghanistan,Monoammonium phosphate (MAP),25.53
2016,Afghanistan,Monoammonium phosphate (MAP),1237.0
2017,Afghanistan,Monoammonium phosphate (MAP),1300.0
2002,Afghanistan,NPK fertilizers,20.0
2009,Afghanistan,NPK fertilizers,0.95
2013,Afghanistan,NPK fertilizers,603.5
2014,Afghanistan,NPK fertilizers,0.02
2015,Afghanistan,NPK fertilizers,66.0
2016,Afghanistan,NPK fertilizers,399.06
2017,Afghanistan,NPK fertilizers,68.3
2003,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",31.42
2005,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",140.0
2006,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",910.0
2007,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",7.78
2008,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",23.4
2010,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",84.91
2011,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",599.55
2012,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",5.84
2013,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",20.35
2014,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",180.0
2015,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",0.1
2016,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",56.6
2017,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",7402.02
2003,Afghanistan,Other NP compounds,14068.97
2004,Afghanistan,Other NP compounds,10473.0
2005,Afghanistan,Other NP compounds,16367.0
2006,Afghanistan,Other NP compounds,13365.0
2007,Afghanistan,Other NP compounds,0.16
2009,Afghanistan,Other NP compounds,5000.0
2010,Afghanistan,Other NP compounds,4486.25
2011,Afghanistan,Other NP compounds,19241.21
2012,Afghanistan,Other NP compounds,3998.2
2013,Afghanistan,Other NP compounds,5586.56
2014,Afghanistan,Other NP compounds,11535.74
2015,Afghanistan,Other NP compounds,26985.6
2016,Afghanistan,Other NP compounds,11976.96
2017,Afghanistan,Other NP compounds,20216.76
2003,Afghanistan,"Other phosphatic fertilizers, n.e.c.",5937.0
2004,Afghanistan,"Other phosphatic fertilizers, n.e.c.",18442.0
2005,Afghanistan,"Other phosphatic fertilizers, n.e.c.",10764.0
2006,Afghanistan,"Other phosphatic fertilizers, n.e.c.",3789.78
2010,Afghanistan,"Other phosphatic fertilizers, n.e.c.",44.01
2011,Afghanistan,"Other phosphatic fertilizers, n.e.c.",6525.45
2013,Afghanistan,"Other phosphatic fertilizers, n.e.c.",621.98
2014,Afghanistan,"Other phosphatic fertilizers, n.e.c.",3932.94
2017,Afghanistan,"Other phosphatic fertilizers, n.e.c.",10.0
2004,Afghanistan,"Other potassic fertilizers, n.e.c.",164.4
2017,Afghanistan,"Other potassic fertilizers, n.e.c.",70.18
2003,Afghanistan,Phosphate rock,3.54
2005,Afghanistan,Phosphate rock,267.8
2006,Afghanistan,Phosphate rock,104.0
2007,Afghanistan,Phosphate rock,70.0
2008,Afghanistan,Phosphate rock,1997.25
2009,Afghanistan,Phosphate rock,4.0
2010,Afghanistan,Phosphate rock,78.41
2011,Afghanistan,Phosphate rock,101.14
2012,Afghanistan,Phosphate rock,6.0
2013,Afghanistan,Phosphate rock,85.07
2014,Afghanistan,Phosphate rock,43.04
2015,Afghanistan,Phosphate rock,83.0
2017,Afghanistan,PK compounds,0.26
2005,Afghanistan,Potassium chloride (muriate of potash) (MOP),176.0
2010,Afghanistan,Potassium chloride (muriate of potash) (MOP),0.55
2012,Afghanistan,Potassium chloride (muriate of potash) (MOP),336.0
2014,Afghanistan,Potassium chloride (muriate of potash) (MOP),11.12
2016,Afghanistan,Potassium chloride (muriate of potash) (MOP),19.76
2017,Afghanistan,Potassium chloride (muriate of potash) (MOP),0.0
2016,Afghanistan,Potassium nitrate,0.01
2017,Afghanistan,Potassium nitrate,0.06
2016,Afghanistan,Potassium sulphate (sulphate of potash) (SOP),0.03
2017,Afghanistan,Potassium sulphate (sulphate of potash) (SOP),14.23
2010,Afghanistan,Sodium nitrate,1.0
2012,Afghanistan,Sodium nitrate,2.0
2017,Afghanistan,Sodium nitrate,14.85
2002,Afghanistan,Superphosphates above 35%,128.0
2003,Afghanistan,Superphosphates above 35%,5600.14
2004,Afghanistan,Superphosphates above 35%,6354.0
2006,Afghanistan,Superphosphates above 35%,1090.5
2010,Afghanistan,Superphosphates above 35%,7.94
2013,Afghanistan,Superphosphates above 35%,268.0
2002,Afghanistan,Urea,1151.8
2003,Afghanistan,Urea,3002.4
2005,Afghanistan,Urea,222.35
2009,Afghanistan,Urea,3.8
2011,Afghanistan,Urea,3054.55
2012,Afghanistan,Urea,0.2
2013,Afghanistan,Urea,39154.6
2014,Afghanistan,Urea,123817.0
2015,Afghanistan,Urea,22.89
2016,Afghanistan,Urea,169493.59
2017,Afghanistan,Urea,253523.03
2002,Afghanistan,Urea and ammonium nitrate solutions (UAN),4.0
2014,Afghanistan,Urea and ammonium nitrate solutions (UAN),1.25
2006,Armenia,"Ammonia, anhydrous",0.01
2007,Armenia,"Ammonia, anhydrous",32.88
2008,Armenia,"Ammonia, anhydrous",62.19
2009,Armenia,"Ammonia, anhydrous",119.93
2010,Armenia,"Ammonia, anhydrous",94.17
2011,Armenia,"Ammonia, anhydrous",264.78
2012,Armenia,"Ammonia, anhydrous",263.78
2013,Armenia,"Ammonia, anhydrous",41.54
2014,Armenia,"Ammonia, anhydrous",42.69
2015,Armenia,"Ammonia, anhydrous",25.51
2017,Armenia,"Ammonia, anhydrous",34.7
2002,Armenia,Ammonium nitrate (AN),26680.88
2003,Armenia,Ammonium nitrate (AN),18068.0
2004,Armenia,Ammonium nitrate (AN),9194.83
2005,Armenia,Ammonium nitrate (AN),4513.68
2006,Armenia,Ammonium nitrate (AN),465.04
2007,Armenia,Ammonium nitrate (AN),9402.47
2008,Armenia,Ammonium nitrate (AN),24157.67
2009,Armenia,Ammonium nitrate (AN),38712.83
2010,Armenia,Ammonium nitrate (AN),27417.82
2011,Armenia,Ammonium nitrate (AN),33647.07
2012,Armenia,Ammonium nitrate (AN),41903.74
2013,Armenia,Ammonium nitrate (AN),58128.68
2014,Armenia,Ammonium nitrate (AN),47286.82
2015,Armenia,Ammonium nitrate (AN),62920.54
2016,Armenia,Ammonium nitrate (AN),139750.9
2017,Armenia,Ammonium nitrate (AN),85259.94
2002,Armenia,Ammonium sulphate,18334.33
2003,Armenia,Ammonium sulphate,21289.63
2004,Armenia,Ammonium sulphate,35707.47
2005,Armenia,Ammonium sulphate,41560.27
2006,Armenia,Ammonium sulphate,56850.88
2007,Armenia,Ammonium sulphate,16950.63
2008,Armenia,Ammonium sulphate,144.0
2009,Armenia,Ammonium sulphate,2.4
2010,Armenia,Ammonium sulphate,2.8
2011,Armenia,Ammonium sulphate,4.5
2012,Armenia,Ammonium sulphate,0.95
2013,Armenia,Ammonium sulphate,4.44
2014,Armenia,Ammonium sulphate,15.28
2015,Armenia,Ammonium sulphate,7.02
2016,Armenia,Ammonium sulphate,0.4
2017,Armenia,Ammonium sulphate,10.99
2002,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,127.7
2004,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,247.12
2007,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,356.7
2009,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,6.0
2010,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,58.0
2011,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,204.35
2012,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,26.28
2013,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,54.96
2014,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,236.79
2015,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,145.42
2016,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,1.6
2017,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,1.6
2008,Armenia,Diammonium phosphate (DAP),0.0
2009,Armenia,Diammonium phosphate (DAP),0.09
2010,Armenia,Diammonium phosphate (DAP),0.03
2011,Armenia,Diammonium phosphate (DAP),0.1
2012,Armenia,Diammonium phosphate (DAP),0.33
2013,Armenia,Diammonium phosphate (DAP),1.08
2014,Armenia,Diammonium phosphate (DAP),2.78
2015,Armenia,Diammonium phosphate (DAP),7.04
2016,Armenia,Diammonium phosphate (DAP),6.66
2017,Armenia,Diammonium phosphate (DAP),3.21
2002,Armenia,Fertilizers n.e.c.,7.13
2003,Armenia,Fertilizers n.e.c.,16.8
2004,Armenia,Fertilizers n.e.c.,28.96
2005,Armenia,Fertilizers n.e.c.,6.69
2006,Armenia,Fertilizers n.e.c.,18.12
2007,Armenia,Fertilizers n.e.c.,46.65
2008,Armenia,Fertilizers n.e.c.,64.73
2009,Armenia,Fertilizers n.e.c.,39.38
2010,Armenia,Fertilizers n.e.c.,31.88
2011,Armenia,Fertilizers n.e.c.,64.2
2012,Armenia,Fertilizers n.e.c.,94.16
2013,Armenia,Fertilizers n.e.c.,102.17
2014,Armenia,Fertilizers n.e.c.,155.52
2015,Armenia,Fertilizers n.e.c.,129.97
2016,Armenia,Fertilizers n.e.c.,75.2
2017,Armenia,Fertilizers n.e.c.,568.87
2004,Armenia,Monoammonium phosphate (MAP),2319.3
2006,Armenia,Monoammonium phosphate (MAP),420.0
2007,Armenia,Monoammonium phosphate (MAP),127.0
2011,Armenia,Monoammonium phosphate (MAP),2.73
2012,Armenia,Monoammonium phosphate (MAP),2.94
2013,Armenia,Monoammonium phosphate (MAP),0.25
2014,Armenia,Monoammonium phosphate (MAP),0.01
2015,Armenia,Monoammonium phosphate (MAP),1.0
2016,Armenia,Monoammonium phosphate (MAP),26.0
2017,Armenia,Monoammonium phosphate (MAP),45.2
2005,Armenia,NPK fertilizers,197.9
2006,Armenia,NPK fertilizers,0.91
2007,Armenia,NPK fertilizers,200.0
2008,Armenia,NPK fertilizers,147.51
2009,Armenia,NPK fertilizers,234.87
2010,Armenia,NPK fertilizers,191.33
2011,Armenia,NPK fertilizers,397.06
2012,Armenia,NPK fertilizers,340.78
2013,Armenia,NPK fertilizers,804.74
2014,Armenia,NPK fertilizers,1063.61
2015,Armenia,NPK fertilizers,729.53
2016,Armenia,NPK fertilizers,1263.82
2017,Armenia,NPK fertilizers,1527.27
2002,Armenia,"Other nitrogenous fertilizers, n.e.c.",584.65
2003,Armenia,"Other nitrogenous fertilizers, n.e.c.",374.64
2004,Armenia,"Other nitrogenous fertilizers, n.e.c.",456.19
2005,Armenia,"Other nitrogenous fertilizers, n.e.c.",468.19
2006,Armenia,"Other nitrogenous fertilizers, n.e.c.",607.34
2007,Armenia,"Other nitrogenous fertilizers, n.e.c.",548.36
2008,Armenia,"Other nitrogenous fertilizers, n.e.c.",280.27
2009,Armenia,"Other nitrogenous fertilizers, n.e.c.",206.24
2010,Armenia,"Other nitrogenous fertilizers, n.e.c.",322.61
2011,Armenia,"Other nitrogenous fertilizers, n.e.c.",116.38
2012,Armenia,"Other nitrogenous fertilizers, n.e.c.",15851.4
2013,Armenia,"Other nitrogenous fertilizers, n.e.c.",1830.8
2014,Armenia,"Other nitrogenous fertilizers, n.e.c.",2047.96
2015,Armenia,"Other nitrogenous fertilizers, n.e.c.",2234.3
2016,Armenia,"Other nitrogenous fertilizers, n.e.c.",1867.38
2017,Armenia,"Other nitrogenous fertilizers, n.e.c.",1769.17
2002,Armenia,Other NP compounds,33.37
2003,Armenia,Other NP compounds,20.15
2004,Armenia,Other NP compounds,11.03
2009,Armenia,Other NP compounds,254.32
2010,Armenia,Other NP compounds,1475.91
2011,Armenia,Other NP compounds,0.82
2012,Armenia,Other NP compounds,1200.12
2013,Armenia,Other NP compounds,505.76
2014,Armenia,Other NP compounds,51.5
2015,Armenia,Other NP compounds,12.5
2016,Armenia,Other NP compounds,74.42
2017,Armenia,Other NP compounds,231.42
2010,Armenia,"Other phosphatic fertilizers, n.e.c.",0.01
2011,Armenia,"Other phosphatic fertilizers, n.e.c.",400.0
2017,Armenia,"Other phosphatic fertilizers, n.e.c.",22.0
2002,Armenia,"Other potassic fertilizers, n.e.c.",1.58
2013,Armenia,"Other potassic fertilizers, n.e.c.",1.0
2014,Armenia,"Other potassic fertilizers, n.e.c.",6.3
2016,Armenia,"Other potassic fertilizers, n.e.c.",1.01
2002,Armenia,Phosphate rock,0.05
2003,Armenia,Phosphate rock,6.01
2004,Armenia,Phosphate rock,76.13
2005,Armenia,Phosphate rock,263.7
2006,Armenia,Phosphate rock,28.0
2007,Armenia,Phosphate rock,43.3
2016,Armenia,Phosphate rock,4.41
2003,Armenia,PK compounds,21.0
2005,Armenia,PK compounds,24.0
2006,Armenia,PK compounds,32.4
2011,Armenia,PK compounds,1.0
2012,Armenia,PK compounds,5.05
2013,Armenia,PK compounds,2.4
2014,Armenia,PK compounds,16.07
2015,Armenia,PK compounds,18.51
2016,Armenia,PK compounds,78.42
2017,Armenia,PK compounds,190.7
2003,Armenia,Potassium chloride (muriate of potash) (MOP),0.0
2006,Armenia,Potassium chloride (muriate of potash) (MOP),0.5
2007,Armenia,Potassium chloride (muriate of potash) (MOP),10.04
2008,Armenia,Potassium chloride (muriate of potash) (MOP),25.25
2009,Armenia,Potassium chloride (muriate of potash) (MOP),0.2
2010,Armenia,Potassium chloride (muriate of potash) (MOP),0.0
2011,Armenia,Potassium chloride (muriate of potash) (MOP),0.26
2012,Armenia,Potassium chloride (muriate of potash) (MOP),502.47
2013,Armenia,Potassium chloride (muriate of potash) (MOP),1.7
2014,Armenia,Potassium chloride (muriate of potash) (MOP),1675.3
2015,Armenia,Potassium chloride (muriate of potash) (MOP),620.64
2016,Armenia,Potassium chloride (muriate of potash) (MOP),865.5
2017,Armenia,Potassium chloride (muriate of potash) (MOP),2.42
2002,Armenia,Potassium nitrate,0.1
2004,Armenia,Potassium nitrate,0.0
2007,Armenia,Potassium nitrate,0.01
2010,Armenia,Potassium nitrate,8.05
2011,Armenia,Potassium nitrate,23.16
2012,Armenia,Potassium nitrate,6.75
2013,Armenia,Potassium nitrate,16.38
2014,Armenia,Potassium nitrate,26.25
2015,Armenia,Potassium nitrate,225.39
2016,Armenia,Potassium nitrate,121.24
2017,Armenia,Potassium nitrate,0.0
2004,Armenia,Potassium sulphate (sulphate of potash) (SOP),9.0
2005,Armenia,Potassium sulphate (sulphate of potash) (SOP),15.5
2007,Armenia,Potassium sulphate (sulphate of potash) (SOP),2.0
2008,Armenia,Potassium sulphate (sulphate of potash) (SOP),11.0
2009,Armenia,Potassium sulphate (sulphate of potash) (SOP),5.0
2010,Armenia,Potassium sulphate (sulphate of potash) (SOP),4.0
2011,Armenia,Potassium sulphate (sulphate of potash) (SOP),3.68
2012,Armenia,Potassium sulphate (sulphate of potash) (SOP),11.78
2013,Armenia,Potassium sulphate (sulphate of potash) (SOP),36.61
2014,Armenia,Potassium sulphate (sulphate of potash) (SOP),18.75
2015,Armenia,Potassium sulphate (sulphate of potash) (SOP),54.89
2016,Armenia,Potassium sulphate (sulphate of potash) (SOP),48.15
2017,Armenia,Potassium sulphate (sulphate of potash) (SOP),207.58
2005,Armenia,Sodium nitrate,117.0
2006,Armenia,Sodium nitrate,63.0
2007,Armenia,Sodium nitrate,20.0
2011,Armenia,Sodium nitrate,4.8
2012,Armenia,Sodium nitrate,5.25
2013,Armenia,Sodium nitrate,1.5
2014,Armenia,Sodium nitrate,25.98
2015,Armenia,Sodium nitrate,18.67
2016,Armenia,Sodium nitrate,1.56
2017,Armenia,Sodium nitrate,3.5
2002,Armenia,Superphosphates above 35%,0.1
2003,Armenia,Superphosphates above 35%,0.01
2008,Armenia,Superphosphates above 35%,22.95
2009,Armenia,Superphosphates above 35%,0.3
2010,Armenia,Superphosphates above 35%,34.2
2011,Armenia,Superphosphates above 35%,15.48
2012,Armenia,Superphosphates above 35%,65.6
2013,Armenia,Superphosphates above 35%,559.41
2014,Armenia,Superphosphates above 35%,2777.0
2015,Armenia,Superphosphates above 35%,1676.0
2016,Armenia,Superphosphates above 35%,324.0
2017,Armenia,Superphosphates above 35%,0.96
2002,Armenia,Urea,13.2
2003,Armenia,Urea,28.02
2004,Armenia,Urea,3481.81
2005,Armenia,Urea,3.2
2006,Armenia,Urea,518.34
2007,Armenia,Urea,0.2
2008,Armenia,Urea,22.22
2009,Armenia,Urea,803.05
2010,Armenia,Urea,2082.31
2011,Armenia,Urea,2023.57
2012,Armenia,Urea,555.69
2013,Armenia,Urea,401.65
2014,Armenia,Urea,921.22
2015,Armenia,Urea,949.76
2016,Armenia,Urea,1561.68
2017,Armenia,Urea,3708.95
2011,Armenia,Urea and ammonium nitrate solutions (UAN),0.39
2002,Bahrain,"Ammonia, anhydrous",84.02
2003,Bahrain,"Ammonia, anhydrous",79.88
2004,Bahrain,"Ammonia, anhydrous",44.41
2005,Bahrain,"Ammonia, anhydrous",7.11
2006,Bahrain,"Ammonia, anhydrous",21.36
2007,Bahrain,"Ammonia, anhydrous",9.95
2008,Bahrain,"Ammonia, anhydrous",5.0
2009,Bahrain,"Ammonia, anhydrous",8.5
2010,Bahrain,"Ammonia, anhydrous",0.24
2011,Bahrain,"Ammonia, anhydrous",68.34
2012,Bahrain,"Ammonia, anhydrous",69.93
2013,Bahrain,"Ammonia, anhydrous",29.21
2014,Bahrain,"Ammonia, anhydrous",20.94
2015,Bahrain,"Ammonia, anhydrous",25.76
2016,Bahrain,"Ammonia, anhydrous",89.92
2002,Bahrain,Ammonium nitrate (AN),1380.28
2003,Bahrain,Ammonium nitrate (AN),1992.4
2004,Bahrain,Ammonium nitrate (AN),1429.8
2005,Bahrain,Ammonium nitrate (AN),1549.58
2006,Bahrain,Ammonium nitrate (AN),1516.4
2007,Bahrain,Ammonium nitrate (AN),881.64
2008,Bahrain,Ammonium nitrate (AN),2202.16
2009,Bahrain,Ammonium nitrate (AN),564.5
2010,Bahrain,Ammonium nitrate (AN),669.81
2011,Bahrain,Ammonium nitrate (AN),343.5
2012,Bahrain,Ammonium nitrate (AN),222.0
2013,Bahrain,Ammonium nitrate (AN),368.0
2014,Bahrain,Ammonium nitrate (AN),231.0
2017,Bahrain,Ammonium nitrate (AN),198.0
2002,Bahrain,Ammonium sulphate,21.1
2003,Bahrain,Ammonium sulphate,51.0
2004,Bahrain,Ammonium sulphate,21.0
2005,Bahrain,Ammonium sulphate,27.5
2006,Bahrain,Ammonium sulphate,5.0
2007,Bahrain,Ammonium sulphate,2.95
2008,Bahrain,Ammonium sulphate,18.0
2009,Bahrain,Ammonium sulphate,0.0
2011,Bahrain,Ammonium sulphate,16.7
2012,Bahrain,Ammonium sulphate,5.65
2013,Bahrain,Ammonium sulphate,0.01
2014,Bahrain,Ammonium sulphate,1.12
2015,Bahrain,Ammonium sulphate,0.01
2017,Bahrain,Ammonium sulphate,3.0
2002,Bahrain,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.03
2003,Bahrain,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,3.95
2005,Bahrain,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,1.15
2002,Bahrain,Diammonium phosphate (DAP),23.0
2003,Bahrain,Diammonium phosphate (DAP),0.62
2010,Bahrain,Diammonium phosphate (DAP),23.04
2011,Bahrain,Diammonium phosphate (DAP),0.0
2012,Bahrain,Diammonium phosphate (DAP),0.0
2014,Bahrain,Diammonium phosphate (DAP),2.0
2015,Bahrain,Diammonium phosphate (DAP),5.29
2016,Bahrain,Diammonium phosphate (DAP),18.15
2017,Bahrain,Diammonium phosphate (DAP),25.0
2002,Bahrain,Fertilizers n.e.c.,274.88
2003,Bahrain,Fertilizers n.e.c.,463.66
2004,Bahrain,Fertilizers n.e.c.,667.52
2005,Bahrain,Fertilizers n.e.c.,309.47
2006,Bahrain,Fertilizers n.e.c.,428.42
2007,Bahrain,Fertilizers n.e.c.,447.55
2008,Bahrain,Fertilizers n.e.c.,564.25
2009,Bahrain,Fertilizers n.e.c.,445.37
2010,Bahrain,Fertilizers n.e.c.,114.6
2011,Bahrain,Fertilizers n.e.c.,172.46
2012,Bahrain,Fertilizers n.e.c.,55.21
2013,Bahrain,Fertilizers n.e.c.,5.58
2014,Bahrain,Fertilizers n.e.c.,130.87
2015,Bahrain,Fertilizers n.e.c.,152.31
2016,Bahrain,Fertilizers n.e.c.,48.34
2017,Bahrain,Fertilizers n.e.c.,68.53
2007,Bahrain,Monoammonium phosphate (MAP),2.4
2008,Bahrain,Monoammonium phosphate (MAP),0.8
2010,Bahrain,Monoammonium phosphate (MAP),40.01
2011,Bahrain,Monoammonium phosphate (MAP),21.91
2012,Bahrain,Monoammonium phosphate (MAP),72.65
2013,Bahrain,Monoammonium phosphate (MAP),24.95
2014,Bahrain,Monoammonium phosphate (MAP),5.01
2015,Bahrain,Monoammonium phosphate (MAP),25.01
2016,Bahrain,Monoammonium phosphate (MAP),20.01
2017,Bahrain,Monoammonium phosphate (MAP),25.0
2002,Bahrain,NPK fertilizers,303.37
2003,Bahrain,NPK fertilizers,298.06
2004,Bahrain,NPK fertilizers,394.97
2005,Bahrain,NPK fertilizers,360.6
2006,Bahrain,NPK fertilizers,117.68
2007,Bahrain,NPK fertilizers,502.45
2008,Bahrain,NPK fertilizers,294.91
2009,Bahrain,NPK fertilizers,261.03
2010,Bahrain,NPK fertilizers,238.79
2011,Bahrain,NPK fertilizers,286.39
2012,Bahrain,NPK fertilizers,337.96
2013,Bahrain,NPK fertilizers,423.71
2014,Bahrain,NPK fertilizers,503.83
2015,Bahrain,NPK fertilizers,311.63
2016,Bahrain,NPK fertilizers,481.3
2017,Bahrain,NPK fertilizers,299.43
2002,Bahrain,"Other nitrogenous fertilizers, n.e.c.",116.2
2003,Bahrain,"Other nitrogenous fertilizers, n.e.c.",324.74
2004,Bahrain,"Other nitrogenous fertilizers, n.e.c.",506.19
2005,Bahrain,"Other nitrogenous fertilizers, n.e.c.",504.89
2006,Bahrain,"Other nitrogenous fertilizers, n.e.c.",270.64
2007,Bahrain,"Other nitrogenous fertilizers, n.e.c.",189.2
2008,Bahrain,"Other nitrogenous fertilizers, n.e.c.",242.26
2009,Bahrain,"Other nitrogenous fertilizers, n.e.c.",255.52
2010,Bahrain,"Other nitrogenous fertilizers, n.e.c.",268.05
2011,Bahrain,"Other nitrogenous fertilizers, n.e.c.",503.57
2012,Bahrain,"Other nitrogenous fertilizers, n.e.c.",468.51
2013,Bahrain,"Other nitrogenous fertilizers, n.e.c.",207.9
2014,Bahrain,"Other nitrogenous fertilizers, n.e.c.",174.41
2015,Bahrain,"Other nitrogenous fertilizers, n.e.c.",165.3
2016,Bahrain,"Other nitrogenous fertilizers, n.e.c.",99.08
2017,Bahrain,"Other nitrogenous fertilizers, n.e.c.",106.23
2002,Bahrain,Other NP compounds,53.0
2004,Bahrain,Other NP compounds,107.98
2005,Bahrain,Other NP compounds,105.43
2006,Bahrain,Other NP compounds,290.23
2007,Bahrain,Other NP compounds,70.85
2008,Bahrain,Other NP compounds,29.8
2009,Bahrain,Other NP compounds,4.12
2010,Bahrain,Other NP compounds,29.8
2013,Bahrain,Other NP compounds,40.5
2002,Bahrain,"Other phosphatic fertilizers, n.e.c.",51.13
2003,Bahrain,"Other phosphatic fertilizers, n.e.c.",158.1
2005,Bahrain,"Other phosphatic fertilizers, n.e.c.",10.25
2006,Bahrain,"Other phosphatic fertilizers, n.e.c.",30.0
2007,Bahrain,"Other phosphatic fertilizers, n.e.c.",26.72
2008,Bahrain,"Other phosphatic fertilizers, n.e.c.",10.4
2009,Bahrain,"Other phosphatic fertilizers, n.e.c.",42.95
2010,Bahrain,"Other phosphatic fertilizers, n.e.c.",9.7
2011,Bahrain,"Other phosphatic fertilizers, n.e.c.",23.85
2012,Bahrain,"Other phosphatic fertilizers, n.e.c.",1.64
2016,Bahrain,"Other phosphatic fertilizers, n.e.c.",36.0
2002,Bahrain,"Other potassic fertilizers, n.e.c.",148.89
2003,Bahrain,"Other potassic fertilizers, n.e.c.",140.42
2004,Bahrain,"Other potassic fertilizers, n.e.c.",2.4
2005,Bahrain,"Other potassic fertilizers, n.e.c.",0.33
2006,Bahrain,"Other potassic fertilizers, n.e.c.",73.77
2007,Bahrain,"Other potassic fertilizers, n.e.c.",76.0
2008,Bahrain,"Other potassic fertilizers, n.e.c.",187.65
2009,Bahrain,"Other potassic fertilizers, n.e.c.",37.0
2010,Bahrain,"Other potassic fertilizers, n.e.c.",22.7
2012,Bahrain,"Other potassic fertilizers, n.e.c.",6.62
2013,Bahrain,"Other potassic fertilizers, n.e.c.",0.53
2014,Bahrain,"Other potassic fertilizers, n.e.c.",0.56
2017,Bahrain,"Other potassic fertilizers, n.e.c.",45.33
2002,Bahrain,Phosphate rock,0.07
2003,Bahrain,Phosphate rock,2.41
2004,Bahrain,Phosphate rock,15.02
2005,Bahrain,Phosphate rock,0.48
2007,Bahrain,Phosphate rock,2.03
2008,Bahrain,Phosphate rock,16.32
2009,Bahrain,Phosphate rock,1.16
2010,Bahrain,Phosphate rock,0.09
2011,Bahrain,Phosphate rock,3.22
2012,Bahrain,Phosphate rock,26.15
2013,Bahrain,Phosphate rock,0.06
2016,Bahrain,Phosphate rock,0.0
2002,Bahrain,PK compounds,119.0
2003,Bahrain,PK compounds,75.0
2004,Bahrain,PK compounds,60.84
2005,Bahrain,PK compounds,25.0
2006,Bahrain,PK compounds,0.3
2007,Bahrain,PK compounds,56.2
2008,Bahrain,PK compounds,24.0
2009,Bahrain,PK compounds,21.58
