Year,Area,Item,Value
2011,Afghanistan,"Ammonia, anhydrous",2.69
2014,Afghanistan,"Ammonia, anhydrous",1.07
2017,Afghanistan,"Ammonia, anhydrous",1.24
2002,Afghanistan,Ammonium nitrate (AN),123.24
2007,Afghanistan,Ammonium nitrate (AN),7.18
2012,Afghanistan,Ammonium nitrate (AN),445.8
2013,Afghanistan,Ammonium nitrate (AN),2.8
2003,Afghanistan,Ammonium sulphate,0.02
2006,Afghanistan,Ammonium sulphate,0.83
2016,Afghanistan,Ammonium sulphate,2.53
2007,Afghanistan,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,43.93
2004,Afghanistan,Diammonium phosphate (DAP),984.99
2005,Afghanistan,Diammonium phosphate (DAP),1656.53
2006,Afghanistan,Diammonium phosphate (DAP),331.86
2011,Afghanistan,Diammonium phosphate (DAP),81.18
2014,Afghanistan,Diammonium phosphate (DAP),485.08
2015,Afghanistan,Diammonium phosphate (DAP),3131.97
2016,Afghanistan,Diammonium phosphate (DAP),9143.51
2017,Afghanistan,Diammonium phosphate (DAP),7232.07
2003,Afghanistan,Fertilizers n.e.c.,1003.58
2004,Afghanistan,Fertilizers n.e.c.,2869.47
2005,Afghanistan,Fertilizers n.e.c.,1172.06
2006,Afghanistan,Fertilizers n.e.c.,325.02
2007,Afghanistan,Fertilizers n.e.c.,48.5
2009,Afghanistan,Fertilizers n.e.c.,1.28
2010,Afghanistan,Fertilizers n.e.c.,954.45
2011,Afghanistan,Fertilizers n.e.c.,987.1
2012,Afghanistan,Fertilizers n.e.c.,25.06
2013,Afghanistan,Fertilizers n.e.c.,429.15
2014,Afghanistan,Fertilizers n.e.c.,183.52
2015,Afghanistan,Fertilizers n.e.c.,21.25
2016,Afghanistan,Fertilizers n.e.c.,296.92
2017,Afghanistan,Fertilizers n.e.c.,381.4
2003,Afghanistan,Monoammonium phosphate (MAP),91.74
2004,Afghanistan,Monoammonium phosphate (MAP),90.95
2006,Afghanistan,Monoammonium phosphate (MAP),20.67
2014,Afghanistan,Monoammonium phosphate (MAP),33.44
2016,Afghanistan,Monoammonium phosphate (MAP),487.52
2017,Afghanistan,Monoammonium phosphate (MAP),459.9
2002,Afghanistan,NPK fertilizers,4.53
2009,Afghanistan,NPK fertilizers,4.39
2013,Afghanistan,NPK fertilizers,145.13
2014,Afghanistan,NPK fertilizers,0.37
2015,Afghanistan,NPK fertilizers,31.62
2016,Afghanistan,NPK fertilizers,186.71
2017,Afghanistan,NPK fertilizers,109.9
2003,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",14.44
2005,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",29.1
2006,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",195.38
2007,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",3.16
2008,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",16.69
2010,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",59.03
2011,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",119.63
2012,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",55.74
2013,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",25.12
2014,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",15.65
2015,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",1.25
2016,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",39.83
2017,Afghanistan,"Other nitrogenous fertilizers, n.e.c.",1790.26
2003,Afghanistan,Other NP compounds,2327.35
2004,Afghanistan,Other NP compounds,2639.89
2005,Afghanistan,Other NP compounds,2980.61
2006,Afghanistan,Other NP compounds,2833.8
2007,Afghanistan,Other NP compounds,257.73
2009,Afghanistan,Other NP compounds,2562.26
2010,Afghanistan,Other NP compounds,559.25
2011,Afghanistan,Other NP compounds,8455.86
2012,Afghanistan,Other NP compounds,1779.2
2013,Afghanistan,Other NP compounds,2310.82
2014,Afghanistan,Other NP compounds,4949.37
2015,Afghanistan,Other NP compounds,11436.82
2016,Afghanistan,Other NP compounds,2953.17
2017,Afghanistan,Other NP compounds,4758.77
2003,Afghanistan,"Other phosphatic fertilizers, n.e.c.",1369.77
2004,Afghanistan,"Other phosphatic fertilizers, n.e.c.",3435.61
2005,Afghanistan,"Other phosphatic fertilizers, n.e.c.",1579.66
2006,Afghanistan,"Other phosphatic fertilizers, n.e.c.",310.82
2010,Afghanistan,"Other phosphatic fertilizers, n.e.c.",30.81
2011,Afghanistan,"Other phosphatic fertilizers, n.e.c.",454.71
2013,Afghanistan,"Other phosphatic fertilizers, n.e.c.",52.39
2014,Afghanistan,"Other phosphatic fertilizers, n.e.c.",280.69
2017,Afghanistan,"Other phosphatic fertilizers, n.e.c.",10.0
2004,Afghanistan,"Other potassic fertilizers, n.e.c.",14.66
2017,Afghanistan,"Other potassic fertilizers, n.e.c.",41.25
2003,Afghanistan,Phosphate rock,2.54
2005,Afghanistan,Phosphate rock,144.24
2006,Afghanistan,Phosphate rock,34.07
2007,Afghanistan,Phosphate rock,3.46
2008,Afghanistan,Phosphate rock,297.87
2009,Afghanistan,Phosphate rock,0.98
2010,Afghanistan,Phosphate rock,11.85
2011,Afghanistan,Phosphate rock,10.02
2012,Afghanistan,Phosphate rock,0.97
2013,Afghanistan,Phosphate rock,5.38
2014,Afghanistan,Phosphate rock,0.85
2015,Afghanistan,Phosphate rock,7.25
2017,Afghanistan,PK compounds,2.02
2005,Afghanistan,Potassium chloride (muriate of potash) (MOP),26.76
2010,Afghanistan,Potassium chloride (muriate of potash) (MOP),2.02
2012,Afghanistan,Potassium chloride (muriate of potash) (MOP),197.61
2014,Afghanistan,Potassium chloride (muriate of potash) (MOP),16.26
2016,Afghanistan,Potassium chloride (muriate of potash) (MOP),71.0
2017,Afghanistan,Potassium chloride (muriate of potash) (MOP),0.0
2016,Afghanistan,Potassium nitrate,0.0
2017,Afghanistan,Potassium nitrate,0.06
2016,Afghanistan,Potassium sulphate (sulphate of potash) (SOP),0.01
2017,Afghanistan,Potassium sulphate (sulphate of potash) (SOP),10.63
2010,Afghanistan,Sodium nitrate,4.95
2012,Afghanistan,Sodium nitrate,9.86
2017,Afghanistan,Sodium nitrate,11.35
2002,Afghanistan,Superphosphates above 35%,8.2
2003,Afghanistan,Superphosphates above 35%,794.8
2004,Afghanistan,Superphosphates above 35%,546.44
2006,Afghanistan,Superphosphates above 35%,120.43
2010,Afghanistan,Superphosphates above 35%,36.46
2013,Afghanistan,Superphosphates above 35%,60.3
2002,Afghanistan,Urea,1207.8
2003,Afghanistan,Urea,288.25
2005,Afghanistan,Urea,59.72
2009,Afghanistan,Urea,1.98
2011,Afghanistan,Urea,872.54
2012,Afghanistan,Urea,2.34
2013,Afghanistan,Urea,14240.43
2014,Afghanistan,Urea,39369.93
2015,Afghanistan,Urea,7.58
2016,Afghanistan,Urea,50264.38
2017,Afghanistan,Urea,57202.11
2002,Afghanistan,Urea and ammonium nitrate solutions (UAN),2.44
2014,Afghanistan,Urea and ammonium nitrate solutions (UAN),0.81
2006,Armenia,"Ammonia, anhydrous",1.48
2007,Armenia,"Ammonia, anhydrous",17.9
2008,Armenia,"Ammonia, anhydrous",30.16
2009,Armenia,"Ammonia, anhydrous",60.0
2010,Armenia,"Ammonia, anhydrous",47.65
2011,Armenia,"Ammonia, anhydrous",163.13
2012,Armenia,"Ammonia, anhydrous",197.42
2013,Armenia,"Ammonia, anhydrous",32.96
2014,Armenia,"Ammonia, anhydrous",35.01
2015,Armenia,"Ammonia, anhydrous",18.68
2017,Armenia,"Ammonia, anhydrous",28.38
2002,Armenia,Ammonium nitrate (AN),3585.68
2003,Armenia,Ammonium nitrate (AN),1897.4
2004,Armenia,Ammonium nitrate (AN),1157.67
2005,Armenia,Ammonium nitrate (AN),1008.11
2006,Armenia,Ammonium nitrate (AN),187.24
2007,Armenia,Ammonium nitrate (AN),2076.64
2008,Armenia,Ammonium nitrate (AN),6215.33
2009,Armenia,Ammonium nitrate (AN),12678.32
2010,Armenia,Ammonium nitrate (AN),9215.44
2011,Armenia,Ammonium nitrate (AN),12330.33
2012,Armenia,Ammonium nitrate (AN),16768.0
2013,Armenia,Ammonium nitrate (AN),21448.82
2014,Armenia,Ammonium nitrate (AN),16818.0
2015,Armenia,Ammonium nitrate (AN),20876.46
2016,Armenia,Ammonium nitrate (AN),39778.46
2017,Armenia,Ammonium nitrate (AN),23640.58
2002,Armenia,Ammonium sulphate,1540.75
2003,Armenia,Ammonium sulphate,2070.69
2004,Armenia,Ammonium sulphate,3780.19
2005,Armenia,Ammonium sulphate,5068.94
2006,Armenia,Ammonium sulphate,10133.41
2007,Armenia,Ammonium sulphate,3347.85
2008,Armenia,Ammonium sulphate,46.16
2009,Armenia,Ammonium sulphate,3.94
2010,Armenia,Ammonium sulphate,2.89
2011,Armenia,Ammonium sulphate,8.96
2012,Armenia,Ammonium sulphate,1.69
2013,Armenia,Ammonium sulphate,7.8
2014,Armenia,Ammonium sulphate,17.1
2015,Armenia,Ammonium sulphate,9.3
2016,Armenia,Ammonium sulphate,1.31
2017,Armenia,Ammonium sulphate,8.92
2002,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,14.03
2004,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,29.66
2007,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,153.18
2009,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,4.8
2010,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,49.3
2011,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,94.9
2012,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,19.57
2013,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,30.5
2014,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,187.59
2015,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,85.71
2016,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,3.58
2017,Armenia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,3.58
2008,Armenia,Diammonium phosphate (DAP),0.05
2009,Armenia,Diammonium phosphate (DAP),0.36
2010,Armenia,Diammonium phosphate (DAP),0.25
2011,Armenia,Diammonium phosphate (DAP),1.0
2012,Armenia,Diammonium phosphate (DAP),1.15
2013,Armenia,Diammonium phosphate (DAP),3.13
2014,Armenia,Diammonium phosphate (DAP),5.33
2015,Armenia,Diammonium phosphate (DAP),11.81
2016,Armenia,Diammonium phosphate (DAP),10.76
2017,Armenia,Diammonium phosphate (DAP),6.26
2002,Armenia,Fertilizers n.e.c.,7.72
2003,Armenia,Fertilizers n.e.c.,10.73
2004,Armenia,Fertilizers n.e.c.,18.31
2005,Armenia,Fertilizers n.e.c.,7.93
2006,Armenia,Fertilizers n.e.c.,19.2
2007,Armenia,Fertilizers n.e.c.,48.93
2008,Armenia,Fertilizers n.e.c.,123.56
2009,Armenia,Fertilizers n.e.c.,132.09
2010,Armenia,Fertilizers n.e.c.,76.34
2011,Armenia,Fertilizers n.e.c.,252.82
2012,Armenia,Fertilizers n.e.c.,181.81
2013,Armenia,Fertilizers n.e.c.,219.97
2014,Armenia,Fertilizers n.e.c.,332.69
2015,Armenia,Fertilizers n.e.c.,173.92
2016,Armenia,Fertilizers n.e.c.,253.02
2017,Armenia,Fertilizers n.e.c.,308.63
2004,Armenia,Monoammonium phosphate (MAP),684.19
2006,Armenia,Monoammonium phosphate (MAP),155.4
2007,Armenia,Monoammonium phosphate (MAP),40.48
2011,Armenia,Monoammonium phosphate (MAP),7.4
2012,Armenia,Monoammonium phosphate (MAP),4.63
2013,Armenia,Monoammonium phosphate (MAP),0.61
2014,Armenia,Monoammonium phosphate (MAP),0.2
2015,Armenia,Monoammonium phosphate (MAP),1.71
2016,Armenia,Monoammonium phosphate (MAP),12.73
2017,Armenia,Monoammonium phosphate (MAP),12.66
2005,Armenia,NPK fertilizers,54.46
2006,Armenia,NPK fertilizers,3.36
2007,Armenia,NPK fertilizers,69.7
2008,Armenia,NPK fertilizers,113.16
2009,Armenia,NPK fertilizers,207.67
2010,Armenia,NPK fertilizers,194.47
2011,Armenia,NPK fertilizers,751.69
2012,Armenia,NPK fertilizers,413.2
2013,Armenia,NPK fertilizers,752.99
2014,Armenia,NPK fertilizers,1006.35
2015,Armenia,NPK fertilizers,680.66
2016,Armenia,NPK fertilizers,917.99
2017,Armenia,NPK fertilizers,1009.76
2002,Armenia,"Other nitrogenous fertilizers, n.e.c.",176.86
2003,Armenia,"Other nitrogenous fertilizers, n.e.c.",109.73
2004,Armenia,"Other nitrogenous fertilizers, n.e.c.",148.11
2005,Armenia,"Other nitrogenous fertilizers, n.e.c.",151.43
2006,Armenia,"Other nitrogenous fertilizers, n.e.c.",205.57
2007,Armenia,"Other nitrogenous fertilizers, n.e.c.",210.24
2008,Armenia,"Other nitrogenous fertilizers, n.e.c.",162.67
2009,Armenia,"Other nitrogenous fertilizers, n.e.c.",119.53
2010,Armenia,"Other nitrogenous fertilizers, n.e.c.",212.74
2011,Armenia,"Other nitrogenous fertilizers, n.e.c.",73.36
2012,Armenia,"Other nitrogenous fertilizers, n.e.c.",6231.75
2013,Armenia,"Other nitrogenous fertilizers, n.e.c.",1377.09
2014,Armenia,"Other nitrogenous fertilizers, n.e.c.",1526.36
2015,Armenia,"Other nitrogenous fertilizers, n.e.c.",1637.88
2016,Armenia,"Other nitrogenous fertilizers, n.e.c.",1301.12
2017,Armenia,"Other nitrogenous fertilizers, n.e.c.",946.73
2002,Armenia,Other NP compounds,17.97
2003,Armenia,Other NP compounds,13.17
2004,Armenia,Other NP compounds,8.65
2009,Armenia,Other NP compounds,158.41
2010,Armenia,Other NP compounds,837.11
2011,Armenia,Other NP compounds,4.28
2012,Armenia,Other NP compounds,750.12
2013,Armenia,Other NP compounds,319.03
2014,Armenia,Other NP compounds,65.33
2015,Armenia,Other NP compounds,11.37
2016,Armenia,Other NP compounds,36.21
2017,Armenia,Other NP compounds,71.09
2010,Armenia,"Other phosphatic fertilizers, n.e.c.",0.01
2011,Armenia,"Other phosphatic fertilizers, n.e.c.",200.9
2017,Armenia,"Other phosphatic fertilizers, n.e.c.",9.67
2002,Armenia,"Other potassic fertilizers, n.e.c.",1.58
2013,Armenia,"Other potassic fertilizers, n.e.c.",1.0
2014,Armenia,"Other potassic fertilizers, n.e.c.",3.63
2016,Armenia,"Other potassic fertilizers, n.e.c.",2.22
2002,Armenia,Phosphate rock,0.2
2003,Armenia,Phosphate rock,0.52
2004,Armenia,Phosphate rock,10.87
2005,Armenia,Phosphate rock,70.34
2006,Armenia,Phosphate rock,4.11
2007,Armenia,Phosphate rock,4.76
2016,Armenia,Phosphate rock,15.67
2003,Armenia,PK compounds,12.7
2005,Armenia,PK compounds,36.0
2006,Armenia,PK compounds,22.68
2011,Armenia,PK compounds,2.2
2012,Armenia,PK compounds,18.04
2013,Armenia,PK compounds,5.46
2014,Armenia,PK compounds,40.19
2015,Armenia,PK compounds,31.73
2016,Armenia,PK compounds,111.05
2017,Armenia,PK compounds,207.96
2003,Armenia,Potassium chloride (muriate of potash) (MOP),0.02
2006,Armenia,Potassium chloride (muriate of potash) (MOP),1.56
2007,Armenia,Potassium chloride (muriate of potash) (MOP),14.62
2008,Armenia,Potassium chloride (muriate of potash) (MOP),19.17
2009,Armenia,Potassium chloride (muriate of potash) (MOP),0.72
2010,Armenia,Potassium chloride (muriate of potash) (MOP),0.07
2011,Armenia,Potassium chloride (muriate of potash) (MOP),1.49
2012,Armenia,Potassium chloride (muriate of potash) (MOP),301.2
2013,Armenia,Potassium chloride (muriate of potash) (MOP),6.97
2014,Armenia,Potassium chloride (muriate of potash) (MOP),741.81
2015,Armenia,Potassium chloride (muriate of potash) (MOP),221.21
2016,Armenia,Potassium chloride (muriate of potash) (MOP),320.14
2017,Armenia,Potassium chloride (muriate of potash) (MOP),7.3
2002,Armenia,Potassium nitrate,0.07
2004,Armenia,Potassium nitrate,0.11
2007,Armenia,Potassium nitrate,0.03
2010,Armenia,Potassium nitrate,20.41
2011,Armenia,Potassium nitrate,25.39
2012,Armenia,Potassium nitrate,10.62
2013,Armenia,Potassium nitrate,27.86
2014,Armenia,Potassium nitrate,42.75
2015,Armenia,Potassium nitrate,248.33
2016,Armenia,Potassium nitrate,120.05
2017,Armenia,Potassium nitrate,217.63
2004,Armenia,Potassium sulphate (sulphate of potash) (SOP),3.53
2005,Armenia,Potassium sulphate (sulphate of potash) (SOP),6.98
2007,Armenia,Potassium sulphate (sulphate of potash) (SOP),1.29
2008,Armenia,Potassium sulphate (sulphate of potash) (SOP),12.19
2009,Armenia,Potassium sulphate (sulphate of potash) (SOP),8.68
2010,Armenia,Potassium sulphate (sulphate of potash) (SOP),8.0
2011,Armenia,Potassium sulphate (sulphate of potash) (SOP),7.35
2012,Armenia,Potassium sulphate (sulphate of potash) (SOP),13.26
2013,Armenia,Potassium sulphate (sulphate of potash) (SOP),32.89
2014,Armenia,Potassium sulphate (sulphate of potash) (SOP),23.0
2015,Armenia,Potassium sulphate (sulphate of potash) (SOP),46.44
2016,Armenia,Potassium sulphate (sulphate of potash) (SOP),38.08
2017,Armenia,Potassium sulphate (sulphate of potash) (SOP),128.62
2005,Armenia,Sodium nitrate,37.12
2006,Armenia,Sodium nitrate,21.62
2007,Armenia,Sodium nitrate,7.4
2011,Armenia,Sodium nitrate,12.2
2012,Armenia,Sodium nitrate,12.51
2013,Armenia,Sodium nitrate,3.74
2014,Armenia,Sodium nitrate,22.49
2015,Armenia,Sodium nitrate,18.11
2016,Armenia,Sodium nitrate,6.7
2017,Armenia,Sodium nitrate,2.99
2002,Armenia,Superphosphates above 35%,0.05
2003,Armenia,Superphosphates above 35%,0.03
2008,Armenia,Superphosphates above 35%,13.81
2009,Armenia,Superphosphates above 35%,0.39
2010,Armenia,Superphosphates above 35%,19.57
2011,Armenia,Superphosphates above 35%,11.28
2012,Armenia,Superphosphates above 35%,34.93
2013,Armenia,Superphosphates above 35%,359.15
2014,Armenia,Superphosphates above 35%,1215.0
2015,Armenia,Superphosphates above 35%,726.26
2016,Armenia,Superphosphates above 35%,148.62
2017,Armenia,Superphosphates above 35%,1.19
2002,Armenia,Urea,2.89
2003,Armenia,Urea,9.32
2004,Armenia,Urea,612.85
2005,Armenia,Urea,0.28
2006,Armenia,Urea,147.83
2007,Armenia,Urea,0.14
2008,Armenia,Urea,22.12
2009,Armenia,Urea,355.55
2010,Armenia,Urea,1150.64
2011,Armenia,Urea,923.01
2012,Armenia,Urea,254.85
2013,Armenia,Urea,262.69
2014,Armenia,Urea,501.69
2015,Armenia,Urea,412.43
2016,Armenia,Urea,507.02
2017,Armenia,Urea,1149.35
2011,Armenia,Urea and ammonium nitrate solutions (UAN),0.39
2002,Bahrain,"Ammonia, anhydrous",57.06
2003,Bahrain,"Ammonia, anhydrous",82.19
2004,Bahrain,"Ammonia, anhydrous",25.96
2005,Bahrain,"Ammonia, anhydrous",5.05
2006,Bahrain,"Ammonia, anhydrous",17.48
2007,Bahrain,"Ammonia, anhydrous",10.36
2008,Bahrain,"Ammonia, anhydrous",13.0
2009,Bahrain,"Ammonia, anhydrous",18.09
2010,Bahrain,"Ammonia, anhydrous",0.96
2011,Bahrain,"Ammonia, anhydrous",31.32
2012,Bahrain,"Ammonia, anhydrous",82.05
2013,Bahrain,"Ammonia, anhydrous",41.19
2014,Bahrain,"Ammonia, anhydrous",45.36
2015,Bahrain,"Ammonia, anhydrous",86.77
2016,Bahrain,"Ammonia, anhydrous",125.09
2002,Bahrain,Ammonium nitrate (AN),554.97
2003,Bahrain,Ammonium nitrate (AN),700.93
2004,Bahrain,Ammonium nitrate (AN),668.04
2005,Bahrain,Ammonium nitrate (AN),705.62
2006,Bahrain,Ammonium nitrate (AN),690.74
2007,Bahrain,Ammonium nitrate (AN),407.46
2008,Bahrain,Ammonium nitrate (AN),1266.19
2009,Bahrain,Ammonium nitrate (AN),297.58
2010,Bahrain,Ammonium nitrate (AN),382.2
2011,Bahrain,Ammonium nitrate (AN),202.3
2012,Bahrain,Ammonium nitrate (AN),138.27
2013,Bahrain,Ammonium nitrate (AN),211.86
2014,Bahrain,Ammonium nitrate (AN),125.13
2017,Bahrain,Ammonium nitrate (AN),85.42
2002,Bahrain,Ammonium sulphate,6.2
2003,Bahrain,Ammonium sulphate,11.45
2004,Bahrain,Ammonium sulphate,4.31
2005,Bahrain,Ammonium sulphate,2.05
2006,Bahrain,Ammonium sulphate,1.05
2007,Bahrain,Ammonium sulphate,3.96
2008,Bahrain,Ammonium sulphate,20.05
2009,Bahrain,Ammonium sulphate,0.01
2011,Bahrain,Ammonium sulphate,55.16
2012,Bahrain,Ammonium sulphate,12.27
2013,Bahrain,Ammonium sulphate,0.42
2014,Bahrain,Ammonium sulphate,9.74
2015,Bahrain,Ammonium sulphate,2.26
2017,Bahrain,Ammonium sulphate,5.23
2002,Bahrain,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.16
2003,Bahrain,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,4.71
2005,Bahrain,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,1.67
2002,Bahrain,Diammonium phosphate (DAP),5.21
2003,Bahrain,Diammonium phosphate (DAP),0.52
2010,Bahrain,Diammonium phosphate (DAP),11.01
2011,Bahrain,Diammonium phosphate (DAP),0.04
2012,Bahrain,Diammonium phosphate (DAP),0.25
2014,Bahrain,Diammonium phosphate (DAP),1.79
2015,Bahrain,Diammonium phosphate (DAP),6.73
2016,Bahrain,Diammonium phosphate (DAP),27.02
2017,Bahrain,Diammonium phosphate (DAP),36.0
2002,Bahrain,Fertilizers n.e.c.,184.57
2003,Bahrain,Fertilizers n.e.c.,127.29
2004,Bahrain,Fertilizers n.e.c.,240.92
2005,Bahrain,Fertilizers n.e.c.,126.22
2006,Bahrain,Fertilizers n.e.c.,185.02
2007,Bahrain,Fertilizers n.e.c.,424.41
2008,Bahrain,Fertilizers n.e.c.,459.85
2009,Bahrain,Fertilizers n.e.c.,347.78
2010,Bahrain,Fertilizers n.e.c.,70.26
2011,Bahrain,Fertilizers n.e.c.,169.35
2012,Bahrain,Fertilizers n.e.c.,50.8
2013,Bahrain,Fertilizers n.e.c.,28.73
2014,Bahrain,Fertilizers n.e.c.,57.48
2015,Bahrain,Fertilizers n.e.c.,102.28
2016,Bahrain,Fertilizers n.e.c.,83.39
2017,Bahrain,Fertilizers n.e.c.,101.58
2007,Bahrain,Monoammonium phosphate (MAP),2.61
2008,Bahrain,Monoammonium phosphate (MAP),1.32
2010,Bahrain,Monoammonium phosphate (MAP),32.29
2011,Bahrain,Monoammonium phosphate (MAP),18.26
2012,Bahrain,Monoammonium phosphate (MAP),35.83
2013,Bahrain,Monoammonium phosphate (MAP),24.21
2014,Bahrain,Monoammonium phosphate (MAP),3.7
2015,Bahrain,Monoammonium phosphate (MAP),16.13
2016,Bahrain,Monoammonium phosphate (MAP),11.88
2017,Bahrain,Monoammonium phosphate (MAP),13.75
2002,Bahrain,NPK fertilizers,88.63
2003,Bahrain,NPK fertilizers,125.19
2004,Bahrain,NPK fertilizers,193.43
2005,Bahrain,NPK fertilizers,147.91
2006,Bahrain,NPK fertilizers,123.58
2007,Bahrain,NPK fertilizers,241.44
2008,Bahrain,NPK fertilizers,380.9
2009,Bahrain,NPK fertilizers,154.71
2010,Bahrain,NPK fertilizers,151.04
2011,Bahrain,NPK fertilizers,273.37
2012,Bahrain,NPK fertilizers,300.35
2013,Bahrain,NPK fertilizers,467.77
2014,Bahrain,NPK fertilizers,419.42
2015,Bahrain,NPK fertilizers,236.2
2016,Bahrain,NPK fertilizers,301.88
2017,Bahrain,NPK fertilizers,178.79
2002,Bahrain,"Other nitrogenous fertilizers, n.e.c.",101.53
2003,Bahrain,"Other nitrogenous fertilizers, n.e.c.",145.03
2004,Bahrain,"Other nitrogenous fertilizers, n.e.c.",96.07
2005,Bahrain,"Other nitrogenous fertilizers, n.e.c.",100.18
2006,Bahrain,"Other nitrogenous fertilizers, n.e.c.",62.34
2007,Bahrain,"Other nitrogenous fertilizers, n.e.c.",138.06
2008,Bahrain,"Other nitrogenous fertilizers, n.e.c.",197.6
2009,Bahrain,"Other nitrogenous fertilizers, n.e.c.",350.76
2010,Bahrain,"Other nitrogenous fertilizers, n.e.c.",205.84
2011,Bahrain,"Other nitrogenous fertilizers, n.e.c.",482.8
2012,Bahrain,"Other nitrogenous fertilizers, n.e.c.",362.15
2013,Bahrain,"Other nitrogenous fertilizers, n.e.c.",171.65
2014,Bahrain,"Other nitrogenous fertilizers, n.e.c.",156.97
2015,Bahrain,"Other nitrogenous fertilizers, n.e.c.",183.06
2016,Bahrain,"Other nitrogenous fertilizers, n.e.c.",67.39
2017,Bahrain,"Other nitrogenous fertilizers, n.e.c.",168.85
2002,Bahrain,Other NP compounds,4.19
2004,Bahrain,Other NP compounds,33.97
2005,Bahrain,Other NP compounds,56.13
2006,Bahrain,Other NP compounds,142.05
2007,Bahrain,Other NP compounds,25.82
2008,Bahrain,Other NP compounds,16.48
2009,Bahrain,Other NP compounds,26.46
2010,Bahrain,Other NP compounds,28.43
2013,Bahrain,Other NP compounds,37.04
2002,Bahrain,"Other phosphatic fertilizers, n.e.c.",38.52
2003,Bahrain,"Other phosphatic fertilizers, n.e.c.",50.22
2005,Bahrain,"Other phosphatic fertilizers, n.e.c.",15.57
2006,Bahrain,"Other phosphatic fertilizers, n.e.c.",3.02
2007,Bahrain,"Other phosphatic fertilizers, n.e.c.",19.52
2008,Bahrain,"Other phosphatic fertilizers, n.e.c.",9.11
2009,Bahrain,"Other phosphatic fertilizers, n.e.c.",16.99
2010,Bahrain,"Other phosphatic fertilizers, n.e.c.",13.83
2011,Bahrain,"Other phosphatic fertilizers, n.e.c.",18.78
2012,Bahrain,"Other phosphatic fertilizers, n.e.c.",6.04
2016,Bahrain,"Other phosphatic fertilizers, n.e.c.",9.24
2002,Bahrain,"Other potassic fertilizers, n.e.c.",17.07
2003,Bahrain,"Other potassic fertilizers, n.e.c.",27.08
2004,Bahrain,"Other potassic fertilizers, n.e.c.",0.65
2005,Bahrain,"Other potassic fertilizers, n.e.c.",5.83
2006,Bahrain,"Other potassic fertilizers, n.e.c.",63.64
2007,Bahrain,"Other potassic fertilizers, n.e.c.",16.16
2008,Bahrain,"Other potassic fertilizers, n.e.c.",30.56
2009,Bahrain,"Other potassic fertilizers, n.e.c.",9.26
2010,Bahrain,"Other potassic fertilizers, n.e.c.",43.02
2012,Bahrain,"Other potassic fertilizers, n.e.c.",6.39
2013,Bahrain,"Other potassic fertilizers, n.e.c.",12.0
2014,Bahrain,"Other potassic fertilizers, n.e.c.",0.17
2017,Bahrain,"Other potassic fertilizers, n.e.c.",354.73
2002,Bahrain,Phosphate rock,0.91
2003,Bahrain,Phosphate rock,1.73
2004,Bahrain,Phosphate rock,25.23
2005,Bahrain,Phosphate rock,4.2
2007,Bahrain,Phosphate rock,9.97
2008,Bahrain,Phosphate rock,73.13
2009,Bahrain,Phosphate rock,2.17
2010,Bahrain,Phosphate rock,0.38
2011,Bahrain,Phosphate rock,2.67
2012,Bahrain,Phosphate rock,8.89
2013,Bahrain,Phosphate rock,0.16
2016,Bahrain,Phosphate rock,0.87
2002,Bahrain,PK compounds,15.14
2003,Bahrain,PK compounds,5.8
2004,Bahrain,PK compounds,16.38
2005,Bahrain,PK compounds,2.35
2006,Bahrain,PK compounds,0.54
2007,Bahrain,PK compounds,15.89
2008,Bahrain,PK compounds,15.67
2009,Bahrain,PK compounds,13.9
2013,Bahrain,PK compounds,0.24
2014,Bahrain,PK compounds,31.08
