Year,Area,Item,Value
2007,"China, Taiwan Province of","Other potassic fertilizers, n.e.c.",224.44
2008,"China, Taiwan Province of","Other potassic fertilizers, n.e.c.",314.48
2009,"China, Taiwan Province of","Other potassic fertilizers, n.e.c.",289.38
2010,"China, Taiwan Province of","Other potassic fertilizers, n.e.c.",402.84
2011,"China, Taiwan Province of","Other potassic fertilizers, n.e.c.",469.51
2012,"China, Taiwan Province of","Other potassic fertilizers, n.e.c.",332.74
2013,"China, Taiwan Province of","Other potassic fertilizers, n.e.c.",266.07
2014,"China, Taiwan Province of","Other potassic fertilizers, n.e.c.",8135.65
2015,"China, Taiwan Province of","Other potassic fertilizers, n.e.c.",465.32
2016,"China, Taiwan Province of","Other potassic fertilizers, n.e.c.",510.28
2017,"China, Taiwan Province of","Other potassic fertilizers, n.e.c.",521.65
2002,"China, Taiwan Province of",Phosphate rock,8968.28
2003,"China, Taiwan Province of",Phosphate rock,9627.5
2004,"China, Taiwan Province of",Phosphate rock,11851.49
2005,"China, Taiwan Province of",Phosphate rock,11309.28
2006,"China, Taiwan Province of",Phosphate rock,12166.44
2007,"China, Taiwan Province of",Phosphate rock,15537.12
2008,"China, Taiwan Province of",Phosphate rock,56153.68
2009,"China, Taiwan Province of",Phosphate rock,28027.4
2010,"China, Taiwan Province of",Phosphate rock,28455.8
2011,"China, Taiwan Province of",Phosphate rock,21159.96
2012,"China, Taiwan Province of",Phosphate rock,33773.61
2013,"China, Taiwan Province of",Phosphate rock,22479.05
2014,"China, Taiwan Province of",Phosphate rock,16016.23
2015,"China, Taiwan Province of",Phosphate rock,16272.84
2016,"China, Taiwan Province of",Phosphate rock,15922.73
2017,"China, Taiwan Province of",Phosphate rock,11282.29
2002,"China, Taiwan Province of",PK compounds,517.57
2003,"China, Taiwan Province of",PK compounds,580.7
2004,"China, Taiwan Province of",PK compounds,898.84
2005,"China, Taiwan Province of",PK compounds,945.91
2006,"China, Taiwan Province of",PK compounds,731.74
2007,"China, Taiwan Province of",PK compounds,828.55
2008,"China, Taiwan Province of",PK compounds,914.91
2009,"China, Taiwan Province of",PK compounds,1428.83
2010,"China, Taiwan Province of",PK compounds,1274.67
2011,"China, Taiwan Province of",PK compounds,1670.83
2012,"China, Taiwan Province of",PK compounds,1726.26
2013,"China, Taiwan Province of",PK compounds,1528.23
2014,"China, Taiwan Province of",PK compounds,1618.67
2015,"China, Taiwan Province of",PK compounds,1842.36
2016,"China, Taiwan Province of",PK compounds,1655.0
2017,"China, Taiwan Province of",PK compounds,1367.66
2002,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),37064.6
2003,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),35824.1
2004,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),44041.54
2005,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),62584.81
2006,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),55644.97
2007,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),62521.88
2008,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),187938.16
2009,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),108060.28
2010,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),128688.83
2011,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),152272.12
2012,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),150195.22
2013,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),127807.2
2014,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),93739.1
2015,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),115680.08
2016,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),94497.58
2017,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),97732.89
2002,"China, Taiwan Province of",Potassium nitrate,1272.31
2003,"China, Taiwan Province of",Potassium nitrate,1447.0
2004,"China, Taiwan Province of",Potassium nitrate,1599.09
2005,"China, Taiwan Province of",Potassium nitrate,1656.35
2006,"China, Taiwan Province of",Potassium nitrate,1470.42
2007,"China, Taiwan Province of",Potassium nitrate,1150.64
2008,"China, Taiwan Province of",Potassium nitrate,2302.01
2009,"China, Taiwan Province of",Potassium nitrate,828.62
2010,"China, Taiwan Province of",Potassium nitrate,2972.55
2011,"China, Taiwan Province of",Potassium nitrate,3756.04
2012,"China, Taiwan Province of",Potassium nitrate,6517.48
2013,"China, Taiwan Province of",Potassium nitrate,5798.67
2014,"China, Taiwan Province of",Potassium nitrate,700.15
2015,"China, Taiwan Province of",Potassium nitrate,1772.28
2016,"China, Taiwan Province of",Potassium nitrate,1466.9
2017,"China, Taiwan Province of",Potassium nitrate,1113.86
2002,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),28.94
2003,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),45.2
2004,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),39.15
2005,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),46.05
2006,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),86.53
2007,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),132.73
2008,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),201.86
2009,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),146.74
2010,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),107.16
2011,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),143.41
2012,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),385.21
2013,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),200.06
2014,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),11.57
2015,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),201.48
2016,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),1190.24
2017,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),774.72
2002,"China, Taiwan Province of",Sodium nitrate,614.78
2003,"China, Taiwan Province of",Sodium nitrate,574.0
2004,"China, Taiwan Province of",Sodium nitrate,713.23
2005,"China, Taiwan Province of",Sodium nitrate,535.0
2006,"China, Taiwan Province of",Sodium nitrate,603.34
2007,"China, Taiwan Province of",Sodium nitrate,913.71
2008,"China, Taiwan Province of",Sodium nitrate,950.74
2009,"China, Taiwan Province of",Sodium nitrate,668.74
2010,"China, Taiwan Province of",Sodium nitrate,906.3
2011,"China, Taiwan Province of",Sodium nitrate,1129.49
2012,"China, Taiwan Province of",Sodium nitrate,1326.76
2013,"China, Taiwan Province of",Sodium nitrate,1415.62
2014,"China, Taiwan Province of",Sodium nitrate,830.88
2015,"China, Taiwan Province of",Sodium nitrate,1523.79
2016,"China, Taiwan Province of",Sodium nitrate,911.15
2017,"China, Taiwan Province of",Sodium nitrate,1436.77
2002,"China, Taiwan Province of",Superphosphates above 35%,13.63
2003,"China, Taiwan Province of",Superphosphates above 35%,8.8
2009,"China, Taiwan Province of",Superphosphates above 35%,232.47
2010,"China, Taiwan Province of",Superphosphates above 35%,18.72
2011,"China, Taiwan Province of",Superphosphates above 35%,66.76
2013,"China, Taiwan Province of",Superphosphates above 35%,51.06
2014,"China, Taiwan Province of",Superphosphates above 35%,5346.42
2016,"China, Taiwan Province of",Superphosphates above 35%,117.47
2017,"China, Taiwan Province of","Superphosphates, other",35.61
2002,"China, Taiwan Province of",Urea,39902.02
2003,"China, Taiwan Province of",Urea,52516.8
2004,"China, Taiwan Province of",Urea,74788.73
2005,"China, Taiwan Province of",Urea,67179.92
2006,"China, Taiwan Province of",Urea,64674.41
2007,"China, Taiwan Province of",Urea,65150.02
2008,"China, Taiwan Province of",Urea,118473.45
2009,"China, Taiwan Province of",Urea,63242.09
2010,"China, Taiwan Province of",Urea,79667.08
2011,"China, Taiwan Province of",Urea,105172.78
2012,"China, Taiwan Province of",Urea,89918.6
2013,"China, Taiwan Province of",Urea,70510.16
2014,"China, Taiwan Province of",Urea,52396.34
2015,"China, Taiwan Province of",Urea,48812.6
2016,"China, Taiwan Province of",Urea,41691.36
2017,"China, Taiwan Province of",Urea,47045.01
2004,"China, Taiwan Province of",Urea and ammonium nitrate solutions (UAN),1.59
2005,"China, Taiwan Province of",Urea and ammonium nitrate solutions (UAN),2.52
2007,"China, Taiwan Province of",Urea and ammonium nitrate solutions (UAN),2.83
2008,"China, Taiwan Province of",Urea and ammonium nitrate solutions (UAN),3.19
2009,"China, Taiwan Province of",Urea and ammonium nitrate solutions (UAN),3.1
2010,"China, Taiwan Province of",Urea and ammonium nitrate solutions (UAN),7.21
2011,"China, Taiwan Province of",Urea and ammonium nitrate solutions (UAN),2.99
2012,"China, Taiwan Province of",Urea and ammonium nitrate solutions (UAN),5.88
2013,"China, Taiwan Province of",Urea and ammonium nitrate solutions (UAN),3.56
2015,"China, Taiwan Province of",Urea and ammonium nitrate solutions (UAN),3.77
2016,"China, Taiwan Province of",Urea and ammonium nitrate solutions (UAN),5.68
2017,"China, Taiwan Province of",Urea and ammonium nitrate solutions (UAN),9.9
2002,India,"Ammonia, anhydrous",181517.77
2003,India,"Ammonia, anhydrous",210824.74
2004,India,"Ammonia, anhydrous",347700.34
2005,India,"Ammonia, anhydrous",545118.79
2006,India,"Ammonia, anhydrous",534155.51
2007,India,"Ammonia, anhydrous",568979.28
2008,India,"Ammonia, anhydrous",788784.73
2009,India,"Ammonia, anhydrous",484130.68
2010,India,"Ammonia, anhydrous",596514.32
2011,India,"Ammonia, anhydrous",1090691.59
2012,India,"Ammonia, anhydrous",1196815.23
2013,India,"Ammonia, anhydrous",986341.32
2014,India,"Ammonia, anhydrous",1121186.28
2015,India,"Ammonia, anhydrous",1042535.5
2016,India,"Ammonia, anhydrous",753299.75
2017,India,"Ammonia, anhydrous",706573.69
2002,India,Ammonium nitrate (AN),9060.98
2003,India,Ammonium nitrate (AN),12013.44
2004,India,Ammonium nitrate (AN),14360.27
2005,India,Ammonium nitrate (AN),37682.93
2006,India,Ammonium nitrate (AN),33999.56
2007,India,Ammonium nitrate (AN),48865.95
2008,India,Ammonium nitrate (AN),78979.93
2009,India,Ammonium nitrate (AN),65719.56
2010,India,Ammonium nitrate (AN),60357.99
2011,India,Ammonium nitrate (AN),106687.56
2012,India,Ammonium nitrate (AN),86388.68
2013,India,Ammonium nitrate (AN),27056.73
2014,India,Ammonium nitrate (AN),20730.0
2015,India,Ammonium nitrate (AN),48086.89
2016,India,Ammonium nitrate (AN),83104.61
2017,India,Ammonium nitrate (AN),69847.76
2003,India,Ammonium sulphate,5960.16
2004,India,Ammonium sulphate,1.13
2005,India,Ammonium sulphate,2958.52
2006,India,Ammonium sulphate,6066.21
2007,India,Ammonium sulphate,33.73
2008,India,Ammonium sulphate,4161.81
2009,India,Ammonium sulphate,1858.18
2010,India,Ammonium sulphate,2682.98
2011,India,Ammonium sulphate,10547.35
2012,India,Ammonium sulphate,473.09
2013,India,Ammonium sulphate,308.02
2014,India,Ammonium sulphate,11552.87
2015,India,Ammonium sulphate,19335.48
2016,India,Ammonium sulphate,14605.92
2017,India,Ammonium sulphate,16061.51
2003,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,3.91
2008,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,25.87
2009,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,45.93
2011,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,29.1
2012,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,11.92
2014,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,139.81
2002,India,Diammonium phosphate (DAP),35334.31
2003,India,Diammonium phosphate (DAP),136639.31
2004,India,Diammonium phosphate (DAP),123605.03
2005,India,Diammonium phosphate (DAP),344636.71
2006,India,Diammonium phosphate (DAP),934489.02
2007,India,Diammonium phosphate (DAP),1220035.39
2008,India,Diammonium phosphate (DAP),6294714.0
2009,India,Diammonium phosphate (DAP),2204291.77
2010,India,Diammonium phosphate (DAP),2572232.79
2011,India,Diammonium phosphate (DAP),3584507.13
2012,India,Diammonium phosphate (DAP),3398943.3
2013,India,Diammonium phosphate (DAP),1752648.06
2014,India,Diammonium phosphate (DAP),1824173.73
2015,India,Diammonium phosphate (DAP),3102343.0
2016,India,Diammonium phosphate (DAP),1690540.72
2017,India,Diammonium phosphate (DAP),1470512.2
2002,India,Fertilizers n.e.c.,3471.64
2003,India,Fertilizers n.e.c.,1134.81
2004,India,Fertilizers n.e.c.,2003.78
2005,India,Fertilizers n.e.c.,4202.09
2006,India,Fertilizers n.e.c.,5246.65
2007,India,Fertilizers n.e.c.,6740.95
2008,India,Fertilizers n.e.c.,10730.11
2009,India,Fertilizers n.e.c.,11697.83
2010,India,Fertilizers n.e.c.,75762.82
2011,India,Fertilizers n.e.c.,29849.07
2012,India,Fertilizers n.e.c.,24376.29
2013,India,Fertilizers n.e.c.,30716.31
2014,India,Fertilizers n.e.c.,33927.47
2015,India,Fertilizers n.e.c.,79857.19
2016,India,Fertilizers n.e.c.,30335.77
2017,India,Fertilizers n.e.c.,28670.69
2002,India,Monoammonium phosphate (MAP),24604.85
2003,India,Monoammonium phosphate (MAP),28142.52
2004,India,Monoammonium phosphate (MAP),22827.54
2005,India,Monoammonium phosphate (MAP),47883.98
2006,India,Monoammonium phosphate (MAP),84135.05
2007,India,Monoammonium phosphate (MAP),128369.76
2008,India,Monoammonium phosphate (MAP),667090.6
2009,India,Monoammonium phosphate (MAP),93463.89
2010,India,Monoammonium phosphate (MAP),255056.18
2011,India,Monoammonium phosphate (MAP),385866.51
2012,India,Monoammonium phosphate (MAP),120291.42
2013,India,Monoammonium phosphate (MAP),35452.31
2014,India,Monoammonium phosphate (MAP),101459.77
2015,India,Monoammonium phosphate (MAP),54635.09
2016,India,Monoammonium phosphate (MAP),62613.05
2017,India,Monoammonium phosphate (MAP),60912.45
2002,India,NPK fertilizers,2328.56
2003,India,NPK fertilizers,3530.85
2004,India,NPK fertilizers,3703.47
2005,India,NPK fertilizers,8584.74
2006,India,NPK fertilizers,8856.1
2007,India,NPK fertilizers,9967.5
2008,India,NPK fertilizers,19940.98
2009,India,NPK fertilizers,8401.08
2010,India,NPK fertilizers,140837.9
2011,India,NPK fertilizers,117262.13
2012,India,NPK fertilizers,181273.06
2013,India,NPK fertilizers,31330.36
2014,India,NPK fertilizers,37960.51
2015,India,NPK fertilizers,117556.03
2016,India,NPK fertilizers,98496.04
2017,India,NPK fertilizers,74762.57
2002,India,"Other nitrogenous fertilizers, n.e.c.",9044.42
2003,India,"Other nitrogenous fertilizers, n.e.c.",5661.15
2004,India,"Other nitrogenous fertilizers, n.e.c.",3520.92
2005,India,"Other nitrogenous fertilizers, n.e.c.",7414.89
2006,India,"Other nitrogenous fertilizers, n.e.c.",5936.09
2007,India,"Other nitrogenous fertilizers, n.e.c.",8760.65
2008,India,"Other nitrogenous fertilizers, n.e.c.",20464.39
2009,India,"Other nitrogenous fertilizers, n.e.c.",20749.32
2010,India,"Other nitrogenous fertilizers, n.e.c.",19172.21
2011,India,"Other nitrogenous fertilizers, n.e.c.",26502.36
2012,India,"Other nitrogenous fertilizers, n.e.c.",30927.22
2013,India,"Other nitrogenous fertilizers, n.e.c.",27814.75
2014,India,"Other nitrogenous fertilizers, n.e.c.",35317.36
2015,India,"Other nitrogenous fertilizers, n.e.c.",38381.08
2016,India,"Other nitrogenous fertilizers, n.e.c.",29927.88
2017,India,"Other nitrogenous fertilizers, n.e.c.",38989.38
2002,India,Other NP compounds,560.77
2003,India,Other NP compounds,427.14
2004,India,Other NP compounds,552.45
2005,India,Other NP compounds,1037.93
2006,India,Other NP compounds,516.92
2007,India,Other NP compounds,1445.78
2008,India,Other NP compounds,8568.15
2009,India,Other NP compounds,1130.84
2010,India,Other NP compounds,81677.64
2011,India,Other NP compounds,1216744.82
2012,India,Other NP compounds,139283.68
2013,India,Other NP compounds,99721.08
2014,India,Other NP compounds,89352.5
2015,India,Other NP compounds,101458.93
2016,India,Other NP compounds,73796.27
2017,India,Other NP compounds,73001.27
2002,India,"Other phosphatic fertilizers, n.e.c.",1.75
2003,India,"Other phosphatic fertilizers, n.e.c.",3280.19
2004,India,"Other phosphatic fertilizers, n.e.c.",20.07
2005,India,"Other phosphatic fertilizers, n.e.c.",65.85
2006,India,"Other phosphatic fertilizers, n.e.c.",76.65
2007,India,"Other phosphatic fertilizers, n.e.c.",14.87
2008,India,"Other phosphatic fertilizers, n.e.c.",12370.89
2009,India,"Other phosphatic fertilizers, n.e.c.",552.43
2010,India,"Other phosphatic fertilizers, n.e.c.",15621.48
2011,India,"Other phosphatic fertilizers, n.e.c.",510.33
2012,India,"Other phosphatic fertilizers, n.e.c.",94.73
2013,India,"Other phosphatic fertilizers, n.e.c.",33.74
2014,India,"Other phosphatic fertilizers, n.e.c.",103.2
2015,India,"Other phosphatic fertilizers, n.e.c.",137.42
2016,India,"Other phosphatic fertilizers, n.e.c.",17.39
2017,India,"Other phosphatic fertilizers, n.e.c.",96.29
2002,India,"Other potassic fertilizers, n.e.c.",16458.24
2003,India,"Other potassic fertilizers, n.e.c.",7512.35
2004,India,"Other potassic fertilizers, n.e.c.",12841.73
2005,India,"Other potassic fertilizers, n.e.c.",14280.87
2006,India,"Other potassic fertilizers, n.e.c.",382.53
2007,India,"Other potassic fertilizers, n.e.c.",80798.35
2008,India,"Other potassic fertilizers, n.e.c.",169384.68
2009,India,"Other potassic fertilizers, n.e.c.",327661.01
2010,India,"Other potassic fertilizers, n.e.c.",54631.86
2011,India,"Other potassic fertilizers, n.e.c.",95295.05
2012,India,"Other potassic fertilizers, n.e.c.",51187.75
2013,India,"Other potassic fertilizers, n.e.c.",74732.55
2014,India,"Other potassic fertilizers, n.e.c.",44798.88
2015,India,"Other potassic fertilizers, n.e.c.",22301.65
2016,India,"Other potassic fertilizers, n.e.c.",9910.93
2017,India,"Other potassic fertilizers, n.e.c.",14065.29
2002,India,Phosphate rock,176849.0
2003,India,Phosphate rock,146803.66
2004,India,Phosphate rock,210668.08
2005,India,Phosphate rock,340414.21
2006,India,Phosphate rock,336426.11
2007,India,Phosphate rock,422283.99
2008,India,Phosphate rock,979606.46
2009,India,Phosphate rock,690897.05
2010,India,Phosphate rock,704875.27
2011,India,Phosphate rock,1296769.03
2012,India,Phosphate rock,1807329.27
2013,India,Phosphate rock,986001.9
2014,India,Phosphate rock,984444.03
2015,India,Phosphate rock,1047879.13
2016,India,Phosphate rock,784851.16
2017,India,Phosphate rock,682309.15
2002,India,PK compounds,74.45
2003,India,PK compounds,225.75
2004,India,PK compounds,447.14
2005,India,PK compounds,1140.56
2006,India,PK compounds,1360.8
2007,India,PK compounds,1235.85
2008,India,PK compounds,1778.26
2009,India,PK compounds,1421.77
2010,India,PK compounds,3859.65
2011,India,PK compounds,7823.94
2012,India,PK compounds,12177.84
2013,India,PK compounds,17025.56
2014,India,PK compounds,23791.77
2015,India,PK compounds,22298.85
2016,India,PK compounds,26234.94
2017,India,PK compounds,24544.3
2002,India,Potassium chloride (muriate of potash) (MOP),255883.47
2003,India,Potassium chloride (muriate of potash) (MOP),278324.34
2004,India,Potassium chloride (muriate of potash) (MOP),393295.2
2005,India,Potassium chloride (muriate of potash) (MOP),853737.02
2006,India,Potassium chloride (muriate of potash) (MOP),664167.81
2007,India,Potassium chloride (muriate of potash) (MOP),683938.64
2008,India,Potassium chloride (muriate of potash) (MOP),2479700.77
2009,India,Potassium chloride (muriate of potash) (MOP),2183620.05
2010,India,Potassium chloride (muriate of potash) (MOP),1659933.36
2011,India,Potassium chloride (muriate of potash) (MOP),1205751.39
2012,India,Potassium chloride (muriate of potash) (MOP),1164798.34
2013,India,Potassium chloride (muriate of potash) (MOP),1163056.52
2014,India,Potassium chloride (muriate of potash) (MOP),1329787.69
2015,India,Potassium chloride (muriate of potash) (MOP),1186352.54
2016,India,Potassium chloride (muriate of potash) (MOP),983421.77
2017,India,Potassium chloride (muriate of potash) (MOP),1033547.44
2002,India,Potassium nitrate,375.02
2003,India,Potassium nitrate,915.05
2004,India,Potassium nitrate,1158.5
2005,India,Potassium nitrate,1348.51
2006,India,Potassium nitrate,2017.96
2007,India,Potassium nitrate,1738.0
2008,India,Potassium nitrate,2722.34
2009,India,Potassium nitrate,297.41
2010,India,Potassium nitrate,618.28
2011,India,Potassium nitrate,486.45
2012,India,Potassium nitrate,620.6
2013,India,Potassium nitrate,165.89
2014,India,Potassium nitrate,361.46
2015,India,Potassium nitrate,462.41
2016,India,Potassium nitrate,284.95
2017,India,Potassium nitrate,335.0
2002,India,Potassium sulphate (sulphate of potash) (SOP),2141.91
2003,India,Potassium sulphate (sulphate of potash) (SOP),3864.79
2004,India,Potassium sulphate (sulphate of potash) (SOP),14410.32
2005,India,Potassium sulphate (sulphate of potash) (SOP),10778.27
2006,India,Potassium sulphate (sulphate of potash) (SOP),11282.86
2007,India,Potassium sulphate (sulphate of potash) (SOP),15873.2
2008,India,Potassium sulphate (sulphate of potash) (SOP),23971.11
2009,India,Potassium sulphate (sulphate of potash) (SOP),22673.82
2010,India,Potassium sulphate (sulphate of potash) (SOP),19436.81
2011,India,Potassium sulphate (sulphate of potash) (SOP),30251.9
2012,India,Potassium sulphate (sulphate of potash) (SOP),26451.0
2013,India,Potassium sulphate (sulphate of potash) (SOP),30473.76
2014,India,Potassium sulphate (sulphate of potash) (SOP),38285.65
2015,India,Potassium sulphate (sulphate of potash) (SOP),44236.95
2016,India,Potassium sulphate (sulphate of potash) (SOP),22127.81
2017,India,Potassium sulphate (sulphate of potash) (SOP),31906.79
2002,India,Sodium nitrate,809.38
2003,India,Sodium nitrate,1196.03
2004,India,Sodium nitrate,1110.97
2005,India,Sodium nitrate,1339.0
2006,India,Sodium nitrate,1575.57
2007,India,Sodium nitrate,2149.66
2008,India,Sodium nitrate,3232.04
2009,India,Sodium nitrate,1804.36
2010,India,Sodium nitrate,1168.35
2011,India,Sodium nitrate,776.99
2012,India,Sodium nitrate,1269.93
2013,India,Sodium nitrate,1882.45
2014,India,Sodium nitrate,613.6
2015,India,Sodium nitrate,169.66
2016,India,Sodium nitrate,350.72
2017,India,Sodium nitrate,111.24
2008,India,Superphosphates above 35%,107151.12
2009,India,Superphosphates above 35%,32726.39
2010,India,Superphosphates above 35%,18449.45
2011,India,Superphosphates above 35%,61744.77
2013,India,Superphosphates above 35%,3.93
2016,India,Superphosphates above 35%,17.42
2002,India,Urea,27611.95
2003,India,Urea,17637.75
2004,India,Urea,104548.11
2005,India,Urea,327746.67
2006,India,Urea,891153.24
2007,India,Urea,1696345.24
2008,India,Urea,2385851.55
2009,India,Urea,1091363.44
2010,India,Urea,1183602.06
2011,India,Urea,1831427.19
2012,India,Urea,2644194.83
2013,India,Urea,2667357.85
2014,India,Urea,2103064.48
2015,India,Urea,2617926.89
2016,India,Urea,1455590.25
2017,India,Urea,1297545.69
2005,India,Urea and ammonium nitrate solutions (UAN),29.55
2012,India,Urea and ammonium nitrate solutions (UAN),2.68
2015,India,Urea and ammonium nitrate solutions (UAN),6.01
2002,Indonesia,"Ammonia, anhydrous",64.61
2003,Indonesia,"Ammonia, anhydrous",1.02
2004,Indonesia,"Ammonia, anhydrous",7.91
2005,Indonesia,"Ammonia, anhydrous",6796.96
2006,Indonesia,"Ammonia, anhydrous",1861.05
2007,Indonesia,"Ammonia, anhydrous",1044.35
2008,Indonesia,"Ammonia, anhydrous",5027.02
2009,Indonesia,"Ammonia, anhydrous",10580.51
2010,Indonesia,"Ammonia, anhydrous",38986.11
2011,Indonesia,"Ammonia, anhydrous",44681.16
2012,Indonesia,"Ammonia, anhydrous",206272.18
2013,Indonesia,"Ammonia, anhydrous",116410.59
2014,Indonesia,"Ammonia, anhydrous",32305.08
2015,Indonesia,"Ammonia, anhydrous",21630.5
2016,Indonesia,"Ammonia, anhydrous",15453.61
2017,Indonesia,"Ammonia, anhydrous",11164.61
2002,Indonesia,Ammonium nitrate (AN),40008.74
2003,Indonesia,Ammonium nitrate (AN),32460.83
2004,Indonesia,Ammonium nitrate (AN),35935.56
2005,Indonesia,Ammonium nitrate (AN),77101.73
2006,Indonesia,Ammonium nitrate (AN),109124.02
2007,Indonesia,Ammonium nitrate (AN),93795.81
2008,Indonesia,Ammonium nitrate (AN),191413.14
2009,Indonesia,Ammonium nitrate (AN),203649.39
2010,Indonesia,Ammonium nitrate (AN),233346.59
2011,Indonesia,Ammonium nitrate (AN),308903.16
2012,Indonesia,Ammonium nitrate (AN),219381.34
2013,Indonesia,Ammonium nitrate (AN),154347.15
2014,Indonesia,Ammonium nitrate (AN),84236.41
2015,Indonesia,Ammonium nitrate (AN),57323.83
2016,Indonesia,Ammonium nitrate (AN),36151.22
2017,Indonesia,Ammonium nitrate (AN),25104.84
2002,Indonesia,Ammonium sulphate,22299.49
2003,Indonesia,Ammonium sulphate,20803.96
2004,Indonesia,Ammonium sulphate,14542.21
2005,Indonesia,Ammonium sulphate,23116.91
2006,Indonesia,Ammonium sulphate,33032.58
2007,Indonesia,Ammonium sulphate,32722.69
2008,Indonesia,Ammonium sulphate,155064.08
2009,Indonesia,Ammonium sulphate,46680.57
2010,Indonesia,Ammonium sulphate,40540.26
2011,Indonesia,Ammonium sulphate,114356.49
2012,Indonesia,Ammonium sulphate,203341.64
2013,Indonesia,Ammonium sulphate,130884.69
2014,Indonesia,Ammonium sulphate,125672.85
2015,Indonesia,Ammonium sulphate,170386.74
2016,Indonesia,Ammonium sulphate,110464.2
2017,Indonesia,Ammonium sulphate,131771.82
2003,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,183.37
2004,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,164.12
2007,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,100.83
2008,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,207.03
2009,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,279.97
2010,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,1048.87
2011,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,741.22
2012,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,790.62
2013,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,511.51
2014,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,891.43
2015,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,1364.91
2016,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,203.25
2017,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,1204.62
2002,Indonesia,Diammonium phosphate (DAP),4187.92
2003,Indonesia,Diammonium phosphate (DAP),275.43
2004,Indonesia,Diammonium phosphate (DAP),467.34
2005,Indonesia,Diammonium phosphate (DAP),3843.11
2006,Indonesia,Diammonium phosphate (DAP),5589.66
2007,Indonesia,Diammonium phosphate (DAP),13821.1
2008,Indonesia,Diammonium phosphate (DAP),47984.2
2009,Indonesia,Diammonium phosphate (DAP),17337.89
2010,Indonesia,Diammonium phosphate (DAP),33297.83
2011,Indonesia,Diammonium phosphate (DAP),54701.18
2012,Indonesia,Diammonium phosphate (DAP),131405.96
2013,Indonesia,Diammonium phosphate (DAP),64101.5
2014,Indonesia,Diammonium phosphate (DAP),99504.79
2015,Indonesia,Diammonium phosphate (DAP),182235.72
2016,Indonesia,Diammonium phosphate (DAP),90571.62
2017,Indonesia,Diammonium phosphate (DAP),149341.01
2002,Indonesia,Fertilizers n.e.c.,49883.86
