Year,Area,Item,Value
2005,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",554.8
2006,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",24.0
2007,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",348.98
2008,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",203.72
2009,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",74.0
2010,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",6.0
2011,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",14211.5
2016,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",0.14
2017,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",29.24
2002,Iran (Islamic Republic of),Phosphate rock,533.35
2003,Iran (Islamic Republic of),Phosphate rock,85.99
2004,Iran (Islamic Republic of),Phosphate rock,16352.06
2005,Iran (Islamic Republic of),Phosphate rock,140.7
2006,Iran (Islamic Republic of),Phosphate rock,518.2
2007,Iran (Islamic Republic of),Phosphate rock,8102.3
2008,Iran (Islamic Republic of),Phosphate rock,66822.71
2009,Iran (Islamic Republic of),Phosphate rock,34622.18
2010,Iran (Islamic Republic of),Phosphate rock,9997.0
2011,Iran (Islamic Republic of),Phosphate rock,128281.0
2012,Iran (Islamic Republic of),Phosphate rock,54126.96
2013,Iran (Islamic Republic of),Phosphate rock,7223.02
2014,Iran (Islamic Republic of),Phosphate rock,10.8
2015,Iran (Islamic Republic of),Phosphate rock,0.78
2016,Iran (Islamic Republic of),Phosphate rock,348.95
2017,Iran (Islamic Republic of),Phosphate rock,139.27
2005,Iran (Islamic Republic of),PK compounds,13.0
2010,Iran (Islamic Republic of),PK compounds,439.14
2011,Iran (Islamic Republic of),PK compounds,44.21
2015,Iran (Islamic Republic of),PK compounds,0.04
2017,Iran (Islamic Republic of),PK compounds,8.73
2003,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),1.88
2005,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),1.46
2008,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),424.81
2009,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),90.0
2010,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),1500.0
2011,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),2331.53
2012,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),25207.31
2013,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),0.3
2014,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),2047.22
2015,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),70.0
2016,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),100.28
2017,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),300.09
2002,Iran (Islamic Republic of),Potassium nitrate,0.0
2004,Iran (Islamic Republic of),Potassium nitrate,84.0
2005,Iran (Islamic Republic of),Potassium nitrate,448.47
2007,Iran (Islamic Republic of),Potassium nitrate,58.44
2009,Iran (Islamic Republic of),Potassium nitrate,12.02
2010,Iran (Islamic Republic of),Potassium nitrate,15.4
2015,Iran (Islamic Republic of),Potassium nitrate,0.02
2016,Iran (Islamic Republic of),Potassium nitrate,1.3
2017,Iran (Islamic Republic of),Potassium nitrate,42.5
2006,Iran (Islamic Republic of),Potassium sulphate (sulphate of potash) (SOP),160.0
2008,Iran (Islamic Republic of),Potassium sulphate (sulphate of potash) (SOP),789.0
2009,Iran (Islamic Republic of),Potassium sulphate (sulphate of potash) (SOP),7588.69
2010,Iran (Islamic Republic of),Potassium sulphate (sulphate of potash) (SOP),20.0
2017,Iran (Islamic Republic of),Potassium sulphate (sulphate of potash) (SOP),0.04
2006,Iran (Islamic Republic of),Sodium nitrate,20.0
2014,Iran (Islamic Republic of),Sodium nitrate,25.98
2015,Iran (Islamic Republic of),Sodium nitrate,12.89
2016,Iran (Islamic Republic of),Sodium nitrate,0.01
2017,Iran (Islamic Republic of),Sodium nitrate,19.99
2005,Iran (Islamic Republic of),Superphosphates above 35%,27.0
2006,Iran (Islamic Republic of),Superphosphates above 35%,4.0
2008,Iran (Islamic Republic of),Superphosphates above 35%,2576.93
2009,Iran (Islamic Republic of),Superphosphates above 35%,1548.96
2010,Iran (Islamic Republic of),Superphosphates above 35%,24.2
2011,Iran (Islamic Republic of),Superphosphates above 35%,1660.78
2012,Iran (Islamic Republic of),Superphosphates above 35%,6139.76
2013,Iran (Islamic Republic of),Superphosphates above 35%,10574.87
2014,Iran (Islamic Republic of),Superphosphates above 35%,13726.64
2015,Iran (Islamic Republic of),Superphosphates above 35%,3730.98
2016,Iran (Islamic Republic of),Superphosphates above 35%,0.01
2002,Iran (Islamic Republic of),Urea,101767.37
2003,Iran (Islamic Republic of),Urea,96.89
2004,Iran (Islamic Republic of),Urea,98466.37
2005,Iran (Islamic Republic of),Urea,14671.03
2006,Iran (Islamic Republic of),Urea,3318.5
2007,Iran (Islamic Republic of),Urea,877.59
2008,Iran (Islamic Republic of),Urea,3891.24
2009,Iran (Islamic Republic of),Urea,408388.58
2010,Iran (Islamic Republic of),Urea,879197.34
2011,Iran (Islamic Republic of),Urea,1791567.87
2012,Iran (Islamic Republic of),Urea,2378311.69
2013,Iran (Islamic Republic of),Urea,2194954.32
2014,Iran (Islamic Republic of),Urea,1288889.84
2015,Iran (Islamic Republic of),Urea,2252268.87
2016,Iran (Islamic Republic of),Urea,1879621.86
2017,Iran (Islamic Republic of),Urea,2747066.64
2005,Iran (Islamic Republic of),Urea and ammonium nitrate solutions (UAN),0.03
2006,Iran (Islamic Republic of),Urea and ammonium nitrate solutions (UAN),124.5
2007,Iran (Islamic Republic of),Urea and ammonium nitrate solutions (UAN),39.11
2011,Iraq,"Ammonia, anhydrous",38408.88
2015,Iraq,"Ammonia, anhydrous",6.0
2014,Iraq,Ammonium nitrate (AN),60.09
2015,Iraq,Ammonium nitrate (AN),557.39
2011,Iraq,Ammonium sulphate,24.65
2009,Iraq,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.0
2004,Iraq,Diammonium phosphate (DAP),3.0
2011,Iraq,Diammonium phosphate (DAP),89.5
2013,Iraq,Diammonium phosphate (DAP),206.55
2003,Iraq,Fertilizers n.e.c.,2605.0
2005,Iraq,Fertilizers n.e.c.,30.46
2007,Iraq,Fertilizers n.e.c.,54.0
2011,Iraq,Fertilizers n.e.c.,1.0
2012,Iraq,Fertilizers n.e.c.,0.14
2013,Iraq,Fertilizers n.e.c.,54.0
2002,Iraq,NPK fertilizers,2193.62
2003,Iraq,NPK fertilizers,1015.16
2011,Iraq,NPK fertilizers,31.81
2012,Iraq,NPK fertilizers,21.6
2016,Iraq,NPK fertilizers,8.0
2017,Iraq,NPK fertilizers,53.04
2002,Iraq,"Other nitrogenous fertilizers, n.e.c.",500.0
2003,Iraq,"Other nitrogenous fertilizers, n.e.c.",485.15
2004,Iraq,"Other nitrogenous fertilizers, n.e.c.",20.94
2007,Iraq,"Other nitrogenous fertilizers, n.e.c.",0.22
2011,Iraq,"Other nitrogenous fertilizers, n.e.c.",120.0
2013,Iraq,"Other nitrogenous fertilizers, n.e.c.",142.45
2015,Iraq,"Other nitrogenous fertilizers, n.e.c.",7.5
2002,Iraq,Other NP compounds,345.0
2004,Iraq,Other NP compounds,5030.0
2009,Iraq,Other NP compounds,210.0
2012,Iraq,Other NP compounds,195.0
2015,Iraq,Other NP compounds,213.5
2016,Iraq,Other NP compounds,0.0
2002,Iraq,"Other phosphatic fertilizers, n.e.c.",1387.6
2006,Iraq,"Other potassic fertilizers, n.e.c.",100.0
2017,Iraq,"Other potassic fertilizers, n.e.c.",0.96
2012,Iraq,Phosphate rock,3.09
2016,Iraq,Phosphate rock,0.02
2004,Iraq,PK compounds,2597.0
2011,Iraq,PK compounds,10.0
2015,Iraq,Potassium chloride (muriate of potash) (MOP),0.1
2015,Iraq,Potassium nitrate,0.0
2003,Iraq,Potassium sulphate (sulphate of potash) (SOP),400.55
2004,Iraq,Potassium sulphate (sulphate of potash) (SOP),407.0
2005,Iraq,Potassium sulphate (sulphate of potash) (SOP),300.0
2009,Iraq,Potassium sulphate (sulphate of potash) (SOP),40.0
2010,Iraq,Potassium sulphate (sulphate of potash) (SOP),60.0
2003,Iraq,Superphosphates above 35%,301.0
2004,Iraq,Superphosphates above 35%,1000.0
2011,Iraq,Superphosphates above 35%,41.0
2002,Iraq,Urea,13341.82
2003,Iraq,Urea,42780.53
2004,Iraq,Urea,40245.92
2005,Iraq,Urea,65039.22
2006,Iraq,Urea,12209.05
2007,Iraq,Urea,6953.87
2008,Iraq,Urea,11793.47
2009,Iraq,Urea,1186.56
2011,Iraq,Urea,1759.3
2012,Iraq,Urea,5540.77
2016,Iraq,Urea,42009.0
2017,Iraq,Urea,4.08
2002,Israel,"Ammonia, anhydrous",86.12
2004,Israel,"Ammonia, anhydrous",6000.0
2009,Israel,"Ammonia, anhydrous",0.1
2012,Israel,"Ammonia, anhydrous",13.2
2016,Israel,"Ammonia, anhydrous",62.21
2017,Israel,"Ammonia, anhydrous",228.14
2002,Israel,Ammonium nitrate (AN),0.1
2004,Israel,Ammonium nitrate (AN),426.96
2007,Israel,Ammonium nitrate (AN),4.63
2008,Israel,Ammonium nitrate (AN),72.0
2009,Israel,Ammonium nitrate (AN),120.11
2010,Israel,Ammonium nitrate (AN),24.0
2013,Israel,Ammonium nitrate (AN),139.5
2014,Israel,Ammonium nitrate (AN),226.65
2015,Israel,Ammonium nitrate (AN),381.57
2016,Israel,Ammonium nitrate (AN),241.49
2002,Israel,Ammonium sulphate,64.3
2003,Israel,Ammonium sulphate,4987.27
2004,Israel,Ammonium sulphate,16.59
2005,Israel,Ammonium sulphate,14.15
2006,Israel,Ammonium sulphate,200.84
2007,Israel,Ammonium sulphate,554.8
2008,Israel,Ammonium sulphate,3910.08
2009,Israel,Ammonium sulphate,176.45
2010,Israel,Ammonium sulphate,1294.31
2011,Israel,Ammonium sulphate,469.5
2012,Israel,Ammonium sulphate,18.0
2013,Israel,Ammonium sulphate,21.76
2015,Israel,Ammonium sulphate,174.59
2016,Israel,Ammonium sulphate,535.19
2017,Israel,Ammonium sulphate,75.16
2002,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,152.13
2003,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,141.7
2004,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,83.25
2005,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,27.0
2006,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,642.12
2007,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,500.94
2008,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,43.4
2009,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,6.0
2010,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,16637.95
2011,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,25.0
2012,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,21.0
2013,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,78.02
2014,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,4747.19
2015,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,3105.53
2016,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2502.13
2017,Israel,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,67.8
2002,Israel,Diammonium phosphate (DAP),223.93
2003,Israel,Diammonium phosphate (DAP),93.43
2004,Israel,Diammonium phosphate (DAP),111.7
2005,Israel,Diammonium phosphate (DAP),81.49
2007,Israel,Diammonium phosphate (DAP),23471.17
2008,Israel,Diammonium phosphate (DAP),47.36
2009,Israel,Diammonium phosphate (DAP),29.6
2010,Israel,Diammonium phosphate (DAP),48780.0
2011,Israel,Diammonium phosphate (DAP),11.55
2012,Israel,Diammonium phosphate (DAP),36.75
2013,Israel,Diammonium phosphate (DAP),5.25
2014,Israel,Diammonium phosphate (DAP),0.1
2016,Israel,Diammonium phosphate (DAP),523.26
2017,Israel,Diammonium phosphate (DAP),10.81
2002,Israel,Fertilizers n.e.c.,16128.17
2003,Israel,Fertilizers n.e.c.,20674.31
2004,Israel,Fertilizers n.e.c.,22143.1
2005,Israel,Fertilizers n.e.c.,39432.44
2006,Israel,Fertilizers n.e.c.,43530.65
2007,Israel,Fertilizers n.e.c.,43899.86
2008,Israel,Fertilizers n.e.c.,72721.26
2009,Israel,Fertilizers n.e.c.,48269.61
2010,Israel,Fertilizers n.e.c.,97788.15
2011,Israel,Fertilizers n.e.c.,69656.85
2012,Israel,Fertilizers n.e.c.,82556.53
2013,Israel,Fertilizers n.e.c.,86822.78
2014,Israel,Fertilizers n.e.c.,81246.81
2015,Israel,Fertilizers n.e.c.,70576.91
2016,Israel,Fertilizers n.e.c.,76727.87
2017,Israel,Fertilizers n.e.c.,35061.28
2002,Israel,Monoammonium phosphate (MAP),20961.96
2003,Israel,Monoammonium phosphate (MAP),35863.55
2004,Israel,Monoammonium phosphate (MAP),40687.15
2005,Israel,Monoammonium phosphate (MAP),57054.24
2006,Israel,Monoammonium phosphate (MAP),55526.43
2007,Israel,Monoammonium phosphate (MAP),43752.08
2008,Israel,Monoammonium phosphate (MAP),143361.27
2009,Israel,Monoammonium phosphate (MAP),25882.17
2010,Israel,Monoammonium phosphate (MAP),40377.8
2011,Israel,Monoammonium phosphate (MAP),30248.65
2012,Israel,Monoammonium phosphate (MAP),53738.1
2013,Israel,Monoammonium phosphate (MAP),58405.53
2014,Israel,Monoammonium phosphate (MAP),52321.84
2015,Israel,Monoammonium phosphate (MAP),46621.18
2016,Israel,Monoammonium phosphate (MAP),49021.08
2017,Israel,Monoammonium phosphate (MAP),26749.12
2002,Israel,NPK fertilizers,79026.65
2003,Israel,NPK fertilizers,79893.74
2004,Israel,NPK fertilizers,121210.12
2005,Israel,NPK fertilizers,94643.6
2006,Israel,NPK fertilizers,92407.69
2007,Israel,NPK fertilizers,94852.16
2008,Israel,NPK fertilizers,99418.8
2009,Israel,NPK fertilizers,48706.96
2010,Israel,NPK fertilizers,91076.31
2011,Israel,NPK fertilizers,46683.0
2012,Israel,NPK fertilizers,100267.29
2013,Israel,NPK fertilizers,98001.05
2014,Israel,NPK fertilizers,117918.39
2015,Israel,NPK fertilizers,92548.92
2016,Israel,NPK fertilizers,97797.96
2017,Israel,NPK fertilizers,75673.85
2002,Israel,"Other nitrogenous fertilizers, n.e.c.",2389.08
2003,Israel,"Other nitrogenous fertilizers, n.e.c.",2005.41
2004,Israel,"Other nitrogenous fertilizers, n.e.c.",2545.84
2005,Israel,"Other nitrogenous fertilizers, n.e.c.",2817.45
2006,Israel,"Other nitrogenous fertilizers, n.e.c.",4769.14
2007,Israel,"Other nitrogenous fertilizers, n.e.c.",2499.19
2008,Israel,"Other nitrogenous fertilizers, n.e.c.",3993.59
2009,Israel,"Other nitrogenous fertilizers, n.e.c.",1168.02
2010,Israel,"Other nitrogenous fertilizers, n.e.c.",2452.18
2011,Israel,"Other nitrogenous fertilizers, n.e.c.",2590.36
2012,Israel,"Other nitrogenous fertilizers, n.e.c.",2612.61
2013,Israel,"Other nitrogenous fertilizers, n.e.c.",3173.16
2014,Israel,"Other nitrogenous fertilizers, n.e.c.",6103.62
2015,Israel,"Other nitrogenous fertilizers, n.e.c.",16620.39
2016,Israel,"Other nitrogenous fertilizers, n.e.c.",11160.22
2017,Israel,"Other nitrogenous fertilizers, n.e.c.",10593.42
2002,Israel,Other NP compounds,111380.61
2003,Israel,Other NP compounds,134546.11
2004,Israel,Other NP compounds,172094.2
2005,Israel,Other NP compounds,45425.59
2006,Israel,Other NP compounds,42514.9
2007,Israel,Other NP compounds,5926.2
2008,Israel,Other NP compounds,9951.59
2009,Israel,Other NP compounds,3590.72
2010,Israel,Other NP compounds,11239.58
2011,Israel,Other NP compounds,3286.47
2012,Israel,Other NP compounds,3301.81
2013,Israel,Other NP compounds,1590.76
2014,Israel,Other NP compounds,813.06
2015,Israel,Other NP compounds,2152.95
2016,Israel,Other NP compounds,2647.87
2017,Israel,Other NP compounds,1661.13
2002,Israel,"Other phosphatic fertilizers, n.e.c.",11477.39
2003,Israel,"Other phosphatic fertilizers, n.e.c.",414.81
2004,Israel,"Other phosphatic fertilizers, n.e.c.",1598.67
2005,Israel,"Other phosphatic fertilizers, n.e.c.",1272.59
2006,Israel,"Other phosphatic fertilizers, n.e.c.",1438.95
2007,Israel,"Other phosphatic fertilizers, n.e.c.",2406.12
2008,Israel,"Other phosphatic fertilizers, n.e.c.",1988.28
2009,Israel,"Other phosphatic fertilizers, n.e.c.",4812.5
2010,Israel,"Other phosphatic fertilizers, n.e.c.",1908.58
2011,Israel,"Other phosphatic fertilizers, n.e.c.",429.44
2012,Israel,"Other phosphatic fertilizers, n.e.c.",161.54
2013,Israel,"Other phosphatic fertilizers, n.e.c.",36.92
2014,Israel,"Other phosphatic fertilizers, n.e.c.",162.84
2015,Israel,"Other phosphatic fertilizers, n.e.c.",108.55
2016,Israel,"Other phosphatic fertilizers, n.e.c.",196.36
2017,Israel,"Other phosphatic fertilizers, n.e.c.",88.51
2002,Israel,"Other potassic fertilizers, n.e.c.",19998.22
2003,Israel,"Other potassic fertilizers, n.e.c.",24933.72
2004,Israel,"Other potassic fertilizers, n.e.c.",33123.91
2005,Israel,"Other potassic fertilizers, n.e.c.",18893.17
2006,Israel,"Other potassic fertilizers, n.e.c.",33035.63
2007,Israel,"Other potassic fertilizers, n.e.c.",238662.66
2008,Israel,"Other potassic fertilizers, n.e.c.",93274.83
2009,Israel,"Other potassic fertilizers, n.e.c.",61846.8
2010,Israel,"Other potassic fertilizers, n.e.c.",43783.3
2011,Israel,"Other potassic fertilizers, n.e.c.",108277.29
2012,Israel,"Other potassic fertilizers, n.e.c.",144873.46
2013,Israel,"Other potassic fertilizers, n.e.c.",30922.92
2014,Israel,"Other potassic fertilizers, n.e.c.",39202.79
2015,Israel,"Other potassic fertilizers, n.e.c.",25742.29
2016,Israel,"Other potassic fertilizers, n.e.c.",57631.85
2017,Israel,"Other potassic fertilizers, n.e.c.",23350.63
2002,Israel,Phosphate rock,1103405.89
2003,Israel,Phosphate rock,926048.95
2004,Israel,Phosphate rock,875142.61
2005,Israel,Phosphate rock,566413.14
2006,Israel,Phosphate rock,627702.07
2007,Israel,Phosphate rock,466759.29
2008,Israel,Phosphate rock,767458.86
2009,Israel,Phosphate rock,670606.71
2010,Israel,Phosphate rock,965113.17
2011,Israel,Phosphate rock,911549.07
2012,Israel,Phosphate rock,989689.81
2013,Israel,Phosphate rock,1057368.89
2014,Israel,Phosphate rock,1013591.09
2015,Israel,Phosphate rock,1415123.07
2016,Israel,Phosphate rock,1316583.68
2017,Israel,Phosphate rock,835776.98
2002,Israel,PK compounds,13988.22
2003,Israel,PK compounds,9494.11
2004,Israel,PK compounds,14297.97
2005,Israel,PK compounds,10978.92
2006,Israel,PK compounds,13678.6
2007,Israel,PK compounds,13612.28
2008,Israel,PK compounds,13450.83
2009,Israel,PK compounds,27266.65
2010,Israel,PK compounds,46488.07
2011,Israel,PK compounds,17976.87
2012,Israel,PK compounds,46255.77
2013,Israel,PK compounds,45140.88
2014,Israel,PK compounds,47135.72
2015,Israel,PK compounds,26375.63
2016,Israel,PK compounds,28126.18
2017,Israel,PK compounds,31847.28
2002,Israel,Potassium chloride (muriate of potash) (MOP),2612563.12
2003,Israel,Potassium chloride (muriate of potash) (MOP),2624078.98
2004,Israel,Potassium chloride (muriate of potash) (MOP),3099499.78
2005,Israel,Potassium chloride (muriate of potash) (MOP),2727162.49
2006,Israel,Potassium chloride (muriate of potash) (MOP),1882095.3
2007,Israel,Potassium chloride (muriate of potash) (MOP),3054587.67
2008,Israel,Potassium chloride (muriate of potash) (MOP),3131216.66
2009,Israel,Potassium chloride (muriate of potash) (MOP),1441222.89
2010,Israel,Potassium chloride (muriate of potash) (MOP),3322862.42
2011,Israel,Potassium chloride (muriate of potash) (MOP),3277572.34
2012,Israel,Potassium chloride (muriate of potash) (MOP),2711752.41
2013,Israel,Potassium chloride (muriate of potash) (MOP),2846988.36
2014,Israel,Potassium chloride (muriate of potash) (MOP),3274279.87
2015,Israel,Potassium chloride (muriate of potash) (MOP),2209794.82
2016,Israel,Potassium chloride (muriate of potash) (MOP),2960417.8
2017,Israel,Potassium chloride (muriate of potash) (MOP),3577395.29
2002,Israel,Potassium nitrate,221700.11
2003,Israel,Potassium nitrate,214933.7
2004,Israel,Potassium nitrate,226215.26
2005,Israel,Potassium nitrate,228229.73
2006,Israel,Potassium nitrate,243343.55
2007,Israel,Potassium nitrate,271603.15
2008,Israel,Potassium nitrate,308885.92
2009,Israel,Potassium nitrate,144461.7
2010,Israel,Potassium nitrate,245361.34
2011,Israel,Potassium nitrate,154070.79
2012,Israel,Potassium nitrate,234097.93
2013,Israel,Potassium nitrate,211972.52
2014,Israel,Potassium nitrate,244772.14
2015,Israel,Potassium nitrate,191463.66
2016,Israel,Potassium nitrate,204357.62
2017,Israel,Potassium nitrate,84530.8
2002,Israel,Potassium sulphate (sulphate of potash) (SOP),27314.25
2003,Israel,Potassium sulphate (sulphate of potash) (SOP),336.02
2004,Israel,Potassium sulphate (sulphate of potash) (SOP),238.25
2005,Israel,Potassium sulphate (sulphate of potash) (SOP),217.53
2006,Israel,Potassium sulphate (sulphate of potash) (SOP),241.64
2007,Israel,Potassium sulphate (sulphate of potash) (SOP),273.19
2008,Israel,Potassium sulphate (sulphate of potash) (SOP),39010.97
2009,Israel,Potassium sulphate (sulphate of potash) (SOP),234.4
2010,Israel,Potassium sulphate (sulphate of potash) (SOP),875.68
2011,Israel,Potassium sulphate (sulphate of potash) (SOP),4975.95
2012,Israel,Potassium sulphate (sulphate of potash) (SOP),219.91
2013,Israel,Potassium sulphate (sulphate of potash) (SOP),321.1
2014,Israel,Potassium sulphate (sulphate of potash) (SOP),750.36
2015,Israel,Potassium sulphate (sulphate of potash) (SOP),168.73
2016,Israel,Potassium sulphate (sulphate of potash) (SOP),761.39
2017,Israel,Potassium sulphate (sulphate of potash) (SOP),1191.27
2003,Israel,Sodium nitrate,349.87
2005,Israel,Sodium nitrate,0.03
2006,Israel,Sodium nitrate,0.37
2007,Israel,Sodium nitrate,81.38
2012,Israel,Sodium nitrate,18.91
2013,Israel,Sodium nitrate,18.0
2014,Israel,Sodium nitrate,36.0
2015,Israel,Sodium nitrate,24.5
2016,Israel,Sodium nitrate,8.76
2017,Israel,Sodium nitrate,1.11
2002,Israel,Superphosphates above 35%,485896.33
2003,Israel,Superphosphates above 35%,533823.84
2004,Israel,Superphosphates above 35%,589499.21
2005,Israel,Superphosphates above 35%,634040.32
2006,Israel,Superphosphates above 35%,797942.95
2007,Israel,Superphosphates above 35%,778647.4
2008,Israel,Superphosphates above 35%,762626.56
2009,Israel,Superphosphates above 35%,479135.76
2010,Israel,Superphosphates above 35%,723827.46
2011,Israel,Superphosphates above 35%,768349.59
2012,Israel,Superphosphates above 35%,691061.24
2013,Israel,Superphosphates above 35%,848298.55
2014,Israel,Superphosphates above 35%,716744.22
2015,Israel,Superphosphates above 35%,782989.62
2016,Israel,Superphosphates above 35%,766309.86
2017,Israel,Superphosphates above 35%,616367.33
2017,Israel,"Superphosphates, other",311021.75
2002,Israel,Urea,1504.82
2003,Israel,Urea,1265.9
2004,Israel,Urea,683.28
2005,Israel,Urea,936.66
2006,Israel,Urea,335.27
2007,Israel,Urea,5160.8
2008,Israel,Urea,870.82
2009,Israel,Urea,2597.2
2010,Israel,Urea,43409.5
2011,Israel,Urea,2273.02
2012,Israel,Urea,3016.44
2013,Israel,Urea,4344.04
2014,Israel,Urea,3244.12
2015,Israel,Urea,10635.14
2016,Israel,Urea,1079.03
2017,Israel,Urea,4147.36
2002,Israel,Urea and ammonium nitrate solutions (UAN),76.0
2010,Israel,Urea and ammonium nitrate solutions (UAN),8078.09
2011,Israel,Urea and ammonium nitrate solutions (UAN),2508.59
2012,Israel,Urea and ammonium nitrate solutions (UAN),21.0
2013,Israel,Urea and ammonium nitrate solutions (UAN),854.44
2014,Israel,Urea and ammonium nitrate solutions (UAN),2440.57
2015,Israel,Urea and ammonium nitrate solutions (UAN),1513.58
2016,Israel,Urea and ammonium nitrate solutions (UAN),1149.86
2002,Japan,"Ammonia, anhydrous",302.01
2003,Japan,"Ammonia, anhydrous",472.02
2004,Japan,"Ammonia, anhydrous",743.59
2005,Japan,"Ammonia, anhydrous",905.09
2006,Japan,"Ammonia, anhydrous",769.08
2007,Japan,"Ammonia, anhydrous",990.0
2008,Japan,"Ammonia, anhydrous",1092.91
2009,Japan,"Ammonia, anhydrous",4838.77
2010,Japan,"Ammonia, anhydrous",507.39
2011,Japan,"Ammonia, anhydrous",396.41
2012,Japan,"Ammonia, anhydrous",154.03
2013,Japan,"Ammonia, anhydrous",119.96
2014,Japan,"Ammonia, anhydrous",124.51
2015,Japan,"Ammonia, anhydrous",134.92
2016,Japan,"Ammonia, anhydrous",147.75
2017,Japan,"Ammonia, anhydrous",131.37
2002,Japan,Ammonium nitrate (AN),693.6
2003,Japan,Ammonium nitrate (AN),1279.26
2004,Japan,Ammonium nitrate (AN),789.74
2005,Japan,Ammonium nitrate (AN),751.39
2006,Japan,Ammonium nitrate (AN),618.89
2007,Japan,Ammonium nitrate (AN),125.17
2008,Japan,Ammonium nitrate (AN),153.6
2009,Japan,Ammonium nitrate (AN),260.81
2010,Japan,Ammonium nitrate (AN),321.3
2011,Japan,Ammonium nitrate (AN),128.86
2012,Japan,Ammonium nitrate (AN),23.11
2013,Japan,Ammonium nitrate (AN),46.42
2014,Japan,Ammonium nitrate (AN),47.94
2015,Japan,Ammonium nitrate (AN),17.1
2016,Japan,Ammonium nitrate (AN),47.89
2017,Japan,Ammonium nitrate (AN),69.43
2002,Japan,Ammonium sulphate,851899.0
2003,Japan,Ammonium sulphate,880512.76
2004,Japan,Ammonium sulphate,863318.29
2005,Japan,Ammonium sulphate,849099.44
2006,Japan,Ammonium sulphate,816654.16
2007,Japan,Ammonium sulphate,859370.99
2008,Japan,Ammonium sulphate,729540.0
2009,Japan,Ammonium sulphate,620021.57
2010,Japan,Ammonium sulphate,811841.48
2011,Japan,Ammonium sulphate,750459.48
2012,Japan,Ammonium sulphate,664864.23
2013,Japan,Ammonium sulphate,659270.33
2014,Japan,Ammonium sulphate,612925.16
2015,Japan,Ammonium sulphate,562282.08
2016,Japan,Ammonium sulphate,390932.11
2017,Japan,Ammonium sulphate,260197.97
2002,Japan,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,12.0
2003,Japan,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.0
2004,Japan,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.0
2005,Japan,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,38.43
2006,Japan,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.0
2007,Japan,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.0
2002,Japan,Diammonium phosphate (DAP),25.33
2004,Japan,Diammonium phosphate (DAP),14.2
2005,Japan,Diammonium phosphate (DAP),3.57
2006,Japan,Diammonium phosphate (DAP),8.0
2007,Japan,Diammonium phosphate (DAP),72.0
2008,Japan,Diammonium phosphate (DAP),194.72
2009,Japan,Diammonium phosphate (DAP),1.0
2010,Japan,Diammonium phosphate (DAP),20.36
2011,Japan,Diammonium phosphate (DAP),3.0
