Year,Area,Item,Value
2017,"China, Macao SAR","Other potassic fertilizers, n.e.c.",0.0
2012,"China, Macao SAR",Phosphate rock,0.0
2013,"China, Macao SAR",Phosphate rock,0.0
2014,"China, Macao SAR",Phosphate rock,0.0
2015,"China, Macao SAR",Phosphate rock,0.0
2016,"China, Macao SAR",Phosphate rock,0.0
2017,"China, Macao SAR",Phosphate rock,0.0
2012,"China, Macao SAR",PK compounds,0.0
2013,"China, Macao SAR",PK compounds,0.0
2014,"China, Macao SAR",PK compounds,0.0
2015,"China, Macao SAR",PK compounds,0.0
2016,"China, Macao SAR",PK compounds,0.0
2017,"China, Macao SAR",PK compounds,0.0
2012,"China, Macao SAR",Potassium chloride (muriate of potash) (MOP),0.0
2013,"China, Macao SAR",Potassium chloride (muriate of potash) (MOP),0.0
2014,"China, Macao SAR",Potassium chloride (muriate of potash) (MOP),0.0
2015,"China, Macao SAR",Potassium chloride (muriate of potash) (MOP),0.0
2016,"China, Macao SAR",Potassium chloride (muriate of potash) (MOP),0.0
2017,"China, Macao SAR",Potassium chloride (muriate of potash) (MOP),0.0
2012,"China, Macao SAR",Potassium nitrate,0.0
2013,"China, Macao SAR",Potassium nitrate,0.0
2014,"China, Macao SAR",Potassium nitrate,0.0
2015,"China, Macao SAR",Potassium nitrate,0.0
2016,"China, Macao SAR",Potassium nitrate,0.0
2017,"China, Macao SAR",Potassium nitrate,0.0
2012,"China, Macao SAR",Potassium sulphate (sulphate of potash) (SOP),0.0
2013,"China, Macao SAR",Potassium sulphate (sulphate of potash) (SOP),0.0
2014,"China, Macao SAR",Potassium sulphate (sulphate of potash) (SOP),0.0
2015,"China, Macao SAR",Potassium sulphate (sulphate of potash) (SOP),0.0
2016,"China, Macao SAR",Potassium sulphate (sulphate of potash) (SOP),0.0
2017,"China, Macao SAR",Potassium sulphate (sulphate of potash) (SOP),0.0
2012,"China, Macao SAR",Sodium nitrate,0.0
2013,"China, Macao SAR",Sodium nitrate,0.0
2014,"China, Macao SAR",Sodium nitrate,0.0
2015,"China, Macao SAR",Sodium nitrate,0.0
2016,"China, Macao SAR",Sodium nitrate,0.0
2017,"China, Macao SAR",Sodium nitrate,0.0
2012,"China, Macao SAR",Superphosphates above 35%,0.0
2013,"China, Macao SAR",Superphosphates above 35%,0.0
2014,"China, Macao SAR",Superphosphates above 35%,0.0
2015,"China, Macao SAR",Superphosphates above 35%,0.0
2016,"China, Macao SAR",Superphosphates above 35%,0.0
2017,"China, Macao SAR",Superphosphates above 35%,0.0
2013,"China, Macao SAR","Superphosphates, other",0.0
2014,"China, Macao SAR","Superphosphates, other",0.0
2015,"China, Macao SAR","Superphosphates, other",0.0
2016,"China, Macao SAR","Superphosphates, other",0.0
2017,"China, Macao SAR","Superphosphates, other",0.0
2011,"China, Macao SAR",Urea,4.0
2012,"China, Macao SAR",Urea,0.0
2013,"China, Macao SAR",Urea,0.0
2014,"China, Macao SAR",Urea,0.0
2015,"China, Macao SAR",Urea,0.0
2016,"China, Macao SAR",Urea,0.0
2017,"China, Macao SAR",Urea,0.0
2012,"China, Macao SAR",Urea and ammonium nitrate solutions (UAN),0.0
2013,"China, Macao SAR",Urea and ammonium nitrate solutions (UAN),0.0
2014,"China, Macao SAR",Urea and ammonium nitrate solutions (UAN),0.0
2015,"China, Macao SAR",Urea and ammonium nitrate solutions (UAN),0.0
2016,"China, Macao SAR",Urea and ammonium nitrate solutions (UAN),0.0
2017,"China, Macao SAR",Urea and ammonium nitrate solutions (UAN),0.0
2007,"China, mainland",Ammonium sulphate,0.0
2007,"China, mainland",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.0
2012,"China, mainland",NPK fertilizers,44222222.22
2013,"China, mainland",NPK fertilizers,45722222.22
2014,"China, mainland",NPK fertilizers,47017777.78
2015,"China, mainland",NPK fertilizers,48348888.89
2016,"China, mainland",NPK fertilizers,49046666.67
2007,"China, mainland",Potassium chloride (muriate of potash) (MOP),0.0
2007,"China, mainland",Potassium sulphate (sulphate of potash) (SOP),0.0
2007,"China, mainland",Superphosphates above 35%,0.0
2007,"China, mainland","Superphosphates, other",0.0
2007,"China, mainland",Urea,0.0
2007,"China, mainland",Urea and ammonium nitrate solutions (UAN),0.0
2006,"China, Taiwan Province of",Ammonium sulphate,218215.0
2007,"China, Taiwan Province of",Ammonium sulphate,226243.0
2008,"China, Taiwan Province of",Ammonium sulphate,185123.0
2009,"China, Taiwan Province of",Ammonium sulphate,195301.0
2010,"China, Taiwan Province of",Ammonium sulphate,180802.0
2011,"China, Taiwan Province of",Ammonium sulphate,158733.0
2012,"China, Taiwan Province of",Ammonium sulphate,144802.0
2013,"China, Taiwan Province of",Ammonium sulphate,122277.0
2014,"China, Taiwan Province of",Ammonium sulphate,126619.0
2015,"China, Taiwan Province of",Ammonium sulphate,108013.0
2016,"China, Taiwan Province of",Ammonium sulphate,102071.0
2006,"China, Taiwan Province of",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,8606.0
2007,"China, Taiwan Province of",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,6691.0
2008,"China, Taiwan Province of",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2591.0
2009,"China, Taiwan Province of",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,1019.0
2010,"China, Taiwan Province of",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,523.0
2011,"China, Taiwan Province of",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,438.0
2012,"China, Taiwan Province of",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,264.0
2013,"China, Taiwan Province of",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,166.0
2014,"China, Taiwan Province of",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,176.0
2015,"China, Taiwan Province of",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,252.0
2016,"China, Taiwan Province of",Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,365.0
2009,"China, Taiwan Province of",NPK fertilizers,618275.0
2010,"China, Taiwan Province of",NPK fertilizers,661124.0
2011,"China, Taiwan Province of",NPK fertilizers,653388.0
2012,"China, Taiwan Province of",NPK fertilizers,679091.0
2013,"China, Taiwan Province of",NPK fertilizers,713367.0
2014,"China, Taiwan Province of",NPK fertilizers,707584.0
2015,"China, Taiwan Province of",NPK fertilizers,710494.0
2016,"China, Taiwan Province of",NPK fertilizers,746995.0
2006,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),31842.0
2007,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),30969.0
2008,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),27629.0
2009,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),30244.0
2010,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),30210.0
2011,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),30909.0
2012,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),27565.0
2013,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),26796.0
2014,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),19346.0
2015,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),15940.0
2016,"China, Taiwan Province of",Potassium chloride (muriate of potash) (MOP),15486.0
2010,"China, Taiwan Province of",Potassium sulphate (sulphate of potash) (SOP),5609.0
2006,"China, Taiwan Province of",Superphosphates above 35%,120807.0
2007,"China, Taiwan Province of",Superphosphates above 35%,113453.0
2008,"China, Taiwan Province of",Superphosphates above 35%,85924.0
2009,"China, Taiwan Province of",Superphosphates above 35%,76868.0
2010,"China, Taiwan Province of",Superphosphates above 35%,74283.0
2011,"China, Taiwan Province of",Superphosphates above 35%,68614.0
2012,"China, Taiwan Province of",Superphosphates above 35%,63284.0
2013,"China, Taiwan Province of",Superphosphates above 35%,56679.0
2014,"China, Taiwan Province of",Superphosphates above 35%,46740.0
2015,"China, Taiwan Province of",Superphosphates above 35%,36248.0
2016,"China, Taiwan Province of",Superphosphates above 35%,34432.0
2006,"China, Taiwan Province of",Urea,81093.0
2007,"China, Taiwan Province of",Urea,78358.0
2008,"China, Taiwan Province of",Urea,77478.0
2009,"China, Taiwan Province of",Urea,75636.0
2010,"China, Taiwan Province of",Urea,73420.0
2011,"China, Taiwan Province of",Urea,71966.0
2012,"China, Taiwan Province of",Urea,74931.0
2013,"China, Taiwan Province of",Urea,61856.0
2014,"China, Taiwan Province of",Urea,54399.0
2015,"China, Taiwan Province of",Urea,51211.0
2016,"China, Taiwan Province of",Urea,45995.0
2002,India,Ammonium sulphate,472840.0
2003,India,Ammonium sulphate,538820.0
2004,India,Ammonium sulphate,528570.0
2005,India,Ammonium sulphate,574130.0
2006,India,Ammonium sulphate,557910.0
2007,India,Ammonium sulphate,384020.0
2008,India,Ammonium sulphate,384780.0
2009,India,Ammonium sulphate,489960.0
2010,India,Ammonium sulphate,615950.0
2011,India,Ammonium sulphate,509390.0
2012,India,Ammonium sulphate,529710.0
2013,India,Ammonium sulphate,480660.0
2014,India,Ammonium sulphate,508550.0
2015,India,Ammonium sulphate,30634800.0
2016,India,Ammonium sulphate,426100.0
2017,India,Ammonium sulphate,573600.0
2002,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,160600.0
2003,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,143000.0
2004,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,184370.0
2005,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,171830.0
2006,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,145200.0
2007,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,137570.0
2008,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,124000.0
2009,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,114000.0
2010,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,103980.0
2011,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,109200.0
2012,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,89990.0
2013,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,51900.0
2014,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,7680.0
2015,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,12330.0
2016,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,7100.0
2017,India,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,100.0
2002,India,Diammonium phosphate (DAP),5473050.0
2003,India,Diammonium phosphate (DAP),5624890.0
2004,India,Diammonium phosphate (DAP),6255780.0
2005,India,Diammonium phosphate (DAP),6763920.0
2006,India,Diammonium phosphate (DAP),7381000.0
2007,India,Diammonium phosphate (DAP),7496610.0
2008,India,Diammonium phosphate (DAP),8231210.0
2009,India,Diammonium phosphate (DAP),10491830.0
2010,India,Diammonium phosphate (DAP),10869900.0
2011,India,Diammonium phosphate (DAP),10191190.0
2012,India,Diammonium phosphate (DAP),9154080.0
2013,India,Diammonium phosphate (DAP),7357420.0
2014,India,Diammonium phosphate (DAP),7625560.0
2015,India,Diammonium phosphate (DAP),9107220.0
2016,India,Diammonium phosphate (DAP),8963500.0
2017,India,Diammonium phosphate (DAP),9294100.0
2007,India,Monoammonium phosphate (MAP),150430.0
2008,India,Monoammonium phosphate (MAP),223870.0
2009,India,Monoammonium phosphate (MAP),131270.0
2010,India,Monoammonium phosphate (MAP),96020.0
2011,India,Monoammonium phosphate (MAP),281430.0
2012,India,Monoammonium phosphate (MAP),150550.0
2013,India,Monoammonium phosphate (MAP),1410.0
2014,India,Monoammonium phosphate (MAP),940.0
2015,India,Monoammonium phosphate (MAP),60.0
2016,India,Monoammonium phosphate (MAP),0.0
2017,India,Monoammonium phosphate (MAP),0.0
2006,India,NPK fertilizers,461510.0
2007,India,NPK fertilizers,490200.0
2008,India,NPK fertilizers,502810.0
2009,India,NPK fertilizers,484570.0
2010,India,NPK fertilizers,532300.0
2011,India,NPK fertilizers,500270.0
2012,India,NPK fertilizers,3113120.0
2013,India,NPK fertilizers,3203120.0
2014,India,NPK fertilizers,3847510.0
2015,India,NPK fertilizers,4261240.0
2016,India,NPK fertilizers,4010500.0
2017,India,NPK fertilizers,4229800.0
2006,India,Other NP compounds,2210110.0
2007,India,Other NP compounds,1723370.0
2008,India,Other NP compounds,2492750.0
2009,India,Other NP compounds,3466520.0
2010,India,Other NP compounds,3576430.0
2011,India,Other NP compounds,5416950.0
2012,India,Other NP compounds,4414060.0
2013,India,Other NP compounds,4060400.0
2014,India,Other NP compounds,4430000.0
2015,India,Other NP compounds,4559810.0
2016,India,Other NP compounds,4403900.0
2017,India,Other NP compounds,4366600.0
2002,India,Phosphate rock,77790.0
2003,India,Phosphate rock,74820.0
2004,India,Phosphate rock,62650.0
2005,India,Phosphate rock,60370.0
2006,India,Phosphate rock,42980.0
2012,India,Phosphate rock,12380.0
2013,India,Phosphate rock,16390.0
2014,India,Phosphate rock,31750.0
2015,India,Phosphate rock,16720.0
2016,India,Phosphate rock,36200.0
2017,India,Phosphate rock,31000.0
2004,India,Potassium chloride (muriate of potash) (MOP),2406200.0
2005,India,Potassium chloride (muriate of potash) (MOP),2731260.0
2006,India,Potassium chloride (muriate of potash) (MOP),2585610.0
2007,India,Potassium chloride (muriate of potash) (MOP),2880690.0
2008,India,Potassium chloride (muriate of potash) (MOP),4077330.0
2009,India,Potassium chloride (muriate of potash) (MOP),4634060.0
2010,India,Potassium chloride (muriate of potash) (MOP),3931620.0
2011,India,Potassium chloride (muriate of potash) (MOP),3028930.0
2012,India,Potassium chloride (muriate of potash) (MOP),2211020.0
2013,India,Potassium chloride (muriate of potash) (MOP),2280410.0
2014,India,Potassium chloride (muriate of potash) (MOP),2853350.0
2015,India,Potassium chloride (muriate of potash) (MOP),2466930.0
2016,India,Potassium chloride (muriate of potash) (MOP),2863200.0
2017,India,Potassium chloride (muriate of potash) (MOP),3158200.0
2002,India,Potassium sulphate (sulphate of potash) (SOP),1912020.0
2003,India,Potassium sulphate (sulphate of potash) (SOP),1841170.0
2004,India,Potassium sulphate (sulphate of potash) (SOP),25620.0
2005,India,Potassium sulphate (sulphate of potash) (SOP),27870.0
2006,India,Potassium sulphate (sulphate of potash) (SOP),27260.0
2007,India,Potassium sulphate (sulphate of potash) (SOP),30090.0
2008,India,Potassium sulphate (sulphate of potash) (SOP),30130.0
2009,India,Potassium sulphate (sulphate of potash) (SOP),29970.0
2010,India,Potassium sulphate (sulphate of potash) (SOP),19270.0
2011,India,Potassium sulphate (sulphate of potash) (SOP),30790.0
2012,India,Potassium sulphate (sulphate of potash) (SOP),34460.0
2013,India,Potassium sulphate (sulphate of potash) (SOP),30530.0
2014,India,Potassium sulphate (sulphate of potash) (SOP),18950.0
2015,India,Potassium sulphate (sulphate of potash) (SOP),16830.0
2016,India,Potassium sulphate (sulphate of potash) (SOP),5700.0
2017,India,Potassium sulphate (sulphate of potash) (SOP),5200.0
2010,India,Superphosphates above 35%,86650.0
2011,India,Superphosphates above 35%,78130.0
2012,India,Superphosphates above 35%,39560.0
2013,India,Superphosphates above 35%,3590.0
2014,India,Superphosphates above 35%,1840.0
2015,India,Superphosphates above 35%,5860.0
2016,India,Superphosphates above 35%,4830.0
2017,India,Superphosphates above 35%,3800.0
2004,India,"Superphosphates, other",2549350.0
2005,India,"Superphosphates, other",2755950.0
2006,India,"Superphosphates, other",2910470.0
2007,India,"Superphosphates, other",2287760.0
2008,India,"Superphosphates, other",2616610.0
2009,India,"Superphosphates, other",2651100.0
2010,India,"Superphosphates, other",3825200.0
2011,India,"Superphosphates, other",4746010.0
2012,India,"Superphosphates, other",4030360.0
2013,India,"Superphosphates, other",3879320.0
2014,India,"Superphosphates, other",3989300.0
2015,India,"Superphosphates, other",4252740.0
2016,India,"Superphosphates, other",3756800.0
2017,India,"Superphosphates, other",3439400.0
2002,India,Urea,18493090.0
2003,India,Urea,19767480.0
2004,India,Urea,20665190.0
2005,India,Urea,22297510.0
2006,India,Urea,24337660.0
2007,India,Urea,25963150.0
2008,India,Urea,26549210.0
2009,India,Urea,26673440.0
2010,India,Urea,28112530.0
2011,India,Urea,29565320.0
2012,India,Urea,30002200.0
2013,India,Urea,30600480.0
2014,India,Urea,30610000.0
2015,India,Urea,30634870.0
2016,India,Urea,29613580.0
2017,India,Urea,29894400.0
2003,Indonesia,Ammonium nitrate (AN),125546.0
2004,Indonesia,Ammonium nitrate (AN),134194.0
2002,Indonesia,Ammonium sulphate,529399.0
2003,Indonesia,Ammonium sulphate,511129.0
2004,Indonesia,Ammonium sulphate,633404.0
2005,Indonesia,Ammonium sulphate,651986.0
2006,Indonesia,Ammonium sulphate,684101.0
2007,Indonesia,Ammonium sulphate,730681.0
2008,Indonesia,Ammonium sulphate,773668.0
2009,Indonesia,Ammonium sulphate,935828.0
2010,Indonesia,Ammonium sulphate,731044.0
2011,Indonesia,Ammonium sulphate,962970.0
2012,Indonesia,Ammonium sulphate,1049898.0
2013,Indonesia,Ammonium sulphate,1094742.0
2014,Indonesia,Ammonium sulphate,1008525.0
2015,Indonesia,Ammonium sulphate,994759.0
2016,Indonesia,Ammonium sulphate,1021348.0
2017,Indonesia,Ammonium sulphate,979473.0
2004,Indonesia,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,960.0
2003,Indonesia,Diammonium phosphate (DAP),37353.0
2003,Indonesia,Monoammonium phosphate (MAP),487.0
2002,Indonesia,NPK fertilizers,87931.0
2003,Indonesia,NPK fertilizers,116981.0
2004,Indonesia,NPK fertilizers,226897.0
2005,Indonesia,NPK fertilizers,316401.0
2006,Indonesia,NPK fertilizers,399970.0
2007,Indonesia,NPK fertilizers,636718.0
2008,Indonesia,NPK fertilizers,1175027.0
2009,Indonesia,NPK fertilizers,1666517.0
2010,Indonesia,NPK fertilizers,1804413.0
2011,Indonesia,NPK fertilizers,2124474.0
2012,Indonesia,NPK fertilizers,2478399.0
2013,Indonesia,NPK fertilizers,2443456.0
2014,Indonesia,NPK fertilizers,2672052.0
2015,Indonesia,NPK fertilizers,2705807.0
2016,Indonesia,NPK fertilizers,2933716.0
2017,Indonesia,NPK fertilizers,2597586.0
2002,Indonesia,Superphosphates above 35%,670775.0
2003,Indonesia,Superphosphates above 35%,1414091.0
2004,Indonesia,Superphosphates above 35%,789164.0
2005,Indonesia,Superphosphates above 35%,778706.0
2006,Indonesia,Superphosphates above 35%,816890.0
2007,Indonesia,Superphosphates above 35%,804283.0
2008,Indonesia,Superphosphates above 35%,504960.0
2009,Indonesia,Superphosphates above 35%,714747.0
2010,Indonesia,Superphosphates above 35%,634883.0
2011,Indonesia,Superphosphates above 35%,723177.0
2012,Indonesia,Superphosphates above 35%,858719.0
2013,Indonesia,Superphosphates above 35%,830638.0
2014,Indonesia,Superphosphates above 35%,798254.0
2015,Indonesia,Superphosphates above 35%,829134.0
2016,Indonesia,Superphosphates above 35%,865434.0
2017,Indonesia,Superphosphates above 35%,859965.0
2002,Indonesia,Urea,4022387.0
2003,Indonesia,Urea,4336729.0
2004,Indonesia,Urea,4656723.0
2005,Indonesia,Urea,4842537.0
2006,Indonesia,Urea,4851876.0
2007,Indonesia,Urea,4900693.0
2008,Indonesia,Urea,5133220.0
2009,Indonesia,Urea,5411462.0
2010,Indonesia,Urea,5131287.0
2011,Indonesia,Urea,5245493.0
2012,Indonesia,Urea,5119133.0
2013,Indonesia,Urea,4771070.0
2014,Indonesia,Urea,4993060.0
2015,Indonesia,Urea,4790930.0
2016,Indonesia,Urea,5020625.0
2017,Indonesia,Urea,5123183.0
2012,Iran (Islamic Republic of),"Ammonia, anhydrous",0.0
2013,Iran (Islamic Republic of),"Ammonia, anhydrous",0.0
2014,Iran (Islamic Republic of),"Ammonia, anhydrous",0.0
2015,Iran (Islamic Republic of),"Ammonia, anhydrous",0.0
2016,Iran (Islamic Republic of),"Ammonia, anhydrous",0.0
2002,Iran (Islamic Republic of),Ammonium nitrate (AN),178547.0
2003,Iran (Islamic Republic of),Ammonium nitrate (AN),119334.0
2004,Iran (Islamic Republic of),Ammonium nitrate (AN),116954.0
2005,Iran (Islamic Republic of),Ammonium nitrate (AN),84311.0
2006,Iran (Islamic Republic of),Ammonium nitrate (AN),178261.0
2007,Iran (Islamic Republic of),Ammonium nitrate (AN),136026.0
2008,Iran (Islamic Republic of),Ammonium nitrate (AN),118481.0
2009,Iran (Islamic Republic of),Ammonium nitrate (AN),72258.0
2010,Iran (Islamic Republic of),Ammonium nitrate (AN),22107.0
2011,Iran (Islamic Republic of),Ammonium nitrate (AN),7045.0
2012,Iran (Islamic Republic of),Ammonium nitrate (AN),10029.0
2013,Iran (Islamic Republic of),Ammonium nitrate (AN),14172.0
2014,Iran (Islamic Republic of),Ammonium nitrate (AN),173942.0
2015,Iran (Islamic Republic of),Ammonium nitrate (AN),11594.0
2016,Iran (Islamic Republic of),Ammonium nitrate (AN),13345.0
2017,Iran (Islamic Republic of),Ammonium nitrate (AN),13345.0
2002,Iran (Islamic Republic of),Ammonium sulphate,9581.0
2003,Iran (Islamic Republic of),Ammonium sulphate,7981.0
2004,Iran (Islamic Republic of),Ammonium sulphate,2045.0
2005,Iran (Islamic Republic of),Ammonium sulphate,7768.0
2006,Iran (Islamic Republic of),Ammonium sulphate,6645.0
2007,Iran (Islamic Republic of),Ammonium sulphate,9453.0
2008,Iran (Islamic Republic of),Ammonium sulphate,1437.0
2009,Iran (Islamic Republic of),Ammonium sulphate,0.0
2010,Iran (Islamic Republic of),Ammonium sulphate,0.0
2011,Iran (Islamic Republic of),Ammonium sulphate,0.0
2012,Iran (Islamic Republic of),Ammonium sulphate,0.0
2013,Iran (Islamic Republic of),Ammonium sulphate,3734.0
2014,Iran (Islamic Republic of),Ammonium sulphate,76042.0
2015,Iran (Islamic Republic of),Ammonium sulphate,5057.0
2016,Iran (Islamic Republic of),Ammonium sulphate,6353.0
2017,Iran (Islamic Republic of),Ammonium sulphate,6353.0
2002,Iran (Islamic Republic of),Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,1359962.0
2012,Iran (Islamic Republic of),Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.0
2013,Iran (Islamic Republic of),Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.0
2014,Iran (Islamic Republic of),Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.0
2015,Iran (Islamic Republic of),Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.0
2016,Iran (Islamic Republic of),Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,0.0
2002,Iran (Islamic Republic of),Diammonium phosphate (DAP),744383.25
2003,Iran (Islamic Republic of),Diammonium phosphate (DAP),832524.5
2004,Iran (Islamic Republic of),Diammonium phosphate (DAP),920665.75
2005,Iran (Islamic Republic of),Diammonium phosphate (DAP),1008807.0
2006,Iran (Islamic Republic of),Diammonium phosphate (DAP),1244861.0
2007,Iran (Islamic Republic of),Diammonium phosphate (DAP),853823.0
2008,Iran (Islamic Republic of),Diammonium phosphate (DAP),836236.0
2009,Iran (Islamic Republic of),Diammonium phosphate (DAP),737903.0
2010,Iran (Islamic Republic of),Diammonium phosphate (DAP),878466.0
2011,Iran (Islamic Republic of),Diammonium phosphate (DAP),315146.0
2012,Iran (Islamic Republic of),Diammonium phosphate (DAP),194196.0
2013,Iran (Islamic Republic of),Diammonium phosphate (DAP),443558.0
2014,Iran (Islamic Republic of),Diammonium phosphate (DAP),540089.0
2015,Iran (Islamic Republic of),Diammonium phosphate (DAP),212970.0
2016,Iran (Islamic Republic of),Diammonium phosphate (DAP),212970.0
2017,Iran (Islamic Republic of),Diammonium phosphate (DAP),212970.0
2012,Iran (Islamic Republic of),Fertilizers n.e.c.,0.0
2013,Iran (Islamic Republic of),Fertilizers n.e.c.,0.0
2014,Iran (Islamic Republic of),Fertilizers n.e.c.,0.0
2015,Iran (Islamic Republic of),Fertilizers n.e.c.,197000.0
2016,Iran (Islamic Republic of),Fertilizers n.e.c.,41425.0
2012,Iran (Islamic Republic of),Monoammonium phosphate (MAP),22794.0
2013,Iran (Islamic Republic of),Monoammonium phosphate (MAP),16830.0
2014,Iran (Islamic Republic of),Monoammonium phosphate (MAP),19652.0
2015,Iran (Islamic Republic of),Monoammonium phosphate (MAP),18178.0
2016,Iran (Islamic Republic of),Monoammonium phosphate (MAP),23911.0
2003,Iran (Islamic Republic of),NPK fertilizers,372976.0
2006,Iran (Islamic Republic of),NPK fertilizers,438726.0
2007,Iran (Islamic Republic of),NPK fertilizers,148929.0
2012,Iran (Islamic Republic of),NPK fertilizers,24475.0
2013,Iran (Islamic Republic of),NPK fertilizers,5269.0
2014,Iran (Islamic Republic of),NPK fertilizers,2836.0
2015,Iran (Islamic Republic of),NPK fertilizers,2281.0
2016,Iran (Islamic Republic of),NPK fertilizers,2901.0
2012,Iran (Islamic Republic of),"Other nitrogenous fertilizers, n.e.c.",66804.0
2013,Iran (Islamic Republic of),"Other nitrogenous fertilizers, n.e.c.",71936.0
2014,Iran (Islamic Republic of),"Other nitrogenous fertilizers, n.e.c.",106591.0
2015,Iran (Islamic Republic of),"Other nitrogenous fertilizers, n.e.c.",392478.0
2016,Iran (Islamic Republic of),"Other nitrogenous fertilizers, n.e.c.",96004.0
2012,Iran (Islamic Republic of),Other NK compounds,0.0
2013,Iran (Islamic Republic of),Other NK compounds,0.0
2014,Iran (Islamic Republic of),Other NK compounds,0.0
2015,Iran (Islamic Republic of),Other NK compounds,0.0
2016,Iran (Islamic Republic of),Other NK compounds,0.0
2012,Iran (Islamic Republic of),Other NP compounds,0.0
2013,Iran (Islamic Republic of),Other NP compounds,0.0
2014,Iran (Islamic Republic of),Other NP compounds,0.0
2015,Iran (Islamic Republic of),Other NP compounds,0.0
2016,Iran (Islamic Republic of),Other NP compounds,0.0
2012,Iran (Islamic Republic of),"Other phosphatic fertilizers, n.e.c.",0.0
2013,Iran (Islamic Republic of),"Other phosphatic fertilizers, n.e.c.",190000.0
2014,Iran (Islamic Republic of),"Other phosphatic fertilizers, n.e.c.",200000.0
2015,Iran (Islamic Republic of),"Other phosphatic fertilizers, n.e.c.",511000.0
2016,Iran (Islamic Republic of),"Other phosphatic fertilizers, n.e.c.",158461.0
2012,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",3301.0
2013,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",681.0
2014,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",5851.0
2015,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",4747.0
2016,Iran (Islamic Republic of),"Other potassic fertilizers, n.e.c.",178.0
2012,Iran (Islamic Republic of),Phosphate rock,0.0
2013,Iran (Islamic Republic of),Phosphate rock,0.0
2014,Iran (Islamic Republic of),Phosphate rock,0.0
2015,Iran (Islamic Republic of),Phosphate rock,0.0
2016,Iran (Islamic Republic of),Phosphate rock,0.0
2012,Iran (Islamic Republic of),PK compounds,0.0
2013,Iran (Islamic Republic of),PK compounds,0.0
2014,Iran (Islamic Republic of),PK compounds,0.0
2015,Iran (Islamic Republic of),PK compounds,0.0
2016,Iran (Islamic Republic of),PK compounds,0.0
2002,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),93100.0
2003,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),115942.0
2006,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),125987.0
2007,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),63000.0
2012,Iran (Islamic Republic of),Potassium chloride (muriate of potash) (MOP),252098.0
