,Area Code,Area,Item Code,Item,Year,Value,Longitude,Latitude
5367,212,Syrian Arab Republic,4007,"Ammonia, anhydrous",2013,0.1,35° 0? 0? N,38° 0? 0? E
5368,212,Syrian Arab Republic,4007,"Ammonia, anhydrous",2015,12,35° 0? 0? N,38° 0? 0? E
5369,212,Syrian Arab Republic,4007,"Ammonia, anhydrous",2017,5.69,35° 0? 0? N,38° 0? 0? E
5370,212,Syrian Arab Republic,4002,Ammonium sulphate,2004,2500,35° 0? 0? N,38° 0? 0? E
5371,212,Syrian Arab Republic,4002,Ammonium sulphate,2009,45,35° 0? 0? N,38° 0? 0? E
5372,212,Syrian Arab Republic,4002,Ammonium sulphate,2010,1455,35° 0? 0? N,38° 0? 0? E
5373,212,Syrian Arab Republic,4030,Fertilizers n.e.c.,2003,51.77,35° 0? 0? N,38° 0? 0? E
5374,212,Syrian Arab Republic,4030,Fertilizers n.e.c.,2005,22,35° 0? 0? N,38° 0? 0? E
5375,212,Syrian Arab Republic,4030,Fertilizers n.e.c.,2006,700.35,35° 0? 0? N,38° 0? 0? E
5376,212,Syrian Arab Republic,4030,Fertilizers n.e.c.,2007,11.2,35° 0? 0? N,38° 0? 0? E
5377,212,Syrian Arab Republic,4030,Fertilizers n.e.c.,2008,15,35° 0? 0? N,38° 0? 0? E
5378,212,Syrian Arab Republic,4030,Fertilizers n.e.c.,2009,10402.99,35° 0? 0? N,38° 0? 0? E
5379,212,Syrian Arab Republic,4030,Fertilizers n.e.c.,2010,299.87,35° 0? 0? N,38° 0? 0? E
5380,212,Syrian Arab Republic,4030,Fertilizers n.e.c.,2011,168.45,35° 0? 0? N,38° 0? 0? E
5381,212,Syrian Arab Republic,4030,Fertilizers n.e.c.,2012,40.85,35° 0? 0? N,38° 0? 0? E
5382,212,Syrian Arab Republic,4030,Fertilizers n.e.c.,2013,9.78,35° 0? 0? N,38° 0? 0? E
5383,212,Syrian Arab Republic,4030,Fertilizers n.e.c.,2015,3,35° 0? 0? N,38° 0? 0? E
5384,212,Syrian Arab Republic,4030,Fertilizers n.e.c.,2017,36.87,35° 0? 0? N,38° 0? 0? E
5385,212,Syrian Arab Republic,4023,Monoammonium phosphate (MAP),2009,83,35° 0? 0? N,38° 0? 0? E
5386,212,Syrian Arab Republic,4021,NPK fertilizers,2008,74.4,35° 0? 0? N,38° 0? 0? E
5387,212,Syrian Arab Republic,4021,NPK fertilizers,2009,1689.36,35° 0? 0? N,38° 0? 0? E
5388,212,Syrian Arab Republic,4021,NPK fertilizers,2010,1281.6,35° 0? 0? N,38° 0? 0? E
5389,212,Syrian Arab Republic,4021,NPK fertilizers,2011,2075.03,35° 0? 0? N,38° 0? 0? E
5390,212,Syrian Arab Republic,4021,NPK fertilizers,2012,921.76,35° 0? 0? N,38° 0? 0? E
5391,212,Syrian Arab Republic,4021,NPK fertilizers,2013,76,35° 0? 0? N,38° 0? 0? E
5392,212,Syrian Arab Republic,4008,"Other nitrogenous fertilizers, n.e.c.",2003,23,35° 0? 0? N,38° 0? 0? E
5393,212,Syrian Arab Republic,4008,"Other nitrogenous fertilizers, n.e.c.",2006,113.16,35° 0? 0? N,38° 0? 0? E
5394,212,Syrian Arab Republic,4008,"Other nitrogenous fertilizers, n.e.c.",2007,240,35° 0? 0? N,38° 0? 0? E
5395,212,Syrian Arab Republic,4008,"Other nitrogenous fertilizers, n.e.c.",2008,264.35,35° 0? 0? N,38° 0? 0? E
5396,212,Syrian Arab Republic,4008,"Other nitrogenous fertilizers, n.e.c.",2009,665.66,35° 0? 0? N,38° 0? 0? E
5397,212,Syrian Arab Republic,4008,"Other nitrogenous fertilizers, n.e.c.",2010,27.85,35° 0? 0? N,38° 0? 0? E
5398,212,Syrian Arab Republic,4008,"Other nitrogenous fertilizers, n.e.c.",2012,30.19,35° 0? 0? N,38° 0? 0? E
5399,212,Syrian Arab Republic,4008,"Other nitrogenous fertilizers, n.e.c.",2013,7.38,35° 0? 0? N,38° 0? 0? E
5400,212,Syrian Arab Republic,4008,"Other nitrogenous fertilizers, n.e.c.",2014,19.28,35° 0? 0? N,38° 0? 0? E
5401,212,Syrian Arab Republic,4024,Other NP compounds,2009,192,35° 0? 0? N,38° 0? 0? E
5402,212,Syrian Arab Republic,4024,Other NP compounds,2011,50,35° 0? 0? N,38° 0? 0? E
5403,212,Syrian Arab Republic,4014,"Other phosphatic fertilizers, n.e.c.",2003,50,35° 0? 0? N,38° 0? 0? E
5404,212,Syrian Arab Republic,4014,"Other phosphatic fertilizers, n.e.c.",2009,108,35° 0? 0? N,38° 0? 0? E
5405,212,Syrian Arab Republic,4014,"Other phosphatic fertilizers, n.e.c.",2010,427.16,35° 0? 0? N,38° 0? 0? E
5406,212,Syrian Arab Republic,4018,"Other potassic fertilizers, n.e.c.",2002,2369,35° 0? 0? N,38° 0? 0? E
5407,212,Syrian Arab Republic,4018,"Other potassic fertilizers, n.e.c.",2003,0.09,35° 0? 0? N,38° 0? 0? E
5408,212,Syrian Arab Republic,4011,Phosphate rock,2002,1662408,35° 0? 0? N,38° 0? 0? E
5409,212,Syrian Arab Republic,4011,Phosphate rock,2003,1765815.55,35° 0? 0? N,38° 0? 0? E
5410,212,Syrian Arab Republic,4011,Phosphate rock,2004,1779707,35° 0? 0? N,38° 0? 0? E
5411,212,Syrian Arab Republic,4011,Phosphate rock,2005,2215620,35° 0? 0? N,38° 0? 0? E
5412,212,Syrian Arab Republic,4011,Phosphate rock,2006,2072933.58,35° 0? 0? N,38° 0? 0? E
5413,212,Syrian Arab Republic,4011,Phosphate rock,2007,1542789.19,35° 0? 0? N,38° 0? 0? E
5414,212,Syrian Arab Republic,4011,Phosphate rock,2008,2473046,35° 0? 0? N,38° 0? 0? E
5415,212,Syrian Arab Republic,4011,Phosphate rock,2009,1995623.56,35° 0? 0? N,38° 0? 0? E
5416,212,Syrian Arab Republic,4011,Phosphate rock,2010,2962535,35° 0? 0? N,38° 0? 0? E
5417,212,Syrian Arab Republic,4011,Phosphate rock,2011,2773129.78,35° 0? 0? N,38° 0? 0? E
5418,212,Syrian Arab Republic,4011,Phosphate rock,2012,1408148.17,35° 0? 0? N,38° 0? 0? E
5419,212,Syrian Arab Republic,4011,Phosphate rock,2013,925862.84,35° 0? 0? N,38° 0? 0? E
5420,212,Syrian Arab Republic,4011,Phosphate rock,2014,863812.29,35° 0? 0? N,38° 0? 0? E
5421,212,Syrian Arab Republic,4011,Phosphate rock,2015,767370.97,35° 0? 0? N,38° 0? 0? E
5422,212,Syrian Arab Republic,4011,Phosphate rock,2016,8030.63,35° 0? 0? N,38° 0? 0? E
5423,212,Syrian Arab Republic,4011,Phosphate rock,2017,26537.97,35° 0? 0? N,38° 0? 0? E
5424,212,Syrian Arab Republic,4027,PK compounds,2006,150,35° 0? 0? N,38° 0? 0? E
5425,212,Syrian Arab Republic,4016,Potassium chloride (muriate of potash) (MOP),2010,1.8,35° 0? 0? N,38° 0? 0? E
5426,212,Syrian Arab Republic,4016,Potassium chloride (muriate of potash) (MOP),2011,54,35° 0? 0? N,38° 0? 0? E
5427,212,Syrian Arab Republic,4017,Potassium sulphate (sulphate of potash) (SOP),2010,2.49,35° 0? 0? N,38° 0? 0? E
5428,212,Syrian Arab Republic,4017,Potassium sulphate (sulphate of potash) (SOP),2012,0.02,35° 0? 0? N,38° 0? 0? E
5429,212,Syrian Arab Republic,4017,Potassium sulphate (sulphate of potash) (SOP),2013,0.07,35° 0? 0? N,38° 0? 0? E
5430,212,Syrian Arab Republic,4017,Potassium sulphate (sulphate of potash) (SOP),2014,72,35° 0? 0? N,38° 0? 0? E
5431,212,Syrian Arab Republic,4012,Superphosphates above 35%,2005,3918,35° 0? 0? N,38° 0? 0? E
5432,212,Syrian Arab Republic,4012,Superphosphates above 35%,2007,555,35° 0? 0? N,38° 0? 0? E
5433,212,Syrian Arab Republic,4012,Superphosphates above 35%,2008,377.07,35° 0? 0? N,38° 0? 0? E
5434,212,Syrian Arab Republic,4012,Superphosphates above 35%,2009,530,35° 0? 0? N,38° 0? 0? E
5435,212,Syrian Arab Republic,4012,Superphosphates above 35%,2010,18746.96,35° 0? 0? N,38° 0? 0? E
5436,212,Syrian Arab Republic,4012,Superphosphates above 35%,2011,19162.4,35° 0? 0? N,38° 0? 0? E
5437,212,Syrian Arab Republic,4012,Superphosphates above 35%,2012,9495.11,35° 0? 0? N,38° 0? 0? E
5438,212,Syrian Arab Republic,4012,Superphosphates above 35%,2014,31379.97,35° 0? 0? N,38° 0? 0? E
5439,212,Syrian Arab Republic,4012,Superphosphates above 35%,2015,33845.76,35° 0? 0? N,38° 0? 0? E
5440,212,Syrian Arab Republic,4012,Superphosphates above 35%,2016,27973.22,35° 0? 0? N,38° 0? 0? E
5441,212,Syrian Arab Republic,4001,Urea,2005,1595,35° 0? 0? N,38° 0? 0? E
5442,212,Syrian Arab Republic,4001,Urea,2006,755.13,35° 0? 0? N,38° 0? 0? E
5443,212,Syrian Arab Republic,4001,Urea,2007,2521,35° 0? 0? N,38° 0? 0? E
5444,212,Syrian Arab Republic,4001,Urea,2008,3688.6,35° 0? 0? N,38° 0? 0? E
5445,212,Syrian Arab Republic,4001,Urea,2009,100.64,35° 0? 0? N,38° 0? 0? E
5446,212,Syrian Arab Republic,4001,Urea,2010,41799.23,35° 0? 0? N,38° 0? 0? E
5447,212,Syrian Arab Republic,4001,Urea,2011,71011.47,35° 0? 0? N,38° 0? 0? E
5448,212,Syrian Arab Republic,4001,Urea,2012,3949.32,35° 0? 0? N,38° 0? 0? E
5449,212,Syrian Arab Republic,4001,Urea,2014,3278.15,35° 0? 0? N,38° 0? 0? E
5450,212,Syrian Arab Republic,4006,Urea and ammonium nitrate solutions (UAN),2005,500,35° 0? 0? N,38° 0? 0? E
5451,212,Syrian Arab Republic,4006,Urea and ammonium nitrate solutions (UAN),2006,120,35° 0? 0? N,38° 0? 0? E
5452,208,Tajikistan,4002,Ammonium sulphate,2003,10,39° 0? 0? N,71° 0? 0? E
5453,208,Tajikistan,4030,Fertilizers n.e.c.,2011,4.8,39° 0? 0? N,71° 0? 0? E
5454,208,Tajikistan,4008,"Other nitrogenous fertilizers, n.e.c.",2012,0.02,39° 0? 0? N,71° 0? 0? E
5455,208,Tajikistan,4014,"Other phosphatic fertilizers, n.e.c.",2005,8.28,39° 0? 0? N,71° 0? 0? E
5456,208,Tajikistan,4001,Urea,2005,15750,39° 0? 0? N,71° 0? 0? E
5457,208,Tajikistan,4001,Urea,2007,2250.7,39° 0? 0? N,71° 0? 0? E
5458,208,Tajikistan,4001,Urea,2008,8038.5,39° 0? 0? N,71° 0? 0? E
5459,208,Tajikistan,4001,Urea,2012,10,39° 0? 0? N,71° 0? 0? E
5460,216,Thailand,4007,"Ammonia, anhydrous",2002,6346.9,15° 0? 0? N,101° 0? 0? E
5461,216,Thailand,4007,"Ammonia, anhydrous",2003,40.56,15° 0? 0? N,101° 0? 0? E
5462,216,Thailand,4007,"Ammonia, anhydrous",2005,30,15° 0? 0? N,101° 0? 0? E
5463,216,Thailand,4007,"Ammonia, anhydrous",2006,45.3,15° 0? 0? N,101° 0? 0? E
5464,216,Thailand,4007,"Ammonia, anhydrous",2007,749.59,15° 0? 0? N,101° 0? 0? E
5465,216,Thailand,4007,"Ammonia, anhydrous",2008,12.75,15° 0? 0? N,101° 0? 0? E
5466,216,Thailand,4007,"Ammonia, anhydrous",2009,24.06,15° 0? 0? N,101° 0? 0? E
5467,216,Thailand,4007,"Ammonia, anhydrous",2010,90.11,15° 0? 0? N,101° 0? 0? E
5468,216,Thailand,4007,"Ammonia, anhydrous",2011,82.8,15° 0? 0? N,101° 0? 0? E
5469,216,Thailand,4007,"Ammonia, anhydrous",2012,151.28,15° 0? 0? N,101° 0? 0? E
5470,216,Thailand,4007,"Ammonia, anhydrous",2013,284.68,15° 0? 0? N,101° 0? 0? E
5471,216,Thailand,4007,"Ammonia, anhydrous",2014,755.02,15° 0? 0? N,101° 0? 0? E
5472,216,Thailand,4007,"Ammonia, anhydrous",2015,1383.14,15° 0? 0? N,101° 0? 0? E
5473,216,Thailand,4007,"Ammonia, anhydrous",2016,1925.26,15° 0? 0? N,101° 0? 0? E
5474,216,Thailand,4003,Ammonium nitrate (AN),2002,63875.21,15° 0? 0? N,101° 0? 0? E
5475,216,Thailand,4003,Ammonium nitrate (AN),2003,58823.1,15° 0? 0? N,101° 0? 0? E
5476,216,Thailand,4003,Ammonium nitrate (AN),2004,56749.4,15° 0? 0? N,101° 0? 0? E
5477,216,Thailand,4003,Ammonium nitrate (AN),2005,51522.2,15° 0? 0? N,101° 0? 0? E
5478,216,Thailand,4003,Ammonium nitrate (AN),2006,53432.05,15° 0? 0? N,101° 0? 0? E
5479,216,Thailand,4003,Ammonium nitrate (AN),2007,45392.35,15° 0? 0? N,101° 0? 0? E
5480,216,Thailand,4003,Ammonium nitrate (AN),2008,46701.3,15° 0? 0? N,101° 0? 0? E
5481,216,Thailand,4003,Ammonium nitrate (AN),2009,45965.8,15° 0? 0? N,101° 0? 0? E
5482,216,Thailand,4003,Ammonium nitrate (AN),2010,61527.33,15° 0? 0? N,101° 0? 0? E
5483,216,Thailand,4003,Ammonium nitrate (AN),2011,65296.91,15° 0? 0? N,101° 0? 0? E
5484,216,Thailand,4003,Ammonium nitrate (AN),2012,61450.22,15° 0? 0? N,101° 0? 0? E
5485,216,Thailand,4003,Ammonium nitrate (AN),2013,24553.96,15° 0? 0? N,101° 0? 0? E
5486,216,Thailand,4003,Ammonium nitrate (AN),2014,19184.94,15° 0? 0? N,101° 0? 0? E
5487,216,Thailand,4003,Ammonium nitrate (AN),2015,22453.39,15° 0? 0? N,101° 0? 0? E
5488,216,Thailand,4003,Ammonium nitrate (AN),2016,33319.2,15° 0? 0? N,101° 0? 0? E
5489,216,Thailand,4002,Ammonium sulphate,2002,85,15° 0? 0? N,101° 0? 0? E
5490,216,Thailand,4002,Ammonium sulphate,2003,598.75,15° 0? 0? N,101° 0? 0? E
5491,216,Thailand,4002,Ammonium sulphate,2004,12310,15° 0? 0? N,101° 0? 0? E
5492,216,Thailand,4002,Ammonium sulphate,2005,54600,15° 0? 0? N,101° 0? 0? E
5493,216,Thailand,4002,Ammonium sulphate,2006,91371.07,15° 0? 0? N,101° 0? 0? E
5494,216,Thailand,4002,Ammonium sulphate,2007,38109.77,15° 0? 0? N,101° 0? 0? E
5495,216,Thailand,4002,Ammonium sulphate,2008,74638.38,15° 0? 0? N,101° 0? 0? E
5496,216,Thailand,4002,Ammonium sulphate,2009,74400.42,15° 0? 0? N,101° 0? 0? E
5497,216,Thailand,4002,Ammonium sulphate,2010,48706.4,15° 0? 0? N,101° 0? 0? E
5498,216,Thailand,4002,Ammonium sulphate,2011,24171.14,15° 0? 0? N,101° 0? 0? E
5499,216,Thailand,4002,Ammonium sulphate,2012,53599.59,15° 0? 0? N,101° 0? 0? E
5500,216,Thailand,4002,Ammonium sulphate,2013,46498.1,15° 0? 0? N,101° 0? 0? E
5501,216,Thailand,4002,Ammonium sulphate,2014,36535.66,15° 0? 0? N,101° 0? 0? E
5502,216,Thailand,4002,Ammonium sulphate,2015,66778.69,15° 0? 0? N,101° 0? 0? E
5503,216,Thailand,4002,Ammonium sulphate,2016,110945.9,15° 0? 0? N,101° 0? 0? E
5504,216,Thailand,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2007,232.95,15° 0? 0? N,101° 0? 0? E
5505,216,Thailand,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2008,3751.67,15° 0? 0? N,101° 0? 0? E
5506,216,Thailand,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2009,51.72,15° 0? 0? N,101° 0? 0? E
5507,216,Thailand,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2010,62.97,15° 0? 0? N,101° 0? 0? E
5508,216,Thailand,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2011,232.77,15° 0? 0? N,101° 0? 0? E
5509,216,Thailand,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2012,454.05,15° 0? 0? N,101° 0? 0? E
5510,216,Thailand,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2013,467,15° 0? 0? N,101° 0? 0? E
5511,216,Thailand,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2014,4871.5,15° 0? 0? N,101° 0? 0? E
5512,216,Thailand,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2015,5197.5,15° 0? 0? N,101° 0? 0? E
5513,216,Thailand,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2016,3260,15° 0? 0? N,101° 0? 0? E
5514,216,Thailand,4022,Diammonium phosphate (DAP),2002,1.06,15° 0? 0? N,101° 0? 0? E
5515,216,Thailand,4022,Diammonium phosphate (DAP),2003,3500.22,15° 0? 0? N,101° 0? 0? E
5516,216,Thailand,4022,Diammonium phosphate (DAP),2004,0.06,15° 0? 0? N,101° 0? 0? E
5517,216,Thailand,4022,Diammonium phosphate (DAP),2005,882.38,15° 0? 0? N,101° 0? 0? E
5518,216,Thailand,4022,Diammonium phosphate (DAP),2006,890.35,15° 0? 0? N,101° 0? 0? E
5519,216,Thailand,4022,Diammonium phosphate (DAP),2007,170.24,15° 0? 0? N,101° 0? 0? E
5520,216,Thailand,4022,Diammonium phosphate (DAP),2008,6084.58,15° 0? 0? N,101° 0? 0? E
5521,216,Thailand,4022,Diammonium phosphate (DAP),2009,42.92,15° 0? 0? N,101° 0? 0? E
5522,216,Thailand,4022,Diammonium phosphate (DAP),2010,0.49,15° 0? 0? N,101° 0? 0? E
5523,216,Thailand,4022,Diammonium phosphate (DAP),2011,179.67,15° 0? 0? N,101° 0? 0? E
5524,216,Thailand,4022,Diammonium phosphate (DAP),2012,1715.67,15° 0? 0? N,101° 0? 0? E
5525,216,Thailand,4022,Diammonium phosphate (DAP),2013,7.11,15° 0? 0? N,101° 0? 0? E
5526,216,Thailand,4022,Diammonium phosphate (DAP),2014,23756.45,15° 0? 0? N,101° 0? 0? E
5527,216,Thailand,4022,Diammonium phosphate (DAP),2015,331.64,15° 0? 0? N,101° 0? 0? E
5528,216,Thailand,4022,Diammonium phosphate (DAP),2016,1476.36,15° 0? 0? N,101° 0? 0? E
5529,216,Thailand,4030,Fertilizers n.e.c.,2002,22012.7,15° 0? 0? N,101° 0? 0? E
5530,216,Thailand,4030,Fertilizers n.e.c.,2003,3255.75,15° 0? 0? N,101° 0? 0? E
5531,216,Thailand,4030,Fertilizers n.e.c.,2004,830.77,15° 0? 0? N,101° 0? 0? E
5532,216,Thailand,4030,Fertilizers n.e.c.,2005,1298.48,15° 0? 0? N,101° 0? 0? E
5533,216,Thailand,4030,Fertilizers n.e.c.,2006,13271.06,15° 0? 0? N,101° 0? 0? E
5534,216,Thailand,4030,Fertilizers n.e.c.,2007,22694.06,15° 0? 0? N,101° 0? 0? E
5535,216,Thailand,4030,Fertilizers n.e.c.,2008,13957.07,15° 0? 0? N,101° 0? 0? E
5536,216,Thailand,4030,Fertilizers n.e.c.,2009,4675.94,15° 0? 0? N,101° 0? 0? E
5537,216,Thailand,4030,Fertilizers n.e.c.,2010,3306.36,15° 0? 0? N,101° 0? 0? E
5538,216,Thailand,4030,Fertilizers n.e.c.,2011,9655.8,15° 0? 0? N,101° 0? 0? E
5539,216,Thailand,4030,Fertilizers n.e.c.,2012,8382.62,15° 0? 0? N,101° 0? 0? E
5540,216,Thailand,4030,Fertilizers n.e.c.,2013,67473.06,15° 0? 0? N,101° 0? 0? E
5541,216,Thailand,4030,Fertilizers n.e.c.,2014,67719.16,15° 0? 0? N,101° 0? 0? E
5542,216,Thailand,4030,Fertilizers n.e.c.,2015,52402.75,15° 0? 0? N,101° 0? 0? E
5543,216,Thailand,4030,Fertilizers n.e.c.,2016,56878.57,15° 0? 0? N,101° 0? 0? E
5544,216,Thailand,4023,Monoammonium phosphate (MAP),2002,385.17,15° 0? 0? N,101° 0? 0? E
5545,216,Thailand,4023,Monoammonium phosphate (MAP),2003,3642.6,15° 0? 0? N,101° 0? 0? E
5546,216,Thailand,4023,Monoammonium phosphate (MAP),2004,473.5,15° 0? 0? N,101° 0? 0? E
5547,216,Thailand,4023,Monoammonium phosphate (MAP),2005,4481,15° 0? 0? N,101° 0? 0? E
5548,216,Thailand,4023,Monoammonium phosphate (MAP),2006,1627.45,15° 0? 0? N,101° 0? 0? E
5549,216,Thailand,4023,Monoammonium phosphate (MAP),2007,655.7,15° 0? 0? N,101° 0? 0? E
5550,216,Thailand,4023,Monoammonium phosphate (MAP),2009,2164.2,15° 0? 0? N,101° 0? 0? E
5551,216,Thailand,4023,Monoammonium phosphate (MAP),2010,1307,15° 0? 0? N,101° 0? 0? E
5552,216,Thailand,4023,Monoammonium phosphate (MAP),2011,478,15° 0? 0? N,101° 0? 0? E
5553,216,Thailand,4023,Monoammonium phosphate (MAP),2012,1975.44,15° 0? 0? N,101° 0? 0? E
5554,216,Thailand,4023,Monoammonium phosphate (MAP),2013,3883.66,15° 0? 0? N,101° 0? 0? E
5555,216,Thailand,4023,Monoammonium phosphate (MAP),2014,655.8,15° 0? 0? N,101° 0? 0? E
5556,216,Thailand,4023,Monoammonium phosphate (MAP),2015,713.3,15° 0? 0? N,101° 0? 0? E
5557,216,Thailand,4023,Monoammonium phosphate (MAP),2016,755,15° 0? 0? N,101° 0? 0? E
5558,216,Thailand,4021,NPK fertilizers,2002,65039.01,15° 0? 0? N,101° 0? 0? E
5559,216,Thailand,4021,NPK fertilizers,2003,46266.87,15° 0? 0? N,101° 0? 0? E
5560,216,Thailand,4021,NPK fertilizers,2004,38876.5,15° 0? 0? N,101° 0? 0? E
5561,216,Thailand,4021,NPK fertilizers,2005,67173.43,15° 0? 0? N,101° 0? 0? E
5562,216,Thailand,4021,NPK fertilizers,2006,30155.46,15° 0? 0? N,101° 0? 0? E
5563,216,Thailand,4021,NPK fertilizers,2007,45784.69,15° 0? 0? N,101° 0? 0? E
5564,216,Thailand,4021,NPK fertilizers,2008,23043.73,15° 0? 0? N,101° 0? 0? E
5565,216,Thailand,4021,NPK fertilizers,2009,30299.34,15° 0? 0? N,101° 0? 0? E
5566,216,Thailand,4021,NPK fertilizers,2010,33786.65,15° 0? 0? N,101° 0? 0? E
5567,216,Thailand,4021,NPK fertilizers,2011,47143.88,15° 0? 0? N,101° 0? 0? E
5568,216,Thailand,4021,NPK fertilizers,2012,57572.27,15° 0? 0? N,101° 0? 0? E
5569,216,Thailand,4021,NPK fertilizers,2013,79940.84,15° 0? 0? N,101° 0? 0? E
5570,216,Thailand,4021,NPK fertilizers,2014,87017.31,15° 0? 0? N,101° 0? 0? E
5571,216,Thailand,4021,NPK fertilizers,2015,100209.44,15° 0? 0? N,101° 0? 0? E
5572,216,Thailand,4021,NPK fertilizers,2016,139214.31,15° 0? 0? N,101° 0? 0? E
5573,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2002,4602.01,15° 0? 0? N,101° 0? 0? E
5574,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2003,5062.09,15° 0? 0? N,101° 0? 0? E
5575,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2004,20995.39,15° 0? 0? N,101° 0? 0? E
5576,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2005,32189.9,15° 0? 0? N,101° 0? 0? E
5577,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2006,14605.21,15° 0? 0? N,101° 0? 0? E
5578,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2007,6600.21,15° 0? 0? N,101° 0? 0? E
5579,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2008,10409.34,15° 0? 0? N,101° 0? 0? E
5580,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2009,5478.77,15° 0? 0? N,101° 0? 0? E
5581,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2010,8684.73,15° 0? 0? N,101° 0? 0? E
5582,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2011,14433.55,15° 0? 0? N,101° 0? 0? E
5583,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2012,12498.93,15° 0? 0? N,101° 0? 0? E
5584,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2013,12095.02,15° 0? 0? N,101° 0? 0? E
5585,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2014,21346.92,15° 0? 0? N,101° 0? 0? E
5586,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2015,19260.38,15° 0? 0? N,101° 0? 0? E
5587,216,Thailand,4008,"Other nitrogenous fertilizers, n.e.c.",2016,14258.98,15° 0? 0? N,101° 0? 0? E
5588,216,Thailand,4024,Other NP compounds,2002,11319.38,15° 0? 0? N,101° 0? 0? E
5589,216,Thailand,4024,Other NP compounds,2003,26875.5,15° 0? 0? N,101° 0? 0? E
5590,216,Thailand,4024,Other NP compounds,2004,37181.7,15° 0? 0? N,101° 0? 0? E
5591,216,Thailand,4024,Other NP compounds,2005,43752.49,15° 0? 0? N,101° 0? 0? E
5592,216,Thailand,4024,Other NP compounds,2006,51078.29,15° 0? 0? N,101° 0? 0? E
5593,216,Thailand,4024,Other NP compounds,2007,29785.06,15° 0? 0? N,101° 0? 0? E
5594,216,Thailand,4024,Other NP compounds,2008,23833.44,15° 0? 0? N,101° 0? 0? E
5595,216,Thailand,4024,Other NP compounds,2009,30451.61,15° 0? 0? N,101° 0? 0? E
5596,216,Thailand,4024,Other NP compounds,2010,32453.8,15° 0? 0? N,101° 0? 0? E
5597,216,Thailand,4024,Other NP compounds,2011,35907.95,15° 0? 0? N,101° 0? 0? E
5598,216,Thailand,4024,Other NP compounds,2012,31077.48,15° 0? 0? N,101° 0? 0? E
5599,216,Thailand,4024,Other NP compounds,2013,3876.83,15° 0? 0? N,101° 0? 0? E
5600,216,Thailand,4024,Other NP compounds,2014,18917.51,15° 0? 0? N,101° 0? 0? E
5601,216,Thailand,4024,Other NP compounds,2015,7910.35,15° 0? 0? N,101° 0? 0? E
5602,216,Thailand,4024,Other NP compounds,2016,18578.27,15° 0? 0? N,101° 0? 0? E
5603,216,Thailand,4014,"Other phosphatic fertilizers, n.e.c.",2003,36.01,15° 0? 0? N,101° 0? 0? E
5604,216,Thailand,4014,"Other phosphatic fertilizers, n.e.c.",2004,88.77,15° 0? 0? N,101° 0? 0? E
5605,216,Thailand,4014,"Other phosphatic fertilizers, n.e.c.",2005,1325.26,15° 0? 0? N,101° 0? 0? E
5606,216,Thailand,4014,"Other phosphatic fertilizers, n.e.c.",2006,2515.66,15° 0? 0? N,101° 0? 0? E
5607,216,Thailand,4014,"Other phosphatic fertilizers, n.e.c.",2007,1039.51,15° 0? 0? N,101° 0? 0? E
5608,216,Thailand,4014,"Other phosphatic fertilizers, n.e.c.",2008,1977.15,15° 0? 0? N,101° 0? 0? E
5609,216,Thailand,4014,"Other phosphatic fertilizers, n.e.c.",2009,25.35,15° 0? 0? N,101° 0? 0? E
5610,216,Thailand,4014,"Other phosphatic fertilizers, n.e.c.",2010,46.02,15° 0? 0? N,101° 0? 0? E
5611,216,Thailand,4014,"Other phosphatic fertilizers, n.e.c.",2011,47.13,15° 0? 0? N,101° 0? 0? E
5612,216,Thailand,4014,"Other phosphatic fertilizers, n.e.c.",2012,13.53,15° 0? 0? N,101° 0? 0? E
5613,216,Thailand,4014,"Other phosphatic fertilizers, n.e.c.",2013,72.63,15° 0? 0? N,101° 0? 0? E
5614,216,Thailand,4014,"Other phosphatic fertilizers, n.e.c.",2014,412.04,15° 0? 0? N,101° 0? 0? E
