,Area Code,Area,Item Code,Item,Year,Value,Longitude,Latitude
0,2,Afghanistan,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2003,0.03,33° 0? 0? N,65° 0? 0? E
1,2,Afghanistan,4030,Fertilizers n.e.c.,2011,21,33° 0? 0? N,65° 0? 0? E
2,2,Afghanistan,4030,Fertilizers n.e.c.,2015,9.15,33° 0? 0? N,65° 0? 0? E
3,2,Afghanistan,4030,Fertilizers n.e.c.,2017,34,33° 0? 0? N,65° 0? 0? E
4,2,Afghanistan,4023,Monoammonium phosphate (MAP),2003,200,33° 0? 0? N,65° 0? 0? E
5,2,Afghanistan,4021,NPK fertilizers,2008,5885.67,33° 0? 0? N,65° 0? 0? E
6,2,Afghanistan,4021,NPK fertilizers,2010,49.18,33° 0? 0? N,65° 0? 0? E
7,2,Afghanistan,4008,"Other nitrogenous fertilizers, n.e.c.",2002,0.69,33° 0? 0? N,65° 0? 0? E
8,2,Afghanistan,4008,"Other nitrogenous fertilizers, n.e.c.",2003,53.71,33° 0? 0? N,65° 0? 0? E
9,2,Afghanistan,4008,"Other nitrogenous fertilizers, n.e.c.",2017,25.7,33° 0? 0? N,65° 0? 0? E
10,2,Afghanistan,4011,Phosphate rock,2002,11333.2,33° 0? 0? N,65° 0? 0? E
11,2,Afghanistan,4017,Potassium sulphate (sulphate of potash) (SOP),2012,9.64,33° 0? 0? N,65° 0? 0? E
12,2,Afghanistan,4001,Urea,2002,49.55,33° 0? 0? N,65° 0? 0? E
13,2,Afghanistan,4001,Urea,2005,32.25,33° 0? 0? N,65° 0? 0? E
14,2,Afghanistan,4001,Urea,2008,30,33° 0? 0? N,65° 0? 0? E
15,2,Afghanistan,4001,Urea,2014,59,33° 0? 0? N,65° 0? 0? E
16,2,Afghanistan,4001,Urea,2016,49.02,33° 0? 0? N,65° 0? 0? E
17,1,Armenia,4003,Ammonium nitrate (AN),2007,0,40° 11? 0? N,44° 31? 0? E
18,1,Armenia,4003,Ammonium nitrate (AN),2012,60,40° 11? 0? N,44° 31? 0? E
19,1,Armenia,4003,Ammonium nitrate (AN),2015,60.1,40° 11? 0? N,44° 31? 0? E
20,1,Armenia,4003,Ammonium nitrate (AN),2017,97,40° 11? 0? N,44° 31? 0? E
21,1,Armenia,4030,Fertilizers n.e.c.,2006,0.01,40° 11? 0? N,44° 31? 0? E
22,1,Armenia,4030,Fertilizers n.e.c.,2016,0,40° 11? 0? N,44° 31? 0? E
23,1,Armenia,4021,NPK fertilizers,2011,0.89,40° 11? 0? N,44° 31? 0? E
24,1,Armenia,4021,NPK fertilizers,2012,0.02,40° 11? 0? N,44° 31? 0? E
25,1,Armenia,4021,NPK fertilizers,2014,1.01,40° 11? 0? N,44° 31? 0? E
26,1,Armenia,4008,"Other nitrogenous fertilizers, n.e.c.",2005,0.33,40° 11? 0? N,44° 31? 0? E
27,1,Armenia,4008,"Other nitrogenous fertilizers, n.e.c.",2006,0.83,40° 11? 0? N,44° 31? 0? E
28,1,Armenia,4008,"Other nitrogenous fertilizers, n.e.c.",2007,0.05,40° 11? 0? N,44° 31? 0? E
29,1,Armenia,4008,"Other nitrogenous fertilizers, n.e.c.",2008,0.25,40° 11? 0? N,44° 31? 0? E
30,1,Armenia,4008,"Other nitrogenous fertilizers, n.e.c.",2011,0.5,40° 11? 0? N,44° 31? 0? E
31,1,Armenia,4008,"Other nitrogenous fertilizers, n.e.c.",2012,1,40° 11? 0? N,44° 31? 0? E
32,1,Armenia,4008,"Other nitrogenous fertilizers, n.e.c.",2016,0.5,40° 11? 0? N,44° 31? 0? E
33,1,Armenia,4018,"Other potassic fertilizers, n.e.c.",2008,0.5,40° 11? 0? N,44° 31? 0? E
34,1,Armenia,4018,"Other potassic fertilizers, n.e.c.",2010,0.01,40° 11? 0? N,44° 31? 0? E
35,1,Armenia,4016,Potassium chloride (muriate of potash) (MOP),2008,10,40° 11? 0? N,44° 31? 0? E
36,1,Armenia,4016,Potassium chloride (muriate of potash) (MOP),2009,971.88,40° 11? 0? N,44° 31? 0? E
37,1,Armenia,4005,Sodium nitrate,2008,3.95,40° 11? 0? N,44° 31? 0? E
38,1,Armenia,4005,Sodium nitrate,2017,0.5,40° 11? 0? N,44° 31? 0? E
39,1,Armenia,4012,Superphosphates above 35%,2008,8.35,40° 11? 0? N,44° 31? 0? E
40,1,Armenia,4001,Urea,2002,0.11,40° 11? 0? N,44° 31? 0? E
41,1,Armenia,4001,Urea,2003,0,40° 11? 0? N,44° 31? 0? E
42,1,Armenia,4001,Urea,2007,0.1,40° 11? 0? N,44° 31? 0? E
43,1,Armenia,4001,Urea,2017,5,40° 11? 0? N,44° 31? 0? E
44,13,Bahrain,4007,"Ammonia, anhydrous",2005,5.97,26° 13? 0? N,50° 35? 0? E
45,13,Bahrain,4007,"Ammonia, anhydrous",2006,4.3,26° 13? 0? N,50° 35? 0? E
46,13,Bahrain,4007,"Ammonia, anhydrous",2007,4.55,26° 13? 0? N,50° 35? 0? E
47,13,Bahrain,4007,"Ammonia, anhydrous",2008,15.64,26° 13? 0? N,50° 35? 0? E
48,13,Bahrain,4007,"Ammonia, anhydrous",2009,22416.7,26° 13? 0? N,50° 35? 0? E
49,13,Bahrain,4007,"Ammonia, anhydrous",2010,61335.47,26° 13? 0? N,50° 35? 0? E
50,13,Bahrain,4007,"Ammonia, anhydrous",2011,41514.57,26° 13? 0? N,50° 35? 0? E
51,13,Bahrain,4007,"Ammonia, anhydrous",2012,53616.57,26° 13? 0? N,50° 35? 0? E
52,13,Bahrain,4007,"Ammonia, anhydrous",2013,70874.59,26° 13? 0? N,50° 35? 0? E
53,13,Bahrain,4007,"Ammonia, anhydrous",2014,9.6,26° 13? 0? N,50° 35? 0? E
54,13,Bahrain,4007,"Ammonia, anhydrous",2017,67014.7,26° 13? 0? N,50° 35? 0? E
55,13,Bahrain,4002,Ammonium sulphate,2010,0,26° 13? 0? N,50° 35? 0? E
56,13,Bahrain,4002,Ammonium sulphate,2011,16,26° 13? 0? N,50° 35? 0? E
57,13,Bahrain,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2017,104.7,26° 13? 0? N,50° 35? 0? E
58,13,Bahrain,4030,Fertilizers n.e.c.,2010,1.54,26° 13? 0? N,50° 35? 0? E
59,13,Bahrain,4030,Fertilizers n.e.c.,2011,35.88,26° 13? 0? N,50° 35? 0? E
60,13,Bahrain,4030,Fertilizers n.e.c.,2012,32,26° 13? 0? N,50° 35? 0? E
61,13,Bahrain,4030,Fertilizers n.e.c.,2013,0.01,26° 13? 0? N,50° 35? 0? E
62,13,Bahrain,4023,Monoammonium phosphate (MAP),2017,0,26° 13? 0? N,50° 35? 0? E
63,13,Bahrain,4021,NPK fertilizers,2006,0.09,26° 13? 0? N,50° 35? 0? E
64,13,Bahrain,4021,NPK fertilizers,2011,0,26° 13? 0? N,50° 35? 0? E
65,13,Bahrain,4021,NPK fertilizers,2014,0.73,26° 13? 0? N,50° 35? 0? E
66,13,Bahrain,4021,NPK fertilizers,2017,0,26° 13? 0? N,50° 35? 0? E
67,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2002,96300,26° 13? 0? N,50° 35? 0? E
68,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2003,70000,26° 13? 0? N,50° 35? 0? E
69,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2004,90000,26° 13? 0? N,50° 35? 0? E
70,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2005,80200,26° 13? 0? N,50° 35? 0? E
71,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2006,103100.02,26° 13? 0? N,50° 35? 0? E
72,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2007,85300,26° 13? 0? N,50° 35? 0? E
73,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2008,100200,26° 13? 0? N,50° 35? 0? E
74,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2009,75000.5,26° 13? 0? N,50° 35? 0? E
75,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2012,293,26° 13? 0? N,50° 35? 0? E
76,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2013,0.69,26° 13? 0? N,50° 35? 0? E
77,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2014,69068.44,26° 13? 0? N,50° 35? 0? E
78,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2015,41373.04,26° 13? 0? N,50° 35? 0? E
79,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2016,78790.63,26° 13? 0? N,50° 35? 0? E
80,13,Bahrain,4008,"Other nitrogenous fertilizers, n.e.c.",2017,0.59,26° 13? 0? N,50° 35? 0? E
81,13,Bahrain,4024,Other NP compounds,2010,0.5,26° 13? 0? N,50° 35? 0? E
82,13,Bahrain,4024,Other NP compounds,2012,1.16,26° 13? 0? N,50° 35? 0? E
83,13,Bahrain,4024,Other NP compounds,2013,0.02,26° 13? 0? N,50° 35? 0? E
84,13,Bahrain,4024,Other NP compounds,2017,0.02,26° 13? 0? N,50° 35? 0? E
85,13,Bahrain,4014,"Other phosphatic fertilizers, n.e.c.",2010,0,26° 13? 0? N,50° 35? 0? E
86,13,Bahrain,4014,"Other phosphatic fertilizers, n.e.c.",2011,0,26° 13? 0? N,50° 35? 0? E
87,13,Bahrain,4018,"Other potassic fertilizers, n.e.c.",2006,0.03,26° 13? 0? N,50° 35? 0? E
88,13,Bahrain,4018,"Other potassic fertilizers, n.e.c.",2012,10,26° 13? 0? N,50° 35? 0? E
89,13,Bahrain,4011,Phosphate rock,2012,0.13,26° 13? 0? N,50° 35? 0? E
90,13,Bahrain,4011,Phosphate rock,2017,0.55,26° 13? 0? N,50° 35? 0? E
91,13,Bahrain,4016,Potassium chloride (muriate of potash) (MOP),2013,0,26° 13? 0? N,50° 35? 0? E
92,13,Bahrain,4016,Potassium chloride (muriate of potash) (MOP),2016,0.02,26° 13? 0? N,50° 35? 0? E
93,13,Bahrain,4016,Potassium chloride (muriate of potash) (MOP),2017,9.01,26° 13? 0? N,50° 35? 0? E
94,13,Bahrain,4025,Potassium nitrate,2017,0.04,26° 13? 0? N,50° 35? 0? E
95,13,Bahrain,4017,Potassium sulphate (sulphate of potash) (SOP),2017,0,26° 13? 0? N,50° 35? 0? E
96,13,Bahrain,4005,Sodium nitrate,2002,0.65,26° 13? 0? N,50° 35? 0? E
97,13,Bahrain,4005,Sodium nitrate,2017,0,26° 13? 0? N,50° 35? 0? E
98,13,Bahrain,4012,Superphosphates above 35%,2010,0,26° 13? 0? N,50° 35? 0? E
99,13,Bahrain,4001,Urea,2002,634100,26° 13? 0? N,50° 35? 0? E
100,13,Bahrain,4001,Urea,2003,591600,26° 13? 0? N,50° 35? 0? E
101,13,Bahrain,4001,Urea,2004,547000,26° 13? 0? N,50° 35? 0? E
102,13,Bahrain,4001,Urea,2005,557506.17,26° 13? 0? N,50° 35? 0? E
103,13,Bahrain,4001,Urea,2006,600600,26° 13? 0? N,50° 35? 0? E
104,13,Bahrain,4001,Urea,2007,594348.6,26° 13? 0? N,50° 35? 0? E
105,13,Bahrain,4001,Urea,2008,621991.1,26° 13? 0? N,50° 35? 0? E
106,13,Bahrain,4001,Urea,2009,563795,26° 13? 0? N,50° 35? 0? E
107,13,Bahrain,4001,Urea,2010,521407.49,26° 13? 0? N,50° 35? 0? E
108,13,Bahrain,4001,Urea,2011,535692.15,26° 13? 0? N,50° 35? 0? E
109,13,Bahrain,4001,Urea,2012,534762.36,26° 13? 0? N,50° 35? 0? E
110,13,Bahrain,4001,Urea,2013,533527.19,26° 13? 0? N,50° 35? 0? E
111,13,Bahrain,4001,Urea,2014,763689.61,26° 13? 0? N,50° 35? 0? E
112,13,Bahrain,4001,Urea,2015,701492.06,26° 13? 0? N,50° 35? 0? E
113,13,Bahrain,4001,Urea,2016,778567.61,26° 13? 0? N,50° 35? 0? E
114,13,Bahrain,4001,Urea,2017,622784.52,26° 13? 0? N,50° 35? 0? E
115,16,Bangladesh,4007,"Ammonia, anhydrous",2002,10995.05,23° 45? 50? N,90° 23? 20? E
116,16,Bangladesh,4007,"Ammonia, anhydrous",2003,79025,23° 45? 50? N,90° 23? 20? E
117,16,Bangladesh,4007,"Ammonia, anhydrous",2004,142350,23° 45? 50? N,90° 23? 20? E
118,16,Bangladesh,4007,"Ammonia, anhydrous",2005,186250,23° 45? 50? N,90° 23? 20? E
119,16,Bangladesh,4007,"Ammonia, anhydrous",2006,166958.5,23° 45? 50? N,90° 23? 20? E
120,16,Bangladesh,4007,"Ammonia, anhydrous",2007,142273.44,23° 45? 50? N,90° 23? 20? E
121,16,Bangladesh,4007,"Ammonia, anhydrous",2008,133120.93,23° 45? 50? N,90° 23? 20? E
122,16,Bangladesh,4007,"Ammonia, anhydrous",2009,90750,23° 45? 50? N,90° 23? 20? E
123,16,Bangladesh,4007,"Ammonia, anhydrous",2010,49425.98,23° 45? 50? N,90° 23? 20? E
124,16,Bangladesh,4007,"Ammonia, anhydrous",2011,14680.5,23° 45? 50? N,90° 23? 20? E
125,16,Bangladesh,4007,"Ammonia, anhydrous",2012,37120,23° 45? 50? N,90° 23? 20? E
126,16,Bangladesh,4007,"Ammonia, anhydrous",2013,14950,23° 45? 50? N,90° 23? 20? E
127,16,Bangladesh,4007,"Ammonia, anhydrous",2014,16504.9,23° 45? 50? N,90° 23? 20? E
128,16,Bangladesh,4007,"Ammonia, anhydrous",2015,29650,23° 45? 50? N,90° 23? 20? E
129,16,Bangladesh,4007,"Ammonia, anhydrous",2016,28802.6,23° 45? 50? N,90° 23? 20? E
130,16,Bangladesh,4007,"Ammonia, anhydrous",2017,24499.9,23° 45? 50? N,90° 23? 20? E
131,16,Bangladesh,4003,Ammonium nitrate (AN),2003,3000,23° 45? 50? N,90° 23? 20? E
132,16,Bangladesh,4003,Ammonium nitrate (AN),2017,0.1,23° 45? 50? N,90° 23? 20? E
133,16,Bangladesh,4002,Ammonium sulphate,2003,4500,23° 45? 50? N,90° 23? 20? E
134,16,Bangladesh,4002,Ammonium sulphate,2016,0.06,23° 45? 50? N,90° 23? 20? E
135,16,Bangladesh,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2002,13482,23° 45? 50? N,90° 23? 20? E
136,16,Bangladesh,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2016,0,23° 45? 50? N,90° 23? 20? E
137,16,Bangladesh,4022,Diammonium phosphate (DAP),2017,0.01,23° 45? 50? N,90° 23? 20? E
138,16,Bangladesh,4030,Fertilizers n.e.c.,2004,2.93,23° 45? 50? N,90° 23? 20? E
139,16,Bangladesh,4030,Fertilizers n.e.c.,2007,2,23° 45? 50? N,90° 23? 20? E
140,16,Bangladesh,4030,Fertilizers n.e.c.,2008,26.39,23° 45? 50? N,90° 23? 20? E
141,16,Bangladesh,4030,Fertilizers n.e.c.,2011,0.02,23° 45? 50? N,90° 23? 20? E
142,16,Bangladesh,4030,Fertilizers n.e.c.,2012,0.02,23° 45? 50? N,90° 23? 20? E
143,16,Bangladesh,4030,Fertilizers n.e.c.,2013,0.44,23° 45? 50? N,90° 23? 20? E
144,16,Bangladesh,4030,Fertilizers n.e.c.,2014,0.48,23° 45? 50? N,90° 23? 20? E
145,16,Bangladesh,4030,Fertilizers n.e.c.,2016,0.01,23° 45? 50? N,90° 23? 20? E
146,16,Bangladesh,4030,Fertilizers n.e.c.,2017,0.07,23° 45? 50? N,90° 23? 20? E
147,16,Bangladesh,4023,Monoammonium phosphate (MAP),2016,25.37,23° 45? 50? N,90° 23? 20? E
148,16,Bangladesh,4023,Monoammonium phosphate (MAP),2017,0.47,23° 45? 50? N,90° 23? 20? E
149,16,Bangladesh,4021,NPK fertilizers,2016,0.29,23° 45? 50? N,90° 23? 20? E
150,16,Bangladesh,4021,NPK fertilizers,2017,0.07,23° 45? 50? N,90° 23? 20? E
151,16,Bangladesh,4008,"Other nitrogenous fertilizers, n.e.c.",2002,6538,23° 45? 50? N,90° 23? 20? E
152,16,Bangladesh,4008,"Other nitrogenous fertilizers, n.e.c.",2003,29005.2,23° 45? 50? N,90° 23? 20? E
153,16,Bangladesh,4008,"Other nitrogenous fertilizers, n.e.c.",2007,15.39,23° 45? 50? N,90° 23? 20? E
154,16,Bangladesh,4008,"Other nitrogenous fertilizers, n.e.c.",2010,20.29,23° 45? 50? N,90° 23? 20? E
155,16,Bangladesh,4008,"Other nitrogenous fertilizers, n.e.c.",2016,0.43,23° 45? 50? N,90° 23? 20? E
156,16,Bangladesh,4008,"Other nitrogenous fertilizers, n.e.c.",2017,0.57,23° 45? 50? N,90° 23? 20? E
157,16,Bangladesh,4024,Other NP compounds,2016,0.45,23° 45? 50? N,90° 23? 20? E
158,16,Bangladesh,4024,Other NP compounds,2017,0.6,23° 45? 50? N,90° 23? 20? E
159,16,Bangladesh,4018,"Other potassic fertilizers, n.e.c.",2013,1,23° 45? 50? N,90° 23? 20? E
160,16,Bangladesh,4018,"Other potassic fertilizers, n.e.c.",2015,13.76,23° 45? 50? N,90° 23? 20? E
161,16,Bangladesh,4018,"Other potassic fertilizers, n.e.c.",2017,0.74,23° 45? 50? N,90° 23? 20? E
162,16,Bangladesh,4011,Phosphate rock,2010,15075,23° 45? 50? N,90° 23? 20? E
163,16,Bangladesh,4011,Phosphate rock,2016,8.49,23° 45? 50? N,90° 23? 20? E
164,16,Bangladesh,4011,Phosphate rock,2017,15.13,23° 45? 50? N,90° 23? 20? E
165,16,Bangladesh,4027,PK compounds,2013,0,23° 45? 50? N,90° 23? 20? E
166,16,Bangladesh,4016,Potassium chloride (muriate of potash) (MOP),2007,16.9,23° 45? 50? N,90° 23? 20? E
167,16,Bangladesh,4016,Potassium chloride (muriate of potash) (MOP),2016,0.29,23° 45? 50? N,90° 23? 20? E
168,16,Bangladesh,4016,Potassium chloride (muriate of potash) (MOP),2017,1.03,23° 45? 50? N,90° 23? 20? E
169,16,Bangladesh,4025,Potassium nitrate,2016,1.2,23° 45? 50? N,90° 23? 20? E
170,16,Bangladesh,4025,Potassium nitrate,2017,1.75,23° 45? 50? N,90° 23? 20? E
171,16,Bangladesh,4017,Potassium sulphate (sulphate of potash) (SOP),2016,0.08,23° 45? 50? N,90° 23? 20? E
172,16,Bangladesh,4017,Potassium sulphate (sulphate of potash) (SOP),2017,0.27,23° 45? 50? N,90° 23? 20? E
173,16,Bangladesh,4005,Sodium nitrate,2016,0.08,23° 45? 50? N,90° 23? 20? E
174,16,Bangladesh,4005,Sodium nitrate,2017,0.3,23° 45? 50? N,90° 23? 20? E
175,16,Bangladesh,4012,Superphosphates above 35%,2010,9916.5,23° 45? 50? N,90° 23? 20? E
176,16,Bangladesh,4012,Superphosphates above 35%,2011,575,23° 45? 50? N,90° 23? 20? E
177,16,Bangladesh,4012,Superphosphates above 35%,2016,0.21,23° 45? 50? N,90° 23? 20? E
178,16,Bangladesh,4012,Superphosphates above 35%,2017,0,23° 45? 50? N,90° 23? 20? E
179,16,Bangladesh,4001,Urea,2002,145123.45,23° 45? 50? N,90° 23? 20? E
180,16,Bangladesh,4001,Urea,2003,610464.22,23° 45? 50? N,90° 23? 20? E
181,16,Bangladesh,4001,Urea,2004,396929.36,23° 45? 50? N,90° 23? 20? E
182,16,Bangladesh,4001,Urea,2005,775977.46,23° 45? 50? N,90° 23? 20? E
183,16,Bangladesh,4001,Urea,2006,518256.66,23° 45? 50? N,90° 23? 20? E
184,16,Bangladesh,4001,Urea,2007,354453.5,23° 45? 50? N,90° 23? 20? E
185,16,Bangladesh,4001,Urea,2008,303793.87,23° 45? 50? N,90° 23? 20? E
186,16,Bangladesh,4001,Urea,2009,377761.85,23° 45? 50? N,90° 23? 20? E
187,16,Bangladesh,4001,Urea,2010,100651.93,23° 45? 50? N,90° 23? 20? E
188,16,Bangladesh,4001,Urea,2011,65800,23° 45? 50? N,90° 23? 20? E
189,16,Bangladesh,4001,Urea,2012,0.01,23° 45? 50? N,90° 23? 20? E
190,16,Bangladesh,4001,Urea,2013,0.01,23° 45? 50? N,90° 23? 20? E
191,16,Bangladesh,4001,Urea,2016,31000.02,23° 45? 50? N,90° 23? 20? E
192,16,Bangladesh,4001,Urea,2017,1.22,23° 45? 50? N,90° 23? 20? E
193,18,Bhutan,4021,NPK fertilizers,2005,2.25,27° 28? 0? N,89° 38? 30? E
194,18,Bhutan,4021,NPK fertilizers,2011,18.85,27° 28? 0? N,89° 38? 30? E
195,18,Bhutan,4014,"Other phosphatic fertilizers, n.e.c.",2005,142.51,27° 28? 0? N,89° 38? 30? E
196,18,Bhutan,4014,"Other phosphatic fertilizers, n.e.c.",2006,275.34,27° 28? 0? N,89° 38? 30? E
197,18,Bhutan,4001,Urea,2005,1.8,27° 28? 0? N,89° 38? 30? E
198,26,Brunei Darussalam,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2002,0,4° 53? 25.02? N,114° 56? 31.98? E
199,26,Brunei Darussalam,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2006,3.08,4° 53? 25.02? N,114° 56? 31.98? E
200,26,Brunei Darussalam,4022,Diammonium phosphate (DAP),2011,0.98,4° 53? 25.02? N,114° 56? 31.98? E
201,26,Brunei Darussalam,4030,Fertilizers n.e.c.,2015,245,4° 53? 25.02? N,114° 56? 31.98? E
202,26,Brunei Darussalam,4030,Fertilizers n.e.c.,2017,0,4° 53? 25.02? N,114° 56? 31.98? E
203,26,Brunei Darussalam,4021,NPK fertilizers,2005,3.3,4° 53? 25.02? N,114° 56? 31.98? E
204,26,Brunei Darussalam,4021,NPK fertilizers,2007,37.65,4° 53? 25.02? N,114° 56? 31.98? E
205,26,Brunei Darussalam,4008,"Other nitrogenous fertilizers, n.e.c.",2003,10.25,4° 53? 25.02? N,114° 56? 31.98? E
206,26,Brunei Darussalam,4008,"Other nitrogenous fertilizers, n.e.c.",2006,16.72,4° 53? 25.02? N,114° 56? 31.98? E
207,26,Brunei Darussalam,4008,"Other nitrogenous fertilizers, n.e.c.",2007,53.72,4° 53? 25.02? N,114° 56? 31.98? E
208,26,Brunei Darussalam,4008,"Other nitrogenous fertilizers, n.e.c.",2008,20.6,4° 53? 25.02? N,114° 56? 31.98? E
209,26,Brunei Darussalam,4008,"Other nitrogenous fertilizers, n.e.c.",2009,67.14,4° 53? 25.02? N,114° 56? 31.98? E
210,26,Brunei Darussalam,4008,"Other nitrogenous fertilizers, n.e.c.",2010,67.21,4° 53? 25.02? N,114° 56? 31.98? E
211,26,Brunei Darussalam,4008,"Other nitrogenous fertilizers, n.e.c.",2011,0.01,4° 53? 25.02? N,114° 56? 31.98? E
212,26,Brunei Darussalam,4008,"Other nitrogenous fertilizers, n.e.c.",2012,0.11,4° 53? 25.02? N,114° 56? 31.98? E
213,26,Brunei Darussalam,4008,"Other nitrogenous fertilizers, n.e.c.",2014,2.03,4° 53? 25.02? N,114° 56? 31.98? E
214,26,Brunei Darussalam,4008,"Other nitrogenous fertilizers, n.e.c.",2015,6.43,4° 53? 25.02? N,114° 56? 31.98? E
215,26,Brunei Darussalam,4008,"Other nitrogenous fertilizers, n.e.c.",2016,27.59,4° 53? 25.02? N,114° 56? 31.98? E
216,26,Brunei Darussalam,4014,"Other phosphatic fertilizers, n.e.c.",2008,0.36,4° 53? 25.02? N,114° 56? 31.98? E
217,26,Brunei Darussalam,4027,PK compounds,2002,0,4° 53? 25.02? N,114° 56? 31.98? E
218,26,Brunei Darussalam,4027,PK compounds,2004,10,4° 53? 25.02? N,114° 56? 31.98? E
219,26,Brunei Darussalam,4027,PK compounds,2011,66,4° 53? 25.02? N,114° 56? 31.98? E
220,26,Brunei Darussalam,4016,Potassium chloride (muriate of potash) (MOP),2003,90,4° 53? 25.02? N,114° 56? 31.98? E
221,26,Brunei Darussalam,4016,Potassium chloride (muriate of potash) (MOP),2008,268.93,4° 53? 25.02? N,114° 56? 31.98? E
222,26,Brunei Darussalam,4016,Potassium chloride (muriate of potash) (MOP),2011,0,4° 53? 25.02? N,114° 56? 31.98? E
223,26,Brunei Darussalam,4016,Potassium chloride (muriate of potash) (MOP),2012,0.01,4° 53? 25.02? N,114° 56? 31.98? E
224,26,Brunei Darussalam,4016,Potassium chloride (muriate of potash) (MOP),2014,0,4° 53? 25.02? N,114° 56? 31.98? E
225,26,Brunei Darussalam,4016,Potassium chloride (muriate of potash) (MOP),2015,249.98,4° 53? 25.02? N,114° 56? 31.98? E
226,26,Brunei Darussalam,4016,Potassium chloride (muriate of potash) (MOP),2016,38.72,4° 53? 25.02? N,114° 56? 31.98? E
227,26,Brunei Darussalam,4016,Potassium chloride (muriate of potash) (MOP),2017,119.98,4° 53? 25.02? N,114° 56? 31.98? E
228,26,Brunei Darussalam,4025,Potassium nitrate,2007,0.15,4° 53? 25.02? N,114° 56? 31.98? E
229,26,Brunei Darussalam,4025,Potassium nitrate,2011,0,4° 53? 25.02? N,114° 56? 31.98? E
230,26,Brunei Darussalam,4017,Potassium sulphate (sulphate of potash) (SOP),2015,0.01,4° 53? 25.02? N,114° 56? 31.98? E
231,26,Brunei Darussalam,4005,Sodium nitrate,2014,2.47,4° 53? 25.02? N,114° 56? 31.98? E
232,26,Brunei Darussalam,4001,Urea,2010,387,4° 53? 25.02? N,114° 56? 31.98? E
233,115,Cambodia,4022,Diammonium phosphate (DAP),2008,122,11° 33? 0? N,104° 55? 0? E
234,115,Cambodia,4022,Diammonium phosphate (DAP),2009,450,11° 33? 0? N,104° 55? 0? E
235,115,Cambodia,4030,Fertilizers n.e.c.,2007,848,11° 33? 0? N,104° 55? 0? E
236,115,Cambodia,4030,Fertilizers n.e.c.,2008,302.5,11° 33? 0? N,104° 55? 0? E
237,115,Cambodia,4030,Fertilizers n.e.c.,2009,705.05,11° 33? 0? N,104° 55? 0? E
238,115,Cambodia,4030,Fertilizers n.e.c.,2010,3090,11° 33? 0? N,104° 55? 0? E
239,115,Cambodia,4030,Fertilizers n.e.c.,2011,2310,11° 33? 0? N,104° 55? 0? E
240,115,Cambodia,4030,Fertilizers n.e.c.,2012,300,11° 33? 0? N,104° 55? 0? E
241,115,Cambodia,4030,Fertilizers n.e.c.,2013,420,11° 33? 0? N,104° 55? 0? E
242,115,Cambodia,4030,Fertilizers n.e.c.,2015,0.2,11° 33? 0? N,104° 55? 0? E
243,115,Cambodia,4030,Fertilizers n.e.c.,2016,18.23,11° 33? 0? N,104° 55? 0? E
244,115,Cambodia,4023,Monoammonium phosphate (MAP),2006,31,11° 33? 0? N,104° 55? 0? E
245,115,Cambodia,4008,"Other nitrogenous fertilizers, n.e.c.",2011,0,11° 33? 0? N,104° 55? 0? E
246,115,Cambodia,4024,Other NP compounds,2002,225,11° 33? 0? N,104° 55? 0? E
247,115,Cambodia,4024,Other NP compounds,2003,200,11° 33? 0? N,104° 55? 0? E
248,115,Cambodia,4024,Other NP compounds,2007,169,11° 33? 0? N,104° 55? 0? E
249,115,Cambodia,4024,Other NP compounds,2008,1318,11° 33? 0? N,104° 55? 0? E
250,115,Cambodia,4024,Other NP compounds,2009,750,11° 33? 0? N,104° 55? 0? E
251,115,Cambodia,4014,"Other phosphatic fertilizers, n.e.c.",2005,18.8,11° 33? 0? N,104° 55? 0? E
252,115,Cambodia,4011,Phosphate rock,2010,3.56,11° 33? 0? N,104° 55? 0? E
253,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2005,0.51,22° 18? 0? N,114° 12? 0? E
254,96,"China, Hong Kong SAR",4007,"Ammonia, anhydrous",2006,2.27,22° 18? 0? N,114° 12? 0? E
